ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	module	module_TFs	module_activated_targets
GO:0032368	regulation of lipid transport	7/443	12/1129	0.583333333333333	1.48664409330324	1.36135016396432	0.143847365726987	0.289544016689398	0.200362585333343	TMF1/SEC24A/NFKBIA/ABCA8/SCP2/PLA2G4A/ATP8A1	7	2	14	830
GO:0048659	smooth muscle cell proliferation	7/443	12/1129	0.583333333333333	1.48664409330324	1.36135016396432	0.143847365726987	0.289544016689398	0.200362585333343	ERN1/IL6R/TRIB1/NPR1/PTGS2/IGF1/PDE1A	7	2	14	830
GO:0048660	regulation of smooth muscle cell proliferation	7/443	12/1129	0.583333333333333	1.48664409330324	1.36135016396432	0.143847365726987	0.289544016689398	0.200362585333343	ERN1/IL6R/TRIB1/NPR1/PTGS2/IGF1/PDE1A	7	2	14	830
GO:0062012	regulation of small molecule metabolic process	7/443	12/1129	0.583333333333333	1.48664409330324	1.36135016396432	0.143847365726987	0.289544016689398	0.200362585333343	WDTC1/PTGS2/ALDOB/SORBS1/FMO5/IGF1/KIT	7	2	14	830
GO:0070252	actin-mediated cell contraction	7/443	12/1129	0.583333333333333	1.48664409330324	1.36135016396432	0.143847365726987	0.289544016689398	0.200362585333343	LIMCH1/SRI/PARVA/FGF13/KCNE5/CAMK2D/CACNA1D	7	2	14	830
GO:0098876	vesicle-mediated transport to the plasma membrane	7/443	12/1129	0.583333333333333	1.48664409330324	1.36135016396432	0.143847365726987	0.289544016689398	0.200362585333343	VAMP2/SNX30/ARHGAP1/SCARB2/SYS1/WASHC2C/C2CD6	7	2	14	830
GO:0006952	defense response	55/443	125/1129	0.44	1.12135440180587	1.15568117482247	0.144905387174528	0.29066190731337	0.201136158409037	IL1R1/B4GALT1/TMF1/DNAJC3/TRIM23/NEK7/IL6ST/IL6R/RAB11FIP2/PJA2/NDFIP1/TXNIP/CASC2/MAPK9/MR1/IFNAR1/CALCOCO2/PDPK1/CD81/NOD1/PRKCZ/C4A/USP27X/OSM/THEMIS2/CXCL2/CD55/NFKBIA/SOCS3/GRIK2/COLEC12/CXCL3/CXCR2/FFAR2/WFDC2/IL33/NFKBIZ/IRAK3/CCL20/CCL2/PTGS2/PBXIP1/C7/TLR5/DTX4/C4BPA/IGF1/CD180/KIT/JCHAIN/SPAG11B/FGA/TRIM68/SLC30A1/CD46	55	2	14	830
GO:0034220	monoatomic ion transmembrane transport	33/443	72/1129	0.458333333333333	1.16807750188111	1.18394817990026	0.144792048376998	0.29066190731337	0.201136158409037	SLC17A5/TPCN1/IBTK/SLC41A2/HECW2/SRI/VAMP2/CRBN/EDN3/CACNA2D2/PDPK1/F2RL3/SLC34A2/ATP10A/GRIK2/STAC/FGF13/TESC/FKBP1B/KCNE5/SLC12A2/CCL2/TMC5/CAMK2D/PPP3CA/HCN1/UTRN/SLC26A5/PLCH1/ATP8A1/CACNA1D/SLC30A1/COX15	33	2	14	830
GO:0043254	regulation of protein-containing complex assembly	15/443	30/1129	0.5	1.27426636568849	1.22300628238164	0.150665244323966	0.296370056840986	0.205086160933348	NEK7/FMN1/CRBN/MAPK9/AMBRA1/UNC13B/PRKCZ/DAAM2/RHOA/ESAM/ARHGAP18/FERMT2/SLAIN1/CYFIP2/WASHC2C	15	2	14	830
GO:0043434	response to peptide hormone	15/443	30/1129	0.5	1.27426636568849	1.22300628238164	0.150665244323966	0.296370056840986	0.205086160933348	VAMP2/CAT/ZDHHC7/WDTC1/PDPK1/PRKCZ/TNS2/ERRFI1/SOCS3/SPINK1/CYP11B2/PTGS2/SORBS1/PPP3CA/PRKCA	15	2	14	830
GO:0001890	placenta development	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	PCDH12/CITED2/LIF/CCN1/SOCS3/PTGS2	6	2	14	830
GO:0002262	myeloid cell homeostasis	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	ADGRF5/CITED2/CXCR2/KIT/DYRK3/RPS24	6	2	14	830
GO:0007043	cell-cell junction assembly	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	RHOA/ESAM/CDH7/GJB1/ILDR1/PRKCA	6	2	14	830
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	PCDH12/PTPRM/ESAM/NECTIN3/CDH7/PCDH20	6	2	14	830
GO:0007229	integrin-mediated signaling pathway	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	ITGA1/NRP1/NEDD9/ITGA9/ITGA8/FERMT2	6	2	14	830
GO:0007338	single fertilization	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	B4GALT1/WDR48/UNC13B/SPINK1/SPACA7/CD46	6	2	14	830
GO:0007368	determination of left/right symmetry	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	MICAL2/IFT140/CITED2/DAAM2/TGFBR2/DISP1	6	2	14	830
GO:0009799	specification of symmetry	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	MICAL2/IFT140/CITED2/DAAM2/TGFBR2/DISP1	6	2	14	830
GO:0009855	determination of bilateral symmetry	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	MICAL2/IFT140/CITED2/DAAM2/TGFBR2/DISP1	6	2	14	830
GO:0015918	sterol transport	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	SEC24A/NFKBIA/NPC1L1/ABCA8/SCP2/SOAT1	6	2	14	830
GO:0016525	negative regulation of angiogenesis	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	PTPRM/NPR1/RGCC/SPRY2/SPRED1/SLC12A2	6	2	14	830
GO:0031345	negative regulation of cell projection organization	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	RAPGEF2/NRP1/GORASP1/SPRY2/FGF13/PPP3CA	6	2	14	830
GO:0034109	homotypic cell-cell adhesion	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	IL6ST/F2RL3/PRKCA/FGL1/FGG/FGA	6	2	14	830
GO:0042752	regulation of circadian rhythm	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	FBXW11/GNAQ/MAPK9/FBXL3/ADRB1/OPN3	6	2	14	830
GO:0045807	positive regulation of endocytosis	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	SYNE1/C4A/HIP1/CCL2/PPP3CA/PTPRJ	6	2	14	830
GO:0050769	positive regulation of neurogenesis	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	NRP1/IL6ST/PLXNA2/LIF/IL33/KIT	6	2	14	830
GO:0071456	cellular response to hypoxia	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	CITED2/PLK3/RGCC/NDNF/PTGS2/DDAH1	6	2	14	830
GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	SYNE1/PRKCZ/OPHN1/AP2A2/HIP1/GPC4	6	2	14	830
GO:1901343	negative regulation of vasculature development	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	PTPRM/NPR1/RGCC/SPRY2/SPRED1/SLC12A2	6	2	14	830
GO:1905954	positive regulation of lipid localization	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	TMF1/NFKBIA/ABCA8/SCP2/PLA2G4A/ATP8A1	6	2	14	830
GO:2000181	negative regulation of blood vessel morphogenesis	6/443	10/1129	0.6	1.52911963882619	1.34999821089623	0.152741229879981	0.296370056840986	0.205086160933348	PTPRM/NPR1/RGCC/SPRY2/SPRED1/SLC12A2	6	2	14	830
GO:0043270	positive regulation of monoatomic ion transport	11/443	21/1129	0.523809523809524	1.33494571643556	1.2445391137479	0.154020592873304	0.298428552999905	0.206510626950693	SRI/EDN3/PDPK1/F2RL3/STAC/FGF13/TESC/KCNE5/CCL2/PPP3CA/CACNA1D	11	2	14	830
GO:0006351	DNA-templated transcription	42/443	94/1129	0.446808510638298	1.1387061140195	1.12819380778714	0.154281419947021	0.298510509415907	0.206567340260064	TMF1/MICAL2/ARMCX3/FBXW11/TXNIP/PWWP2A/EDA2R/WDTC1/RBL2/CD81/XPC/AMBRA1/NOD1/MBIP/PRKCZ/ACSS2/CITED2/LIF/OSM/TRIB1/RHOA/PLK3/TSC22D3/RGCC/CCN1/TSC22D1/NFKBIA/TESC/IL33/NFKBIZ/IRAK3/PBXIP1/CAMK2D/ITGA8/PPP3CA/IGF1/KIT/RHOH/MTURN/TRIM68/ARF4/QARS1	42	2	14	830
GO:0019438	aromatic compound biosynthetic process	58/443	133/1129	0.43609022556391	1.11139021368319	1.09859481109117	0.157556764899179	0.304416606580309	0.210654321267718	GFPT1/RAPGEF2/TMF1/MICAL2/ARMCX3/FBXW11/NEK7/POLK/TXNIP/PWWP2A/EDA2R/AK8/WDTC1/RBL2/CD81/XPC/AMBRA1/NOD1/MBIP/PRKCZ/ACSS2/CITED2/LIF/OSM/TRIB1/RHOA/PLK3/TSC22D3/NPR1/RGCC/CCN1/TSC22D1/NFKBIA/GMDS/TESC/ENTPD8/ACSL4/PAPSS2/IL33/NFKBIZ/IRAK3/PBXIP1/CAMK2D/PARM1/ITGA8/PPP3CA/IGF1/KIT/RHOH/AMPD1/MTURN/TRIM68/SLC19A2/OPN3/ARF4/COX15/QARS1/NVL	58	2	14	830
GO:1901653	cellular response to peptide	14/443	28/1129	0.5	1.27426636568849	1.18046268393053	0.162175303677283	0.312897549185266	0.216523078653286	VAMP2/ZDHHC7/WDTC1/PDPK1/NOD1/PRKCZ/TNS2/SOCS3/SPINK1/CYP11B2/SORBS1/PPP3CA/PRKCA/IGF1	14	2	14	830
GO:0010556	regulation of macromolecule biosynthetic process	92/443	217/1129	0.423963133640553	1.0804839229801	1.05958533679483	0.162843074743622	0.313742792806471	0.217107981767905	AFF4/GFPT1/ERN1/IL1R1/DNAJB9/TMF1/KDR/MICAL2/DNAJC3/ARMCX3/FBXW11/CPEB4/NEK7/IL6ST/IL6R/EIF4E3/TENT2/SECISBP2L/MBNL2/NDFIP1/TXNIP/MAPK9/PWWP2A/EDA2R/EDN3/WDTC1/RBL2/ZC3H7A/ORMDL3/CD81/XPC/AMBRA1/MARF1/NOD1/MBIP/PRKCZ/SIRT3/PRX/ATG13/ACSS2/MIR874/CITED2/LIF/OSM/PPP1R3B/TRIB1/RHOA/PLK3/TSC22D3/TGFBR2/RGCC/RPS6KA2/CCN1/CD55/TSC22D1/NFKBIA/SPRY2/TESC/FFAR2/IL33/NFKBIZ/IRAK3/CCL2/MIR190A/PTGS2/AFF1/PBXIP1/CAMK2D/CELF2/PARM1/ITGA8/TLR5/SORBS1/PPP3CA/ILDR1/DTX4/MIR576/PTPRJ/SOAT1/PRKCA/IGF1/KIT/TENT5C/RHOH/MTURN/TRIM68/TDRKH/CD46/ARF4/MIR633/QARS1/NVL	92	2	14	830
GO:0022414	reproductive process	36/443	80/1129	0.45	1.14683972911964	1.09444811893075	0.164397422657887	0.316291379367146	0.218871587170916	AFF4/B4GALT1/TMF1/KDR/UNC5C/SYNE1/FBXW11/ADGRG2/LZTFL1/WDR48/FNDC3A/MARF1/UNC13B/CITED2/LIF/ERRFI1/RPS6KA2/DUSP1/NECTIN3/SPINK1/GAL3ST1/ACSL4/WFDC2/SPACA7/PTGS2/CFAP221/SPATA6/PDILT/IGF1/KIT/SPAG11B/TDRKH/SLC19A2/CD46/PRM3/C2CD6	36	2	14	830
GO:0002683	negative regulation of immune system process	17/443	35/1129	0.485714285714286	1.23785875524025	1.14825635599533	0.165120790634822	0.316786062268824	0.219213904536799	NDFIP1/PDPK1/ADGRF5/TRIB1/TSC22D3/DUSP1/CD55/TSC22D1/IL33/IRAK3/CCL2/DTX4/PTPRJ/C4BPA/FGL1/MIA3/CD46	17	2	14	830
GO:0015850	organic hydroxy compound transport	10/443	19/1129	0.526315789473684	1.3413330165142	1.20528004133041	0.166045988714845	0.316786062268824	0.219213904536799	TMF1/SEC24A/NFKBIA/SLC2A13/NPC1L1/ABCA8/SCP2/ABCD3/SOAT1/SLC19A2	10	2	14	830
GO:0019216	regulation of lipid metabolic process	10/443	19/1129	0.526315789473684	1.3413330165142	1.20528004133041	0.166045988714845	0.316786062268824	0.219213904536799	WDTC1/ORMDL3/SIRT3/ADGRF5/CCN1/PTGS2/SORBS1/FMO5/SCARB2/KIT	10	2	14	830
GO:0030522	intracellular receptor signaling pathway	10/443	19/1129	0.526315789473684	1.3413330165142	1.20528004133041	0.166045988714845	0.316786062268824	0.219213904536799	TMF1/NEK7/ZDHHC7/NOD1/CITED2/RHOA/ERRFI1/NFKBIA/COLEC12/TRIM68	10	2	14	830
GO:0043087	regulation of GTPase activity	10/443	19/1129	0.526315789473684	1.3413330165142	1.20528004133041	0.166045988714845	0.316786062268824	0.219213904536799	FICD/RAPGEF2/RAB11FIP2/ADRB1/RALGAPA2/PLXNA2/CCL20/CCL2/PBXIP1/FERMT2	10	2	14	830
GO:0060485	mesenchyme development	10/443	19/1129	0.526315789473684	1.3413330165142	1.20528004133041	0.166045988714845	0.316786062268824	0.219213904536799	NRP1/EDN3/CITED2/TGFBR2/RGCC/SPRY2/SPRED1/FERMT2/IGF1/TAPT1	10	2	14	830
GO:0044419	biological process involved in interspecies interaction between organisms	50/443	114/1129	0.43859649122807	1.11777751376183	1.06531033895001	0.167260860829492	0.318658766935963	0.220509804044459	SLC17A5/TMF1/TPCN1/CCDC186/NRP1/DNAJC3/TRIM23/NEK7/IL6R/RAB11FIP2/PJA2/MR1/IFNAR1/CALCOCO2/PDPK1/CD81/NOD1/C4A/USP27X/TMPRSS2/TRIB1/RHOA/CXCL2/CD55/NFKBIA/NECTIN3/COLEC12/CXCL3/FFAR2/WFDC2/IL33/NFKBIZ/IRAK3/CCL20/CCL2/PTGS2/NAALADL2/C7/TLR5/DTX4/SCARB2/PRKCA/C4BPA/CD180/JCHAIN/SPAG11B/FGA/TRIM68/SLC30A1/CD46	50	2	14	830
GO:0016192	vesicle-mediated transport	61/443	141/1129	0.432624113475177	1.10255671357444	1.04565768726142	0.1699457222205	0.323322919990534	0.223737367767203	HEATR5A/ERGIC1/CADPS2/CD93/TPCN1/SEC31A/SEC24D/SEC24A/NRP1/KDELR2/SYNE1/RUFY1/VAMP2/SNX2/TRIM23/CD302/LMBRD1/CDC42SE2/RAB11FIP2/FCHO2/BTBD9/SNX30/BET1L/PDPK1/RHOBTB2/CD81/ARHGAP1/REPS2/DPYSL2/ARFGAP2/RBSN/UNC13B/C4A/OPHN1/CLEC16A/AP2A2/UBAP1/COLEC12/HIP1/SFT2D1/CXCR2/TMEM167A/CCL2/PPP3CA/ILDR1/PTPRJ/SCARB2/TRAPPC11/SYS1/C4BPA/KIT/FGG/FGA/MIA3/TMEM108/HOOK3/CHML/ARF4/WASHC2C/MYO6/C2CD6	61	2	14	830
GO:0043170	macromolecule metabolic process	204/443	499/1129	0.408817635270541	1.04188512465111	1.00608382174741	0.172275958583975	0.327300360814617	0.226489731071532	SNORD114-19/FICD/LIMCH1/AFF4/GFPT1/ERN1/IL1R1/DNAJB9/B4GALT1/RAPGEF2/TMF1/ITGA1/CHPF2/IBTK/CPD/KDR/CEMIP2/PCDH12/FLT1/HECW2/NRP1/MICAL2/DNAJC3/PRRC1/PTPRM/ARMCX3/STK17B/FBXW11/CPEB4/TRIM23/NEK7/RNF130/IL6ST/IL6R/FMN1/EIF4E3/CRBN/CCNG1/TENT2/B3GALT2/SLU7/SNX25/POLK/FAXDC2/FBXO38/PJA2/SECISBP2L/GNAQ/MBNL2/NDFIP1/TXNIP/CASC2/ARRDC3/MAPK9/CTSO/RNF180/OTUD1/PWWP2A/EDA2R/FBXL3/MAP3K1/WDR48/EDN3/FBXO8/SLC35C1/CAT/ZDHHC7/DLC1/WDTC1/PDPK1/RBL2/ZC3H7A/SIDT2/GANC/ORMDL3/GORASP1/CD81/XPC/NEDD9/AMBRA1/MARF1/NOD1/MBIP/PRKCZ/OPHN1/SIRT3/PRMT8/PRX/ATG13/ACSS2/TNS2/MIR874/USP27X/CITED2/LIF/OSM/SPRY4/PPP1R3B/TMPRSS2/TRIB1/CISH/RHOA/PLK3/TSC22D3/ERRFI1/TGFBR2/TCIM/RGCC/DUSP6/RPS6KA2/DUSP1/CCN1/CD55/TSC22D1/NFKBIA/SOCS3/MVP/SLC34A2/UBAP1/RNF113B/SPRY2/TNIK/SLC2A13/HIP1/SPRED1/SPINK1/TESC/GAL3ST1/CAPN5/NPC1L1/FKBP1B/CTBS/GALNT5/CASP10/FFAR2/WFDC2/IL33/NFKBIZ/IRAK3/CCL2/MIR190A/PTGS2/FRY/AFF1/PBXIP1/CAMK2D/CELF2/PARM1/ADAMTS8/NAPSA/SH3RF1/ITGA8/TLR5/SORBS1/PDILT/PPP3CA/ILDR1/DTX4/MIR576/EDEM1/PTPRJ/LATS2/TAOK3/SOAT1/PRKCA/SH3D19/FERMT2/UBR1/SPCS2/C4BPA/IGF1/HERPUD1/KIT/SEC11C/TENT5C/RHOH/FGG/FGA/UBE2D4/ERO1B/MTURN/CYFIP2/DISP1/GALNTL6/TRIM68/DYRK3/GGCX/TDRKH/RNF115/CHML/CD46/ARF4/KCTD21/MIR633/RPS24/RPL22/QARS1/RNF146/APAF1/PCMTD2/TMTC4/NVL/STRADB/PIGM	204	2	14	830
GO:0032774	RNA biosynthetic process	42/443	95/1129	0.442105263157895	1.12671973387193	1.03666906850856	0.176645170881966	0.335135143645508	0.231911350076032	TMF1/MICAL2/ARMCX3/FBXW11/TXNIP/PWWP2A/EDA2R/WDTC1/RBL2/CD81/XPC/AMBRA1/NOD1/MBIP/PRKCZ/ACSS2/CITED2/LIF/OSM/TRIB1/RHOA/PLK3/TSC22D3/RGCC/CCN1/TSC22D1/NFKBIA/TESC/IL33/NFKBIZ/IRAK3/PBXIP1/CAMK2D/ITGA8/PPP3CA/IGF1/KIT/RHOH/MTURN/TRIM68/ARF4/QARS1	42	2	14	830
GO:1904951	positive regulation of establishment of protein localization	16/443	33/1129	0.484848484848485	1.2356522333949	1.10361503416162	0.177525271051726	0.336337753476641	0.232743548294693	SEC24A/SRI/VAMP2/CD81/UNC13B/PRKCZ/SIRT3/ATG13/PLK3/ACSL4/FFAR2/PTGS2/EDEM1/IGF1/FGG/FGA	16	2	14	830
GO:0098655	monoatomic cation transmembrane transport	27/443	59/1129	0.457627118644068	1.16627769063014	1.05381034150227	0.179141014017876	0.33690485293926	0.233135977451996	SLC17A5/TPCN1/IBTK/SLC41A2/HECW2/SRI/VAMP2/EDN3/CACNA2D2/PDPK1/F2RL3/SLC34A2/STAC/FGF13/TESC/FKBP1B/KCNE5/SLC12A2/CAMK2D/PPP3CA/HCN1/UTRN/PLCH1/ATP8A1/CACNA1D/SLC30A1/COX15	27	2	14	830
GO:0006814	sodium ion transport	9/443	17/1129	0.529411764705882	1.34922321072899	1.16538526612168	0.179304412947908	0.33690485293926	0.233135977451996	TPCN1/HECW2/SLC34A2/FGF13/TESC/SLC12A2/CAMK2D/HCN1/UTRN	9	2	14	830
GO:0007517	muscle organ development	9/443	17/1129	0.529411764705882	1.34922321072899	1.16538526612168	0.179304412947908	0.33690485293926	0.233135977451996	SRI/CITED2/LIF/RHOA/PPP3CA/UTRN/IGF1/MYMX/DISP1	9	2	14	830
GO:0044409	symbiont entry into host	9/443	17/1129	0.529411764705882	1.34922321072899	1.16538526612168	0.179304412947908	0.33690485293926	0.233135977451996	TPCN1/NRP1/CD81/TMPRSS2/CD55/NECTIN3/SCARB2/TRIM68/CD46	9	2	14	830
GO:0048872	homeostasis of number of cells	9/443	17/1129	0.529411764705882	1.34922321072899	1.16538526612168	0.179304412947908	0.33690485293926	0.233135977451996	WDR48/ADGRF5/CITED2/TSC22D3/CXCR2/NFKBIZ/KIT/DYRK3/RPS24	9	2	14	830
GO:0060348	bone development	9/443	17/1129	0.529411764705882	1.34922321072899	1.16538526612168	0.179304412947908	0.33690485293926	0.233135977451996	KDR/AKAP13/LTBP3/CITED2/RHOA/TGFBR2/PAPSS2/IGF1/TAPT1	9	2	14	830
GO:0009057	macromolecule catabolic process	44/443	100/1129	0.44	1.12135440180587	1.02103869587046	0.180038852162858	0.337820153920968	0.233769359806603	ERN1/DNAJB9/TMF1/CEMIP2/HECW2/DNAJC3/FBXW11/RNF130/CRBN/TENT2/SNX25/FBXO38/PJA2/NDFIP1/MAPK9/CTSO/RNF180/FBXL3/FBXO8/SIDT2/CD81/AMBRA1/OPHN1/PPP1R3B/TRIB1/PLK3/UBAP1/CTBS/IL33/IRAK3/SH3RF1/DTX4/EDEM1/PRKCA/SH3D19/UBR1/C4BPA/HERPUD1/TENT5C/UBE2D4/RNF115/KCTD21/RNF146/APAF1	44	2	14	830
GO:0031667	response to nutrient levels	12/443	24/1129	0.5	1.27426636568849	1.09091619398586	0.188636121713607	0.353466313114935	0.244596400691386	CPEB4/DELE1/HTR4/ADRB1/CAT/AMBRA1/CLEC16A/SPINK1/FKBP1B/NFKBIZ/PTGS2/APAF1	12	2	14	830
GO:0000003	reproduction	36/443	81/1129	0.444444444444444	1.13268121394532	0.995555920835587	0.189578976773262	0.35474641407161	0.245482222267324	AFF4/B4GALT1/TMF1/KDR/UNC5C/SYNE1/FBXW11/ADGRG2/LZTFL1/WDR48/FNDC3A/MARF1/UNC13B/CITED2/LIF/ERRFI1/RPS6KA2/DUSP1/NECTIN3/SPINK1/GAL3ST1/ACSL4/WFDC2/SPACA7/PTGS2/CFAP221/SPATA6/PDILT/IGF1/KIT/SPAG11B/TDRKH/SLC19A2/CD46/PRM3/C2CD6	36	2	14	830
GO:1901652	response to peptide	18/443	38/1129	0.473684210526316	1.20719971486278	1.04366935485956	0.190104035554122	0.355242288053256	0.245825363852835	VAMP2/CAT/ZDHHC7/WDTC1/PDPK1/NOD1/PRKCZ/TNS2/ERRFI1/NFKBIA/SOCS3/SPINK1/CYP11B2/PTGS2/SORBS1/PPP3CA/PRKCA/IGF1	18	2	14	830
GO:0006811	monoatomic ion transport	38/443	86/1129	0.441860465116279	1.12609585805029	0.977242278802976	0.193670892412756	0.359581802051355	0.248828279449886	SLC17A5/TPCN1/IBTK/SLC41A2/HECW2/SRI/VAMP2/CRBN/NDFIP1/EDN3/CACNA2D2/PDPK1/ARHGAP1/F2RL3/SLC34A2/ATP10A/GRIK2/STAC/FGF13/SPINK1/TESC/FKBP1B/KCNE5/SLC12A2/CCL2/TMC5/PTGS2/CAMK2D/PPP3CA/HCN1/UTRN/SLC26A5/EPB41/PLCH1/ATP8A1/CACNA1D/SLC30A1/COX15	38	2	14	830
GO:0002687	positive regulation of leukocyte migration	8/443	15/1129	0.533333333333333	1.35921745673439	1.1250059591759	0.194005701399596	0.359581802051355	0.248828279449886	IL1R1/IL6R/EDN3/NEDD9/RHOA/CXCR2/CCL20/MIA3	8	2	14	830
GO:0007605	sensory perception of sound	8/443	15/1129	0.533333333333333	1.35921745673439	1.1250059591759	0.194005701399596	0.359581802051355	0.248828279449886	SPRY2/USP53/SCARB2/KIT/SLC26A5/CACNA1D/MYO6/TMTC4	8	2	14	830
GO:0044843	cell cycle G1/S phase transition	8/443	15/1129	0.533333333333333	1.35921745673439	1.1250059591759	0.194005701399596	0.359581802051355	0.248828279449886	RBL2/AMBRA1/PLK3/TCIM/RGCC/CCL2/PPP3CA/LATS2	8	2	14	830
GO:0050729	positive regulation of inflammatory response	8/443	15/1129	0.533333333333333	1.35921745673439	1.1250059591759	0.194005701399596	0.359581802051355	0.248828279449886	IL6ST/CD81/OSM/NFKBIA/FFAR2/IL33/NFKBIZ/PTGS2	8	2	14	830
GO:2001236	regulation of extrinsic apoptotic signaling pathway	8/443	15/1129	0.533333333333333	1.35921745673439	1.1250059591759	0.194005701399596	0.359581802051355	0.248828279449886	NRP1/MADD/MCL1/SH3RF1/IGF1/FGG/FGA/STRADB	8	2	14	830
GO:0018130	heterocycle biosynthetic process	56/443	130/1129	0.430769230769231	1.09782948428547	0.952473828525653	0.195244455904257	0.361387434641213	0.250077765514225	GFPT1/TMF1/MICAL2/ARMCX3/FBXW11/NEK7/POLK/TXNIP/PWWP2A/EDA2R/AK8/WDTC1/RBL2/CD81/XPC/AMBRA1/NOD1/MBIP/PRKCZ/ACSS2/CITED2/LIF/OSM/TRIB1/RHOA/PLK3/TSC22D3/NPR1/RGCC/CCN1/TSC22D1/NFKBIA/GMDS/TESC/ENTPD8/ACSL4/PAPSS2/IL33/NFKBIZ/IRAK3/PBXIP1/CAMK2D/PARM1/ITGA8/PPP3CA/IGF1/KIT/RHOH/AMPD1/MTURN/TRIM68/SLC19A2/ARF4/COX15/QARS1/NVL	56	2	14	830
GO:0055085	transmembrane transport	47/443	108/1129	0.435185185185185	1.10908368865479	0.957531735972758	0.196038565637887	0.362366279650005	0.250755119924254	SLC37A3/SLC17A5/TPCN1/IBTK/SLC41A2/HECW2/SRI/VAMP2/CRBN/EDN3/SLC35C1/ZDHHC7/CACNA2D2/PDPK1/F2RL3/MCL1/SLC34A2/ATP10A/GRIK2/STAC/SLC2A13/FGF13/TESC/FKBP1B/GJB1/KCNE5/SLC12A2/CCL2/TMC5/CAMK2D/ABCA8/ABCD3/ADAMTS8/SORBS1/PPP3CA/HCN1/UTRN/IGF1/SLC14A2/SLC26A5/PLCH1/ATP8A1/CACNA1D/SLC30A1/SLC19A2/OPN3/COX15	47	2	14	830
