system	sample_id	sample_slug	source_peak_path	source_input_rows	noncanonical_or_invalid_removed	blacklist_removed	non_acgt_removed	harmonized_200bp_unique_peaks	cell_line_arm_matching_floor	motif_matchable	nonmatchable_reason	matched_peak_count	original_gc_mean	original_gc_sd	matched_gc_mean	matched_gc_sd	matched_target_path	matched_target_sha256
patient	TCGA-91-A4BD	TCGA-91-A4BD	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-91-A4BD.bed.gz	112203	0	679	0	111524	4491	TRUE	MATCHABLE	3584	0.5471143431010366	0.10988993754803957	0.63275390625	0.0916476611297025	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-91-A4BD.bed	226cb22174e9fd9ddd466728332886c7532058a18a3b3c567dfb3919311bdec2
patient	TCGA-93-A4JN	TCGA-93-A4JN	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-93-A4JN.bed.gz	107507	0	615	0	106892	4491	TRUE	MATCHABLE	3584	0.5456985087752124	0.1117178964230498	0.6325655691964286	0.09189448680494802	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-93-A4JN.bed	e72ec3fa3819a87b4cab035d5139bad96c20f30cbc1e33ed2355ce9ddf9881a4
patient	TCGA-93-A4JO	TCGA-93-A4JO	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-93-A4JO.bed.gz	123222	0	720	0	122502	4491	TRUE	MATCHABLE	3584	0.541154960735335	0.10911637684050808	0.6322516741071429	0.09194084586201264	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-93-A4JO.bed	bc81c44efa632a2bc1e61de61de168cf5d50c7fcd22c941e053d4e6f2749e2cc
patient	TCGA-93-A4JQ	TCGA-93-A4JQ	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-93-A4JQ.bed.gz	132075	0	761	0	131314	4491	TRUE	MATCHABLE	3584	0.5379054403947789	0.10741433282615347	0.6323883928571429	0.09204597998956021	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-93-A4JQ.bed	784ab68d04b8dc303b0fa08aa79cab8b0a1b96d4070a9c67aac18474eb05653e
patient	TCGA-L4-A4E6	TCGA-L4-A4E6	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-L4-A4E6.bed.gz	114032	0	691	0	113341	4491	TRUE	MATCHABLE	3584	0.5462370192604618	0.10886857716181059	0.6326102120535714	0.09186665788512074	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-L4-A4E6.bed	5d36873c696ab56c627379b4aa190d981705f42a412ad43d115a445e1abae041
patient	TCGA-L9-A8F4	TCGA-L9-A8F4	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-L9-A8F4.bed.gz	114402	0	709	0	113693	4491	TRUE	MATCHABLE	3584	0.5484951580132462	0.1082069642970252	0.6322349330357143	0.09131181887516072	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-L9-A8F4.bed	719b7b67222ae6820e7315710680a3711d67592b2e272e42c78802d9fa876077
patient	TCGA-MP-A4SV	TCGA-MP-A4SV	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-MP-A4SV.bed.gz	130058	0	757	0	129301	4491	TRUE	MATCHABLE	3584	0.538695292379796	0.10779372097939936	0.6323032924107143	0.09158041834843471	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-MP-A4SV.bed	943d72336a550f1abfca506536b80a20e5d5bdfb8cf1cfe3de474236dde8db31
patient	TCGA-MP-A4T4	TCGA-MP-A4T4	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-MP-A4T4.bed.gz	127386	0	750	0	126636	4491	TRUE	MATCHABLE	3584	0.542160088758331	0.10676296084149406	0.6324148995535714	0.09209858612351077	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-MP-A4T4.bed	027d99162c189bb932a26a3b55b862efc1d9fe72ff304c9f4996ffa81a50c137
patient	TCGA-MP-A4T7	TCGA-MP-A4T7	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-MP-A4T7.bed.gz	110429	0	677	0	109752	4491	TRUE	MATCHABLE	3584	0.5492893979153	0.10913180097058699	0.6322977120535714	0.09140856352572624	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-MP-A4T7.bed	1cbb2786631e61b659f7ebc9c5463392eec64d93eef17ce09f5f11ae04afef03
patient	TCGA-MP-A4TE	TCGA-MP-A4TE	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-MP-A4TE.bed.gz	112012	0	629	0	111383	4491	TRUE	MATCHABLE	3584	0.5451150983543269	0.10914391390258947	0.6324581473214286	0.091574983489116	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-MP-A4TE.bed	5cc200994b98b1bb3a7c1c98429b869018803beb62b288445125942f5d04ee81
patient	TCGA-MP-A4TF	TCGA-MP-A4TF	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-MP-A4TF.bed.gz	119610	0	713	0	118897	4491	TRUE	MATCHABLE	3584	0.5425951453779322	0.10938062963176007	0.6322712053571429	0.0921618644568037	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-MP-A4TF.bed	2863473244880abc6c01a59106fddd7afa835ac541d7e462ad13dfae06390a45
patient	TCGA-NJ-A4YG	TCGA-NJ-A4YG	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/tcga_luad/sample_peaks/cpm1_both_technical_replicates/TCGA-NJ-A4YG.bed.gz	125341	0	718	0	124623	4491	TRUE	MATCHABLE	3584	0.5393069497604775	0.1086100746400603	0.632353515625	0.09162749566571564	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/patient.TCGA-NJ-A4YG.bed	72592fc5b6f20227a5945b8dbbf36e0bfb513e318ae63d988da98753b711bdfd
PDX	MGH10022	MGH10022	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/raw_atac/PDX/MGH10022/peaks/MGH10022_peaks.narrowPeak	44178	44	1	0	44133	4491	TRUE	MATCHABLE	3584	0.5739473863095643	0.11984640033227327	0.633037109375	0.0920175735115193	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/PDX.MGH10022.bed	4113f8afa25bf21d5b06727e8f82dd9c40ae798298286b7a1577327d8000b527
PDX	MGH1062	MGH1062	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/raw_atac/PDX/MGH1062/peaks/MGH1062_peaks.narrowPeak	9200	12	0	0	9188	4491	TRUE	MATCHABLE	3584	0.6618709185894646	0.09564760416533882	0.6343317522321429	0.0910565840112386	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/PDX.MGH1062.bed	b370df4cd8015015d3730e0dea4f13219eb2b390ab1714160f746db8ba8b574f
PDX	MGH1065	MGH1065	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/raw_atac/PDX/MGH1065/peaks/MGH1065_peaks.narrowPeak	13	13	0	0	0	4491	FALSE	FEWER_THAN_COMPLETE_CELL_LINE_ARM_MINIMUM_4491_PEAKS	0	nan	nan	nan	nan	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/PDX.MGH1065.bed	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
PDX	MGH1068	MGH1068	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/raw_atac/PDX/MGH1068/peaks/MGH1068_peaks.narrowPeak	21187	23	0	1	21163	4491	TRUE	MATCHABLE	3584	0.6190896848272929	0.10194200352319362	0.6331403459821429	0.09067129421937249	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/PDX.MGH1068.bed	116bc7b9d8db9846d8fab85a347e31c19a9587050d67c88642c974176b89b3fb
PDX	MGH1089	MGH1089	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/raw_atac/PDX/MGH1089/peaks/MGH1089_peaks.narrowPeak	9443	18	0	0	9425	4491	TRUE	MATCHABLE	3584	0.6731124668435013	0.08363072220205144	0.634345703125	0.09065007453887138	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/PDX.MGH1089.bed	35b0cc5acf47dc2de2b6ab888250e52adb4785c8214e704459fb24ac593e510b
PDX	MGH1109	MGH1109	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/raw_atac/PDX/MGH1109/peaks/MGH1109_peaks.narrowPeak	11654	11	1	0	11642	4491	TRUE	MATCHABLE	3584	0.6449145335852946	0.10070731640146029	0.63396484375	0.09107609340998218	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/PDX.MGH1109.bed	6a016144929dadb0052cb9a041936a132863ca2babefd4f872de78c18047ea80
PDX	MGH1112	MGH1112	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/raw_atac/PDX/MGH1112/peaks/MGH1112_peaks.narrowPeak	17757	31	0	0	17726	4491	TRUE	MATCHABLE	3584	0.6292781789461808	0.10653636269194638	0.6334835379464285	0.09160200425950261	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/PDX.MGH1112.bed	4ac17a8fbde2e4ccf12a249f49ab31a672a9e3c9ab7d57949a0f0361483e2d39
PDX	MGH1139	MGH1139	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/raw_atac/PDX/MGH1139/peaks/MGH1139_peaks.narrowPeak	6547	14	0	0	6533	4491	TRUE	MATCHABLE	3584	0.6457477422317465	0.09303308112308185	0.6339969308035714	0.0907157319300125	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/PDX.MGH1139.bed	4caf6fd458e7fb573c7d0ea12971fe4d89b3ed078f9582e329c528166aca7666
PDX	MGH1157	MGH1157	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/raw_atac/PDX/MGH1157/peaks/MGH1157_peaks.narrowPeak	88	8	0	0	80	4491	FALSE	FEWER_THAN_COMPLETE_CELL_LINE_ARM_MINIMUM_4491_PEAKS	0	0.679	0.09642808200933999	nan	nan	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/data/processed/motif_equivalence/harmonized_200bp/targets/PDX.MGH1157.bed	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
