panel_order	cell_type_coarse_crc_atlas	reference_cells	unexpected_support	unexpected_support_fraction	dataset	sample_id	analysis_patient_id
25	Mast cell	2	0	0.0	Liu_2024_mixCD45PosCD45Neg	Liu_2024_mixCD45PosCD45Neg.Pt18_T2	Liu_2024_Cancer_Res.Pt18
25	Myeloid cell	90	0	0.0	Liu_2024_mixCD45PosCD45Neg	Liu_2024_mixCD45PosCD45Neg.Pt18_T2	Liu_2024_Cancer_Res.Pt18
25	NK	5	0	0.0	Liu_2024_mixCD45PosCD45Neg	Liu_2024_mixCD45PosCD45Neg.Pt18_T2	Liu_2024_Cancer_Res.Pt18
25	Neutrophil	6	0	0.0	Liu_2024_mixCD45PosCD45Neg	Liu_2024_mixCD45PosCD45Neg.Pt18_T2	Liu_2024_Cancer_Res.Pt18
25	Plasma cell	2	0	0.0	Liu_2024_mixCD45PosCD45Neg	Liu_2024_mixCD45PosCD45Neg.Pt18_T2	Liu_2024_Cancer_Res.Pt18
25	T cell	193	0	0.0	Liu_2024_mixCD45PosCD45Neg	Liu_2024_mixCD45PosCD45Neg.Pt18_T2	Liu_2024_Cancer_Res.Pt18
26	B cell	14	0	0.0	Che_2021	Che_2021.COL07_CRC	Che_2021_Cell_Discov.COL07
26	ILC	1	0	0.0	Che_2021	Che_2021.COL07_CRC	Che_2021_Cell_Discov.COL07
26	Mast cell	3	0	0.0	Che_2021	Che_2021.COL07_CRC	Che_2021_Cell_Discov.COL07
26	Myeloid cell	39	0	0.0	Che_2021	Che_2021.COL07_CRC	Che_2021_Cell_Discov.COL07
26	NK	5	0	0.0	Che_2021	Che_2021.COL07_CRC	Che_2021_Cell_Discov.COL07
26	Plasma cell	2	0	0.0	Che_2021	Che_2021.COL07_CRC	Che_2021_Cell_Discov.COL07
26	T cell	236	0	0.0	Che_2021	Che_2021.COL07_CRC	Che_2021_Cell_Discov.COL07
27	B cell	4	0	0.0	Che_2021	Che_2021.COL07_LM	Che_2021_Cell_Discov.COL07
27	Myeloid cell	40	0	0.0	Che_2021	Che_2021.COL07_LM	Che_2021_Cell_Discov.COL07
27	NK	1	0	0.0	Che_2021	Che_2021.COL07_LM	Che_2021_Cell_Discov.COL07
27	Plasma cell	2	0	0.0	Che_2021	Che_2021.COL07_LM	Che_2021_Cell_Discov.COL07
27	T cell	253	0	0.0	Che_2021	Che_2021.COL07_LM	Che_2021_Cell_Discov.COL07
28	B cell	31	0	0.0	Che_2021	Che_2021.COL12_CRC	Che_2021_Cell_Discov.COL12
28	ILC	1	0	0.0	Che_2021	Che_2021.COL12_CRC	Che_2021_Cell_Discov.COL12
28	Mast cell	5	0	0.0	Che_2021	Che_2021.COL12_CRC	Che_2021_Cell_Discov.COL12
28	Myeloid cell	24	0	0.0	Che_2021	Che_2021.COL12_CRC	Che_2021_Cell_Discov.COL12
28	NK	30	0	0.0	Che_2021	Che_2021.COL12_CRC	Che_2021_Cell_Discov.COL12
28	T cell	209	0	0.0	Che_2021	Che_2021.COL12_CRC	Che_2021_Cell_Discov.COL12
29	B cell	1	0	0.0	Che_2021	Che_2021.COL12_LM	Che_2021_Cell_Discov.COL12
29	Myeloid cell	26	0	0.0	Che_2021	Che_2021.COL12_LM	Che_2021_Cell_Discov.COL12
29	NK	9	0	0.0	Che_2021	Che_2021.COL12_LM	Che_2021_Cell_Discov.COL12
29	T cell	264	0	0.0	Che_2021	Che_2021.COL12_LM	Che_2021_Cell_Discov.COL12
30	B cell	8	0	0.0	Che_2021	Che_2021.COL15_CRC	Che_2021_Cell_Discov.COL15
30	ILC	1	0	0.0	Che_2021	Che_2021.COL15_CRC	Che_2021_Cell_Discov.COL15
30	Mast cell	4	0	0.0	Che_2021	Che_2021.COL15_CRC	Che_2021_Cell_Discov.COL15
30	Myeloid cell	81	0	0.0	Che_2021	Che_2021.COL15_CRC	Che_2021_Cell_Discov.COL15
30	NK	5	0	0.0	Che_2021	Che_2021.COL15_CRC	Che_2021_Cell_Discov.COL15
30	T cell	201	0	0.0	Che_2021	Che_2021.COL15_CRC	Che_2021_Cell_Discov.COL15
31	B cell	6	0	0.0	Che_2021	Che_2021.COL15_LM	Che_2021_Cell_Discov.COL15
31	Mast cell	1	0	0.0	Che_2021	Che_2021.COL15_LM	Che_2021_Cell_Discov.COL15
31	Myeloid cell	126	0	0.0	Che_2021	Che_2021.COL15_LM	Che_2021_Cell_Discov.COL15
31	NK	2	0	0.0	Che_2021	Che_2021.COL15_LM	Che_2021_Cell_Discov.COL15
31	Neutrophil	2	0	0.0	Che_2021	Che_2021.COL15_LM	Che_2021_Cell_Discov.COL15
31	T cell	163	0	0.0	Che_2021	Che_2021.COL15_LM	Che_2021_Cell_Discov.COL15
32	B cell	13	0	0.0	Che_2021	Che_2021.COL16_CRC	Che_2021_Cell_Discov.COL16
32	Myeloid cell	120	0	0.0	Che_2021	Che_2021.COL16_CRC	Che_2021_Cell_Discov.COL16
32	NK	2	0	0.0	Che_2021	Che_2021.COL16_CRC	Che_2021_Cell_Discov.COL16
32	T cell	165	0	0.0	Che_2021	Che_2021.COL16_CRC	Che_2021_Cell_Discov.COL16
33	ILC	1	0	0.0	Che_2021	Che_2021.COL16_LM	Che_2021_Cell_Discov.COL16
33	Myeloid cell	35	0	0.0	Che_2021	Che_2021.COL16_LM	Che_2021_Cell_Discov.COL16
33	NK	9	0	0.0	Che_2021	Che_2021.COL16_LM	Che_2021_Cell_Discov.COL16
33	Neutrophil	2	0	0.0	Che_2021	Che_2021.COL16_LM	Che_2021_Cell_Discov.COL16
33	T cell	253	0	0.0	Che_2021	Che_2021.COL16_LM	Che_2021_Cell_Discov.COL16
34	B cell	67	0	0.0	Che_2021	Che_2021.COL18_CRC	Che_2021_Cell_Discov.COL18
34	Mast cell	10	0	0.0	Che_2021	Che_2021.COL18_CRC	Che_2021_Cell_Discov.COL18
34	Myeloid cell	42	0	0.0	Che_2021	Che_2021.COL18_CRC	Che_2021_Cell_Discov.COL18
34	NK	4	0	0.0	Che_2021	Che_2021.COL18_CRC	Che_2021_Cell_Discov.COL18
34	Plasma cell	28	0	0.0	Che_2021	Che_2021.COL18_CRC	Che_2021_Cell_Discov.COL18
34	T cell	149	0	0.0	Che_2021	Che_2021.COL18_CRC	Che_2021_Cell_Discov.COL18
35	B cell	8	0	0.0	Che_2021	Che_2021.COL18_LM	Che_2021_Cell_Discov.COL18
35	ILC	1	0	0.0	Che_2021	Che_2021.COL18_LM	Che_2021_Cell_Discov.COL18
35	Myeloid cell	25	0	0.0	Che_2021	Che_2021.COL18_LM	Che_2021_Cell_Discov.COL18
35	NK	6	0	0.0	Che_2021	Che_2021.COL18_LM	Che_2021_Cell_Discov.COL18
35	Plasma cell	1	0	0.0	Che_2021	Che_2021.COL18_LM	Che_2021_Cell_Discov.COL18
35	T cell	259	1	0.003861003861003861	Che_2021	Che_2021.COL18_LM	Che_2021_Cell_Discov.COL18
36	B cell	5	0	0.0	Ji_2024_scopeV2	Ji_2024_scopeV2.rectum_03T	Ji_2024_Cancer_Lett.rectum_03
36	Mast cell	1	0	0.0	Ji_2024_scopeV2	Ji_2024_scopeV2.rectum_03T	Ji_2024_Cancer_Lett.rectum_03
36	Myeloid cell	25	7	0.28	Ji_2024_scopeV2	Ji_2024_scopeV2.rectum_03T	Ji_2024_Cancer_Lett.rectum_03
36	NK	8	1	0.125	Ji_2024_scopeV2	Ji_2024_scopeV2.rectum_03T	Ji_2024_Cancer_Lett.rectum_03
36	Plasma cell	3	0	0.0	Ji_2024_scopeV2	Ji_2024_scopeV2.rectum_03T	Ji_2024_Cancer_Lett.rectum_03
36	T cell	258	9	0.03488372093023256	Ji_2024_scopeV2	Ji_2024_scopeV2.rectum_03T	Ji_2024_Cancer_Lett.rectum_03
37	B cell	8	0	0.0	Ji_2024_scopeV2	Ji_2024_scopeV2.metastasis	Ji_2024_Cancer_Lett.rectum_03
37	Myeloid cell	91	17	0.18681318681318682	Ji_2024_scopeV2	Ji_2024_scopeV2.metastasis	Ji_2024_Cancer_Lett.rectum_03
37	NK	4	0	0.0	Ji_2024_scopeV2	Ji_2024_scopeV2.metastasis	Ji_2024_Cancer_Lett.rectum_03
37	Neutrophil	37	2	0.05405405405405406	Ji_2024_scopeV2	Ji_2024_scopeV2.metastasis	Ji_2024_Cancer_Lett.rectum_03
37	Plasma cell	5	0	0.0	Ji_2024_scopeV2	Ji_2024_scopeV2.metastasis	Ji_2024_Cancer_Lett.rectum_03
37	T cell	155	1	0.0064516129032258064	Ji_2024_scopeV2	Ji_2024_scopeV2.metastasis	Ji_2024_Cancer_Lett.rectum_03
38	B cell	19	0	0.0	Zheng_2022	Zheng_2022.P1_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
38	Mast cell	1	0	0.0	Zheng_2022	Zheng_2022.P1_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
38	Myeloid cell	9	0	0.0	Zheng_2022	Zheng_2022.P1_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
38	NK	2	0	0.0	Zheng_2022	Zheng_2022.P1_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
38	Plasma cell	22	0	0.0	Zheng_2022	Zheng_2022.P1_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
38	T cell	247	0	0.0	Zheng_2022	Zheng_2022.P1_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
39	B cell	30	0	0.0	Zheng_2022	Zheng_2022.P1_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
39	ILC	1	0	0.0	Zheng_2022	Zheng_2022.P1_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
39	Myeloid cell	47	1	0.02127659574468085	Zheng_2022	Zheng_2022.P1_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
39	NK	4	0	0.0	Zheng_2022	Zheng_2022.P1_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
39	Neutrophil	3	0	0.0	Zheng_2022	Zheng_2022.P1_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
39	Plasma cell	22	0	0.0	Zheng_2022	Zheng_2022.P1_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
39	T cell	193	0	0.0	Zheng_2022	Zheng_2022.P1_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P1
40	B cell	40	0	0.0	Zheng_2022	Zheng_2022.P2_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
40	Mast cell	4	0	0.0	Zheng_2022	Zheng_2022.P2_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
40	Myeloid cell	74	1	0.013513513513513514	Zheng_2022	Zheng_2022.P2_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
40	Neutrophil	11	0	0.0	Zheng_2022	Zheng_2022.P2_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
40	Plasma cell	4	2	0.5	Zheng_2022	Zheng_2022.P2_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
40	T cell	167	3	0.017964071856287425	Zheng_2022	Zheng_2022.P2_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
41	B cell	64	0	0.0	Zheng_2022	Zheng_2022.P2_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
41	Mast cell	6	0	0.0	Zheng_2022	Zheng_2022.P2_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
41	Myeloid cell	30	0	0.0	Zheng_2022	Zheng_2022.P2_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
41	NK	3	0	0.0	Zheng_2022	Zheng_2022.P2_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
41	Plasma cell	36	0	0.0	Zheng_2022	Zheng_2022.P2_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
41	T cell	161	1	0.006211180124223602	Zheng_2022	Zheng_2022.P2_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P2
42	B cell	129	0	0.0	Zheng_2022	Zheng_2022.P3_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
42	Mast cell	1	0	0.0	Zheng_2022	Zheng_2022.P3_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
42	Myeloid cell	12	1	0.08333333333333333	Zheng_2022	Zheng_2022.P3_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
42	Neutrophil	1	0	0.0	Zheng_2022	Zheng_2022.P3_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
42	Plasma cell	34	0	0.0	Zheng_2022	Zheng_2022.P3_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
42	T cell	123	0	0.0	Zheng_2022	Zheng_2022.P3_adenoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
43	B cell	43	0	0.0	Zheng_2022	Zheng_2022.P3_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
43	ILC	1	0	0.0	Zheng_2022	Zheng_2022.P3_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
43	Mast cell	5	0	0.0	Zheng_2022	Zheng_2022.P3_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
43	Myeloid cell	66	0	0.0	Zheng_2022	Zheng_2022.P3_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
43	NK	9	0	0.0	Zheng_2022	Zheng_2022.P3_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
43	Neutrophil	5	0	0.0	Zheng_2022	Zheng_2022.P3_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
43	Plasma cell	28	0	0.0	Zheng_2022	Zheng_2022.P3_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
43	T cell	143	0	0.0	Zheng_2022	Zheng_2022.P3_carcinoma	Zheng_2022_Signal_Transduct_Target_Ther.P3
