TF	NES	size	p.value	FDR
BRPF1	0.870755560657088	44	0.383887634442642	0.90017974852059
THRAP3	0.868414765128547	43	0.385167314709209	0.90017974852059
KMT2A	0.868146676502563	27	0.385314041246149	0.90017974852059
ZNF575	-0.86792488262861	14	0.385435456199394	0.90017974852059
ZGLP1	-0.867470227098645	56	0.385684417926212	0.90017974852059
ZNF208	0.866157664640376	1	0.386403706046958	0.90017974852059
ZBTB39	0.864962250299105	7	0.387059508592378	0.90017974852059
DUX4L9	-0.864841688910097	26	0.38712568605851	0.90017974852059
MAGEA4	-0.864153240875552	49	0.387503714920793	0.90017974852059
ZNF219	-0.863705784556721	5	0.387749535143108	0.90017974852059
SAP130	0.863348155595206	7	0.387946075003101	0.90017974852059
CRX	-0.862001179644191	24	0.388686868688639	0.90017974852059
ZNF658B	0.861583257204711	16	0.388916887615316	0.90017974852059
ZNF543	0.861440555197344	5	0.3889954478661	0.90017974852059
MECOM	-0.861360173390508	30	0.389039703877848	0.90017974852059
POU6F2	-0.860283657539925	43	0.38963269918822	0.90017974852059
TBX10	-0.859722223887074	77	0.389942181123058	0.90017974852059
RREB1	0.859574297817357	14	0.390023748035989	0.90017974852059
ZNF175	-0.859030179655859	1	0.390323865788881	0.90017974852059
ZNF503	-0.858637319380586	30	0.390540641874221	0.90017974852059
SOX17	0.857584054261279	16	0.391122183129304	0.90017974852059
MLX	-0.857339365772673	120	0.391257358676197	0.90017974852059
ZNF142	0.856903364904257	30	0.391498292995641	0.90017974852059
ZSCAN26	-0.855535863843579	9	0.392254558811357	0.900897220010682
ERG	0.854384327829449	16	0.392892076640781	0.901340646411203
NHLH2	-0.851998792750842	54	0.394214762107449	0.902057967605402
CTCFL	-0.851832093234829	37	0.394307291057811	0.902057967605402
BRMS1	-0.85128436912493	80	0.394611405670099	0.902057967605402
ZNF554	0.850613725999915	2	0.394983962146744	0.902057967605402
SLC2A4RG	-0.849733237334754	26	0.395473415037883	0.902159826430627
EID2	-0.847679374264767	18	0.396616556162361	0.903750984154235
HOXB5	0.846260643409656	57	0.397407358077178	0.904536612997213
MED6	-0.84408410432228	74	0.398622409574914	0.906285029840725
ZNF93	-0.842001075894919	1	0.399787351225222	0.906958782460041
PHF12	0.841954913151391	13	0.399813191084456	0.906958782460041
ZNF620	-0.837605473723543	12	0.402252317620044	0.910449297601441
CUX1	0.836528636379859	15	0.402857573701796	0.910449297601441
HEATR1	0.836129198584644	34	0.403082223707911	0.910449297601441
ZNF431	-0.834109647808625	5	0.404219198983249	0.910449297601441
AEBP2	0.833972779077392	21	0.404296323296249	0.910449297601441
ZBTB21	0.832933238601371	2	0.404882382443961	0.910449297601441
MEN1	-0.831670881874631	57	0.405594740689097	0.910449297601441
ZNF703	-0.831558065251537	25	0.405658440463877	0.910449297601441
SCRT2	0.828971159326028	31	0.407120727152783	0.910449297601441
SP9	0.827593136449449	49	0.407900956582415	0.910449297601441
ZNF805	0.824670849869366	4	0.409558485491867	0.910449297601441
MAGEB6	-0.824514359799428	23	0.409647359943868	0.910449297601441
DMRTA1	-0.823544330577268	39	0.410198518567491	0.910449297601441
SUDS3	0.822414475440776	13	0.41084104360635	0.910449297601441
LDB2	0.82206986228437	22	0.411037136806223	0.910449297601441
CTCF	0.822028122334169	27	0.411060891617333	0.910449297601441
HOXC10	0.821858161432073	17	0.411157627248483	0.910449297601441
NFE2L3	-0.821248385425657	15	0.411504801020642	0.910449297601441
ZNF391	-0.821019132933374	6	0.411635370083484	0.910449297601441
SP140	-0.820650292537175	40	0.411845491986433	0.910449297601441
ZNF12	0.82061333310549	41	0.411866550632839	0.910449297601441
ZNF607	-0.820283238805551	1	0.412054659207692	0.910449297601441
FOXL1	-0.819406519944343	6	0.412554516276897	0.910449297601441
TRIM45	0.818201678140085	48	0.413242037092038	0.910449297601441
RAI1	0.817642617206571	42	0.413561285272323	0.910449297601441
NR2C2	0.817006559794143	35	0.413924679303416	0.910449297601441
PCGF3	0.814854927875948	27	0.415155355386537	0.910449297601441
RUVBL1	-0.813152662505614	118	0.41613053603184	0.910449297601441
RXRA	0.81266630888938	24	0.41640940267688	0.910449297601441
BTBD18	-0.811898153113305	52	0.416850074297486	0.910449297601441
SALL2	0.811494499715122	37	0.417081750279525	0.910449297601441
ZNF714	-0.811227048714288	1	0.41723529500081	0.910449297601441
RARB	0.810326840939166	11	0.417752352769519	0.910449297601441
FOXB1	0.810036486800297	29	0.417919205709975	0.910449297601441
MLIP	0.809552142873088	39	0.418197622845223	0.910449297601441
RNF111	0.809317129649676	9	0.418332755674297	0.910449297601441
MED25	0.808939091202589	17	0.418550182073344	0.910449297601441
ZNF384	0.808322721501993	12	0.418904825771158	0.910449297601441
ZFP30	0.806799977476315	1	0.419781732131075	0.910449297601441
HOXA2	0.806781408795083	14	0.419792431977546	0.910449297601441
DNMT3B	-0.806184498959553	20	0.420136475214207	0.910449297601441
BNC2	0.80553386920403	61	0.420511669833974	0.910449297601441
TFAP2E	-0.805201077582345	65	0.420703654747881	0.910449297601441
RORC	0.804505235163792	121	0.421105247115459	0.910449297601441
MED13L	0.803360218965565	25	0.421766561122829	0.910907972265279
NR1D2	0.801944676798105	6	0.422584960976235	0.911704575382772
NR0B2	-0.80055258200797	55	0.423390711257949	0.912169827689906
DMRTA2	-0.799137335330489	37	0.42421078294822	0.912169827689906
ZNF846	0.798823306124261	11	0.424392874549547	0.912169827689906
HSF2	-0.797585758773353	32	0.425110918043292	0.912169827689906
WIZ	0.796530839739016	14	0.425723557721515	0.912169827689906
PLAC8	-0.795966571970137	111	0.426051465218775	0.912169827689906
ZNF630	-0.793842687355169	19	0.427287018252625	0.912169827689906
IRX6	-0.792916585283008	14	0.427826423677632	0.912169827689906
ZNF487	0.792746049493297	13	0.427925794952136	0.912169827689906
ZNF707	0.790246767795202	22	0.429383668117383	0.912169827689906
IKBKB	0.789862063249002	10	0.429608328821534	0.912169827689906
CBX7	0.789598982962348	39	0.429762002403421	0.912169827689906
ZBED1	-0.789079565194491	29	0.430065504617427	0.912169827689906
ZNF202	-0.788807553423238	34	0.430224494094536	0.912169827689906
FOXD4L1	0.788113919038684	27	0.430630074228525	0.912169827689906
ZBTB42	0.78780327620051	38	0.430811784425191	0.912169827689906
ALX1	-0.78749683586026	46	0.430991079951328	0.912169827689906
KMT5A	0.78691596093964	23	0.431331063467952	0.912169827689906
JADE2	0.786040975522854	21	0.431843481963034	0.912169827689906
HOXA13	-0.784862942530932	11	0.432533931304931	0.912169827689906
SIX4	0.782980227945486	9	0.433638722914248	0.912169827689906
NFYC	0.781880803398213	34	0.434284627669328	0.912169827689906
NKX2-8	0.781866388910746	41	0.434293099776532	0.912169827689906
NR2F6	-0.781294820726746	46	0.434629115617419	0.912169827689906
EMX1	0.780613371851357	19	0.435029924703791	0.912169827689906
LCORL	0.780605326711354	32	0.43503465790306	0.912169827689906
BPTF	0.779263495029343	11	0.435824513912064	0.912169827689906
LMO2	0.779228785761329	7	0.435844956147287	0.912169827689906
POU2F2	0.778490292453437	13	0.436280027300257	0.912169827689906
THRB	0.777970079153285	28	0.436586652591352	0.912169827689906
ZNF480	-0.777703149833734	2	0.436744034855473	0.912169827689906
HR	0.775729824461478	38	0.437908526293906	0.912902114251079
IRX3	0.775583494100248	16	0.437994949293048	0.912902114251079
ZNF740	0.77358752467511	15	0.439174751832446	0.914421351864683
ZNF98	0.772156118362394	6	0.440021967986931	0.915245693412816
MECP2	0.771303474520823	17	0.440527073386636	0.915357484455018
BMP2	-0.77002671391008	85	0.441284046437048	0.915991858929717
HELT	-0.768961616188073	37	0.441916097271227	0.91636589495506
ZNF76	0.767745174542939	26	0.442638592158565	0.916926521856558
MYBL1	-0.765557568295901	8	0.443939600109154	0.918683172470779
ZNF677	-0.764747963434341	4	0.444421639368609	0.918710750166673
ATAD2B	0.763559134416844	62	0.445130009953978	0.918710750166673
TBX20	0.760725491142819	6	0.446821045878679	0.918710750166673
DUX4	-0.759478168014019	14	0.447566569084343	0.918710750166673
ZNF286A	0.758735305488773	10	0.448010912676661	0.918710750166673
DLX1	0.756852008839219	22	0.449138529894058	0.918710750166673
FOXB2	-0.756705533879389	46	0.449226298694001	0.918710750166673
EBF3	0.75652601063884	6	0.449333883519059	0.918710750166673
ZNF823	-0.75606657172613	3	0.449609282970261	0.918710750166673
IRF7	0.755994784796994	55	0.449652322537805	0.918710750166673
DPRX	0.755306466879271	35	0.450065119363993	0.918710750166673
ZNF827	-0.755168139919773	9	0.450148102475342	0.918710750166673
NEUROD2	-0.755061516156627	45	0.450212072579462	0.918710750166673
UBTFL1	0.754366284059025	31	0.450629311015053	0.918710750166673
MAZ	-0.753906075820952	49	0.450905622012339	0.918710750166673
CBX3	-0.753414058028326	82	0.451201137655821	0.918710750166673
ZFY	-0.751276896369711	29	0.452486030502623	0.920146823960964
KAT5	-0.750732148892116	45	0.452813870963039	0.920146823960964
FOXD4	0.749206823181185	20	0.453732557283553	0.921090716887934
KLF13	0.748075140848766	8	0.454414835528363	0.92155328645152
WDR75	-0.74478200619643	139	0.456403514395882	0.924216379670861
NSD1	0.744391840517271	15	0.456639453861047	0.924216379670861
ZBTB33	0.74089866199243	24	0.458754886837541	0.926844599852725
JUNB	-0.740215287249666	28	0.459169373046716	0.926844599852725
ZFP82	-0.739379313772217	2	0.459676699910851	0.926844599852725
ZBTB12	-0.739025995322573	15	0.459891212437648	0.926844599852725
NKX6-1	-0.738479479998342	62	0.460223132175392	0.926844599852725
EID1	0.736963276499936	59	0.461144682123516	0.92777918189136
E2F2	-0.735937534164933	77	0.461768713647471	0.92811392594358
ZNF648	-0.731471715113896	36	0.464491075035904	0.930326271979089
HOXA9	0.729817337255684	5	0.465501845528563	0.930326271979089
FHL2	0.728765870393648	86	0.466144891993133	0.930326271979089
LBHD1	-0.728385335114393	43	0.466377737769687	0.930326271979089
ZNF426	-0.728384071595459	2	0.466378511011962	0.930326271979089
STAT2	0.727974493885435	57	0.466629199920828	0.930326271979089
SMARCB1	-0.726982955797985	102	0.467236396955047	0.930326271979089
GABPB1	-0.726680044205559	48	0.46742198095688	0.930326271979089
HCFC1	0.726311613818579	53	0.467647761241522	0.930326271979089
SP3	0.725722196184794	48	0.468009091851155	0.930326271979089
YAP1	0.724980225870306	28	0.468464161591075	0.930326271979089
ATOH8	-0.723822477763303	32	0.46917472775898	0.930326271979089
TFAP2C	-0.723554513825466	26	0.469339275136439	0.930326271979089
ZNF717	-0.722847263087253	5	0.469773726555163	0.930326271979089
MNT	0.721594693430529	21	0.470543702667114	0.930326271979089
NACC1	0.721546629263889	52	0.470573262411857	0.930326271979089
GTF2H2	-0.721392556180805	10	0.470668025172853	0.930326271979089
ZNF212	0.71950604399987	10	0.47182917958871	0.931257141043034
MAGEB18	-0.718653860363711	24	0.472354218660842	0.931257141043034
CREB5	0.717940111506274	11	0.472794214168617	0.931257141043034
ZNF483	0.717645708137191	3	0.472975766900555	0.931257141043034
MKX	-0.714863050230284	2	0.474693670783543	0.931719693045327
LHX8	0.71479637182977	15	0.474734877405043	0.931719693045327
ZBTB32	-0.713783549767704	54	0.47536103330826	0.931719693045327
ARID3B	-0.713536627373099	10	0.47551375654612	0.931719693045327
ZNF8	-0.713249471270733	4	0.475691398459741	0.931719693045327
TBX22	-0.712803661839647	40	0.475967259366351	0.931719693045327
IL4	0.70956266116465	17	0.477975381089069	0.932500505463841
KLF14	-0.706486060006271	11	0.479885918693478	0.932500505463841
EMX2	-0.706146937345429	6	0.480096764906633	0.932500505463841
ZBTB11	0.705065494891516	63	0.48076947844567	0.932500505463841
RLF	0.704538341632426	9	0.481097581283762	0.932500505463841
BRCA1	-0.704484478728294	69	0.481131112689678	0.932500505463841
TFDP3	0.704111046371164	27	0.481363621439514	0.932500505463841
ZNF397	0.70377433268643	12	0.481573320605127	0.932500505463841
PHF14	0.702538147500069	10	0.482343620351515	0.932500505463841
MDM2	0.702409304306559	70	0.482423944482805	0.932500505463841
ZKSCAN2	-0.701521011769564	5	0.482977926491767	0.932500505463841
KLF2	0.700415149315924	14	0.483668078107926	0.932500505463841
MTA2	-0.696594204962353	61	0.486056783515921	0.932500505463841
SAFB2	0.696145014489039	17	0.486338018437769	0.932500505463841
ZNF726	-0.695860190900691	15	0.486516390005635	0.932500505463841
ZNF45	-0.695837712786714	1	0.486530468492657	0.932500505463841
MAGEB4	0.695666914106162	33	0.486637450275066	0.932500505463841
NELFCD	-0.695161063787822	74	0.486954370202083	0.932500505463841
PHOX2A	0.695009583445942	12	0.487049295733394	0.932500505463841
ZNF213	0.694902904401366	38	0.487116152418485	0.932500505463841
DNMT3A	-0.694422672035321	20	0.487417179589675	0.932500505463841
HESX1	0.69439791860156	21	0.487432698666583	0.932500505463841
THAP7	-0.693554558465807	153	0.487961599628214	0.932500505463841
ZNF749	0.693507134989652	8	0.487991349758557	0.932500505463841
ZNF133	-0.693358642042044	28	0.48808451004574	0.932500505463841
KDM3A	0.692786191603202	8	0.488443739062486	0.932500505463841
SP2	0.692248822048326	22	0.488781083485238	0.932500505463841
ZNF165	-0.690646035810865	20	0.489788009692415	0.932881367331646
KDM2A	0.690466741436487	34	0.489900718051382	0.932881367331646
PHC3	0.687758585595499	18	0.491604820002593	0.934461975362129
PRDM15	-0.686495039832459	14	0.492400991115974	0.934461975362129
NR2F1	-0.686363766601216	9	0.492483747145001	0.934461975362129
ZNF772	0.68580769096694	3	0.492834385773536	0.934461975362129
MAF1	-0.685490154346472	75	0.493034671418875	0.934461975362129
LCOR	0.684220861861325	27	0.493835710714543	0.935106275750788
ZNF57	-0.681849225774638	24	0.495334293925455	0.936056194228341
CXXC1	0.68073336511609	80	0.496040220325016	0.936056194228341
ACTR5	-0.679930537960144	16	0.496548444324206	0.936056194228341
FOXA1	-0.677249276290333	54	0.498247807894885	0.936056194228341
USF1	0.676071565104039	42	0.49899520908903	0.936056194228341
PRDM14	0.675372917869257	50	0.499438867226877	0.936056194228341
CEBPG	-0.674474208734285	5	0.500009877476699	0.936056194228341
EID2B	0.674192394779549	24	0.500189004120485	0.936056194228341
ZNF668	0.673305074233879	62	0.500753225250786	0.936056194228341
CBX8	-0.673107010868114	32	0.500879213981883	0.936056194228341
ZSCAN22	0.671617158613044	12	0.50182745190691	0.936056194228341
NKX2-2	-0.671616776303405	33	0.501827695355264	0.936056194228341
ZNF2	-0.671192432406589	21	0.502097948954809	0.936056194228341
MT-RNR1	0.670783018908848	56	0.502358766739817	0.936056194228341
ZNF783	0.66987133829455	21	0.502939812253284	0.936056194228341
ZNF496	0.668626068031283	19	0.503734039450265	0.936056194228341
MAGEA12	-0.667844004963236	24	0.504233173645648	0.936056194228341
LIN9	-0.667789471761172	150	0.504267987964995	0.936056194228341
PCGF5	-0.665029736713559	18	0.506031473500514	0.936056194228341
ID4	0.665006367027302	23	0.506046420698643	0.936056194228341
TBX19	0.66461396295164	12	0.50629743614592	0.936056194228341
NR0B1	0.66406328625233	15	0.506649806801559	0.936056194228341
IRF1	-0.664011966720016	83	0.506682652049961	0.936056194228341
OSR1	0.662746124457035	9	0.507493163713037	0.936056194228341
SUPT4H1	-0.662445110452411	45	0.507686001424083	0.936056194228341
PHF21A	0.662124330059663	39	0.50789154434517	0.936056194228341
ZNF345	-0.66194172812957	5	0.50800856767544	0.936056194228341
TRIM28	-0.661043367355247	49	0.508584502310724	0.936056194228341
DLX3	-0.660891301174789	61	0.508682025048831	0.936056194228341
JDP2	0.660534349830738	36	0.508910982780074	0.936056194228341
MYSM1	0.660497327080124	43	0.508934733210797	0.936056194228341
SFMBT2	0.659624063641374	48	0.50949510800855	0.936056194228341
NOBOX	0.659151140336589	24	0.509798718580315	0.936056194228341
ZNF688	-0.658167709041807	75	0.510430371637454	0.936056194228341
CCNL2	0.657676063092797	100	0.51074630675844	0.936056194228341
MED10	-0.657229300363013	35	0.511033488217101	0.936056194228341
ZNF718	0.655744797946855	4	0.511988339777292	0.936056194228341
ZFP90	0.655408644631216	5	0.512204687205272	0.936056194228341
HDGFL2	-0.654991328986538	27	0.512473336826964	0.936056194228341
ZBTB10	-0.653039506695829	23	0.513730809532455	0.936056194228341
EAF1	0.652943093835798	16	0.513792965661095	0.936056194228341
FOXN2	0.652795242873675	85	0.51388829087265	0.936056194228341
ZNF160	0.65109981129885	4	0.514982058324231	0.936056194228341
ZSCAN20	-0.650540283854078	3	0.515343289399602	0.936056194228341
GSX1	-0.650013999648875	47	0.515683178653611	0.936056194228341
RFXAP	0.64939620688346	21	0.516082315107347	0.936056194228341
TOX	0.648461408083437	80	0.516686563673521	0.936056194228341
ZNF658	-0.647621203961722	3	0.517229979448926	0.936056194228341
ZNF589	0.647052079437082	6	0.517598238095072	0.936056194228341
DOT1L	0.646993552385301	68	0.517636116397622	0.936056194228341
ZNF683	-0.645184110803848	23	0.518807881747702	0.936056194228341
NOC2L	0.644816077681187	94	0.519046381679562	0.936056194228341
ZFP28	-0.643843094655689	10	0.519677185526125	0.936056194228341
GPS2	0.643726462829441	52	0.519752826749356	0.936056194228341
ZNF184	-0.643355390665155	5	0.519993522270836	0.936056194228341
NRF1	0.642580893812478	5	0.520496083867523	0.936056194228341
VAX1	-0.642212665597748	34	0.520735110439944	0.936056194228341
KAT8	-0.6415484224963	40	0.521166430977037	0.936056194228341
SALL1	-0.640927523065095	36	0.521569772918158	0.936056194228341
NELFB	0.638878709454405	129	0.522901839349298	0.936868361380218
N4BP2L2	0.638810456429611	58	0.522946245109668	0.936868361380218
EPC1	0.637212032512491	7	0.523986741088464	0.937426357512585
ZNF736	-0.635266346796789	2	0.525254718280174	0.937426357512585
DDIT3	0.633816147532624	41	0.526200813810484	0.937426357512585
MED26	-0.63355976653358	15	0.526368164751031	0.937426357512585
POU4F2	0.633372647892832	18	0.526490322323237	0.937426357512585
IRX4	-0.632821328808183	26	0.526850326806173	0.937426357512585
BRD7	-0.632110241905825	39	0.527314843175214	0.937426357512585
ZNF646	0.631823740948248	28	0.527502058492658	0.937426357512585
HOXB8	0.631275985233593	23	0.527860086220845	0.937426357512585
ZNF304	0.630891580418363	5	0.528111417392085	0.937426357512585
ZNF710	0.630160794255644	27	0.528589387353068	0.937426357512585
NKRF	-0.629640073778193	21	0.528930098399987	0.937426357512585
ASCL5	0.628542234377827	77	0.529648788408857	0.937426357512585
CEBPD	-0.628419607819018	14	0.529729095517467	0.937426357512585
HSFX2	0.62629160521769	29	0.531123691560323	0.938064421636899
ING5	-0.625938397477292	50	0.531355347911888	0.938064421636899
ING3	0.625331330132438	29	0.531753621381358	0.938064421636899
NKX2-6	-0.625047498786897	41	0.531939884064316	0.938064421636899
SERTAD3	-0.621744969387904	21	0.534109576877088	0.940119571891516
ZNF599	-0.621675317286313	6	0.534155384923862	0.940119571891516
BICRAL	0.620999076013733	16	0.534600231123729	0.940119571891516
HMGB1P1	-0.620453044067478	5	0.534959559153259	0.940119571891516
BHLHA9	-0.619597000642869	30	0.535523141929286	0.940295179075838
OVOL2	0.618228093487393	48	0.536424993754065	0.940645054648926
NSMCE3	-0.617886644617981	28	0.536650063229195	0.940645054648926
ZNF875	0.617104800539043	1	0.537165602500221	0.94073561474132
PBX1	0.613868019186972	51	0.539302544942361	0.941488212112001
MED29	0.61196138723229	16	0.540563304858299	0.941488212112001
MEIS3P2	-0.611891560978611	9	0.54060950540857	0.941488212112001
HEY1	0.610112266533181	9	0.541787441464821	0.941488212112001
ABRA	0.609928661788894	10	0.541909065119755	0.941488212112001
RFX7	0.609761171274954	15	0.542020026248887	0.941488212112001
NFE2	0.609170270982366	39	0.542411583483977	0.941488212112001
ZNF888	0.608218883753536	6	0.543042311819467	0.941488212112001
ATAD2	-0.606424879981591	60	0.544232651241183	0.941488212112001
TCF24	-0.604606752192704	32	0.545440319138841	0.941488212112001
HMGA1	-0.604453630721047	39	0.545542088776961	0.941488212112001
ZNF74	-0.603503752592842	27	0.546173619874025	0.941488212112001
SOX6	0.602870255219603	13	0.546595005002168	0.941488212112001
ZNF574	0.602857412531885	32	0.546603549271858	0.941488212112001
ZNF280D	0.601929266983931	11	0.547221221732223	0.941488212112001
BCORP1	-0.601690422949347	26	0.547380226130672	0.941488212112001
ZNF548	0.600721723962414	2	0.548025347308428	0.941488212112001
NCOR1	0.600713314873667	30	0.548030949125335	0.941488212112001
GPBP1L1	0.599953781549031	33	0.548537038177171	0.941488212112001
ZNF729	0.599842413064251	19	0.548611264153149	0.941488212112001
ZNF826P	0.599319798293814	2	0.548959647869314	0.941488212112001
ZNF491	-0.599271687484705	4	0.548991724823271	0.941488212112001
ZNF395	-0.597089801958285	22	0.550447426216458	0.941488212112001
CRTC1	0.596563156989466	16	0.550799075510317	0.941488212112001
SFMBT1	0.596157914444285	8	0.551069737687206	0.941488212112001
PCGF2	0.594967031530916	20	0.551865508749757	0.941488212112001
MED13	0.594869408660528	30	0.551930767268721	0.941488212112001
NFIB	0.594271620049009	8	0.552330457085597	0.941488212112001
ZNF248	0.593824753688386	16	0.552629330941631	0.941488212112001
ZNF358	-0.593791652454327	67	0.552651472916463	0.941488212112001
ING1	0.593545052631297	20	0.552816441402575	0.941488212112001
CREB3L3	-0.593057681434377	62	0.553142550320282	0.941488212112001
BBX	0.592520644699918	31	0.553502000520564	0.941488212112001
MXI1	0.592333291848673	3	0.553627426720084	0.941488212112001
ZNF695	-0.592009982377053	71	0.55384390387062	0.941488212112001
ZNF790	-0.589655359388329	6	0.555421729159415	0.943115948426185
ZNF354B	-0.588648334733778	19	0.556097202740118	0.943115948426185
ZNF644	0.588399064757862	60	0.556264465355225	0.943115948426185
DBX2	0.586822833995741	14	0.557322699554219	0.943115948426185
EGR3	-0.585866970486137	7	0.557964914838121	0.943115948426185
HMGB1	-0.585733121549195	50	0.558054872544224	0.943115948426185
TFE3	0.58573029214571	30	0.558056774216678	0.943115948426185
PIAS1	0.58493785258986	21	0.558589505359612	0.943162106528771
ZNF721	0.584306340873995	15	0.55901422684792	0.943162106528771
ZNF439	-0.5826977555763	4	0.56009678440689	0.943640447475721
ZNF556	-0.582502359844914	17	0.560228352446138	0.943640447475721
FOXP2	-0.581727579810603	5	0.560750191322437	0.943650453536621
RBAK	0.581112084358687	14	0.561164914677103	0.943650453536621
PRDM5	-0.579743477973709	12	0.562087618829527	0.943813678326526
ZKSCAN4	0.579114979463945	6	0.562511593272668	0.943813678326526
HMX1	-0.578800284719717	29	0.562723939008937	0.943813678326526
GATAD2A	-0.577295978116838	15	0.563739530128218	0.943813678326526
HSFX3	0.576563760201569	29	0.564234186223249	0.943813678326526
PAX7	0.576379868848115	47	0.564358448427413	0.943813678326526
MCRS1	-0.574960740576051	85	0.565317848831793	0.943813678326526
NFIA	-0.571670148732663	15	0.567545461556807	0.943813678326526
SOX4	-0.571333106470143	15	0.567773864170122	0.943813678326526
NPAT	-0.571072889198236	40	0.56795023506877	0.943813678326526
BRWD3	0.570212919954708	19	0.568533294189846	0.943813678326526
RSF1	0.570167803011484	49	0.5685638913739	0.943813678326526
STAT4	-0.569592306234785	35	0.568954247953077	0.943813678326526
TCF7L2	0.569484783874988	16	0.569027194022561	0.943813678326526
MAGEB6B	-0.569471303434597	38	0.569036339832106	0.943813678326526
MDFIC	0.569256792452289	3	0.56918188433085	0.943813678326526
TADA1	0.569170720650271	50	0.569240288562788	0.943813678326526
TFAP2B	-0.568341142952683	34	0.569803347184308	0.943813678326526
TGIF2	-0.567897725986227	16	0.570104416148912	0.943813678326526
L3MBTL1	-0.566899313763	17	0.57078259043862	0.944017234566529
SIN3A	-0.566344907528321	27	0.571159338248444	0.944017234566529
SOX10	-0.565661593808854	11	0.571623848149752	0.944017234566529
LIN37	-0.564596432760298	12	0.572348292176032	0.944172067355872
GSC2	-0.56404478130735	45	0.572723656162569	0.944172067355872
ZNF705A	-0.563215459339462	40	0.573288177189866	0.944172067355872
ASCC1	-0.56278708571916	102	0.573579875237887	0.944172067355872
GATA4	0.56168579999018	53	0.574330110863523	0.944640279668471
FHL5	0.555061365452255	6	0.578852687462695	0.947000198328748
SIX5	0.554839495137685	31	0.579004449947458	0.947000198328748
DMTF1	0.554250857271316	36	0.579407177235312	0.947000198328748
GATA6	0.553483156366049	58	0.579932611194843	0.947000198328748
RUNX1T1	-0.552674842497177	40	0.580486083034129	0.947000198328748
ZNF143	0.551405336195717	21	0.581355843489785	0.947000198328748
ZNF787	-0.551402247897762	11	0.581357960078492	0.947000198328748
PURA	0.551321288384134	35	0.581413447588218	0.947000198328748
GLI1	0.551260149806739	14	0.581455351993818	0.947000198328748
FOXJ1	-0.550750283528707	48	0.58180486953746	0.947000198328748
ALX4	0.550646731761412	37	0.581875867123615	0.947000198328748
ARID5A	-0.550417808261355	26	0.582032836956951	0.947000198328748
ZNF518A	0.548249547214495	12	0.583520565146226	0.947000198328748
ETV3L	0.54822670901268	18	0.583536244750497	0.947000198328748
ZNF573	0.548093163210734	3	0.583627934766244	0.947000198328748
SP100	0.547862298934141	40	0.583786457630922	0.947000198328748
ZNF408	0.547303828710768	44	0.584170013899595	0.947000198328748
PAXBP1	-0.547303498554394	15	0.584170240685041	0.947000198328748
RHOXF2B	0.545044681494717	18	0.585722787487993	0.948758636601957
ZNF197	0.543965745973144	14	0.586465044718724	0.949202801827273
MAGEB3	0.542538998079821	35	0.587447249626758	0.950034308008824
HDAC10	0.541848621932989	71	0.587922793030922	0.950045756387817
KDM7A	0.540209529244247	14	0.589052541696378	0.951113498853706
ZNF75D	0.538824718311292	13	0.590007806063216	0.951898035557838
PHF20	-0.537054595925871	49	0.591229902415581	0.953050423038021
ZNF441	0.536429173184428	2	0.59166197367104	0.953050423038021
SCMH1	-0.535557728507573	15	0.592264250096064	0.95326341205938
SNAI3	0.53480428351051	22	0.59278520073518	0.953345271285443
ZNF99	0.532779378439742	4	0.594186310324642	0.954286209256118
SIN3B	0.532127996479831	43	0.594637348223162	0.954286209256118
HSF1	-0.531461082348954	71	0.595099303099618	0.954286209256118
DCAF6	0.529826379300483	12	0.596232313712376	0.954286209256118
MED31	-0.52970871625074	155	0.596313903724062	0.954286209256118
MTA3	0.529265026761963	22	0.59662161300251	0.954286209256118
HEXIM2	-0.529203688200016	69	0.596664158450078	0.954286209256118
TP73	0.527677126116007	37	0.597723451920551	0.955227076828114
KANSL3	0.526022053030701	16	0.598872884588056	0.955340046910197
DUXA	0.525454951669213	25	0.599266961542881	0.955340046910197
HDAC8	-0.524033320874485	10	0.600255364356433	0.955340046910197
NELFA	-0.523947639320771	42	0.60031495885092	0.955340046910197
ZNF117	0.523499909365361	10	0.600626414085272	0.955340046910197
ZNF324B	0.523455930759668	4	0.600657010944446	0.955340046910197
NPAS3	-0.521082104874105	10	0.602309576503149	0.955340046910197
TBXT	-0.520499914118482	58	0.602715187738357	0.955340046910197
MLF2	0.520457477229306	53	0.602744758249592	0.955340046910197
ZNF750	0.519828546184271	18	0.603183081162739	0.955340046910197
SOX2	0.519725346557948	25	0.603255018098442	0.955340046910197
ZNF444	0.519320058298986	32	0.603537568031074	0.955340046910197
SATB1	0.518671406791368	3	0.603989904341871	0.955340046910197
ZNF136	0.517837758248017	2	0.604571471596674	0.955340046910197
ZNF705D	-0.517423918603012	29	0.604860266386929	0.955340046910197
ZNF84	0.51654006902153	12	0.605477261019115	0.955570338791258
LIMD1	0.515049484908707	18	0.606518440845502	0.955667303121326
ATP1B4	0.514460403437937	34	0.60693013750097	0.955667303121326
HOXA10	-0.513352096205426	2	0.607705048286606	0.955667303121326
SOX5	0.51195621385276	3	0.608681654438932	0.955667303121326
ZFP91	0.510680206664468	63	0.60957500273902	0.955667303121326
ZNF764	-0.510557033189663	3	0.609661268837314	0.955667303121326
PHF19	-0.510142939101679	21	0.609951324632468	0.955667303121326
MLLT1	-0.509791139066287	22	0.6101977941651	0.955667303121326
