TF	NES	p_value	FDR	regulon_size	logFC	AveExpr	t	P.Value	adj.P.Val	B	category
ASCL1	-0.849926609871057	0.395365890211318	0.695301363701815	83	0.588295081967213	4.11534600760456	1.85848399186274	0.0642110689570706	0.169363691221763	-5.271353679222	Non-Significant
ASCL2	-2.93763417693621	0.00330727022631495	0.0239947213287037	165	-0.52550587431694	7.75336882129278	-2.89336962782484	0.00412872150875191	0.0176897481231353	-2.8781207164583	LUSC
ASCL3	-0.271757487931515	0.785808495074777	0.933330730498678	24	0.0927411202185792	2.63615589353612	1.3814827449888	0.168296362141948	0.34503672987011	-6.03263449303135	Non-Significant
ASCL4	-1.29026097778172	0.196960060693046	0.448014785942633	29	-0.212381693989071	2.6101711026616	-2.47769349107558	0.0138483669216992	0.0489574124124984	-3.95922077964589	LogFC Significant
ASH1L	-0.0344652152390953	0.972506180077568	0.989041234776619	42	0.0108847677595627	3.55918631178707	0.119565811123278	0.90491786366248	0.953794207443029	-6.97179409071201	Non-Significant
ASXL1	0.583754729600431	0.559385339770417	0.816825642088342	88	0.0745101775956282	7.81230798479087	0.90098821020504	0.368414186724537	0.583425598756314	-6.57557092130103	Non-Significant
ASXL2	-0.862423657509118	0.388454426725539	0.689399889188731	90	-0.175076161202186	8.72674144486692	-2.13931318456319	0.03332582868521	0.100688988109826	-4.72109662666451	Non-Significant
ATAD2	-2.90605944342783	0.00366011909219398	0.0254788462667813	260	-0.886678825136612	6.85060836501901	-5.62848907493656	4.62992003760057e-08	7.73662377880711e-07	7.90347816095221	LUSC
ATF1	-0.580518005481959	0.561565348164603	0.817201508972658	140	-0.279949931693989	3.91106844106464	-2.4429532549897	0.0152222081227758	0.0530419031599219	-4.04236739317044	Non-Significant
ATF2	-1.84619229869864	0.0648642887885457	0.205403581163728	87	-0.139263183060109	6.14823574144487	-1.40637513219965	0.160786459568812	0.333922916849235	-5.99835516237974	Non-Significant
ATF3	0.105875455676291	0.915681168125629	0.975138086781005	51	0.0716665983606556	8.74595437262357	0.412098293176948	0.680601144633531	0.827980025464572	-6.89442631531281	Non-Significant
ATF4	-0.309030515260567	0.757298314334719	0.923743789766293	112	-0.30427643442623	4.31039163498099	-2.01783171717325	0.04461841385586	0.126678016818648	-4.96832811069254	Non-Significant
ATF5	-2.77558304070437	0.0055102825616955	0.0330821796919637	145	-0.493554508196722	9.13690114068441	-4.11330258958791	5.21210697652036e-05	0.000399369644001331	1.18001018827786	LUSC
ATF6	-0.423997968912157	0.671567294548452	0.887545974382774	126	0.0824053961748632	8.77702661596958	0.769092699113645	0.442524466081615	0.65118120831	-6.68489311918513	Non-Significant
ATF7	-1.77922323682935	0.0752031702118164	0.224524085023989	33	-0.0653120901639345	3.12734220532319	-0.89138509845434	0.373532716638155	0.588463033695149	-6.58411005095074	Non-Significant
ATF7IP	-0.488801185983474	0.624982458295024	0.860483094754018	46	-0.0417428278688525	3.25551711026616	-0.495253103018135	0.620832630413097	0.789838222931803	-6.85690997837886	Non-Significant
ATF7IP2	1.13214110887172	0.257575114297474	0.53883913159381	85	0.41647056010929	6.363	2.75776195461213	0.00622550393255125	0.0250662146026419	-3.24819406797821	LogFC Significant
ATOH1	-0.59907473684553	0.549123047504772	0.810634114917921	25	-0.0398545081967214	2.60589353612167	-0.764019799711724	0.445536416107133	0.654022961290221	-6.68875464933247	Non-Significant
ATOH7	-0.394450257359504	0.693248645158102	0.895093575177549	53	0.0160810792349726	2.73132699619772	0.238231146163363	0.811886266116352	0.904406439476707	-6.95066879654104	Non-Significant
ATOH8	3.6324297330908	0.00028076504338516	0.0117818426196165	164	1.76646571038251	5.63056273764259	7.48021780091911	1.09695044968201e-12	4.63895052065192e-11	18.2569358040075	LUAD
ATP1B4	0.838969958950361	0.40148616760712	0.700973146687026	23	-0.0253799863387978	2.57410266159696	-0.475010483730074	0.635171470192305	0.799268079597591	-6.86667487862487	Non-Significant
ATXN1	0.843354038534243	0.399030468813261	0.699320633131562	69	0.182563114754098	5.37468060836502	1.51054505726524	0.132098055006756	0.290483142935778	-5.84836754012095	Non-Significant
BACH1	-1.30551423427097	0.191717803410751	0.441674752064594	70	-0.0938937841530056	3.91060456273764	-1.01454949076162	0.311247729718631	0.524093831888746	-6.46770097916856	Non-Significant
BACH2	-3.39470145637222	0.000687034732626466	0.0134125166064609	65	-0.682143715846994	3.82745247148289	-5.43660533668049	1.23437248100415e-07	1.87973702679457e-06	6.95745691065585	LUSC
BAHD1	-1.62017456519908	0.105194783484663	0.289420060183529	35	-0.176020901639344	3.16329657794677	-2.22212020164456	0.0271213313110287	0.0855655109981512	-4.54457830402716	Non-Significant
BARHL1	0.187002789522023	0.851658445806594	0.962452922039955	31	0.00391318306010929	2.55993536121673	0.0808364983277468	0.935633109976041	0.97058852558225	-6.97565621582338	Non-Significant
BARHL2	-1.70315519263534	0.0885390294212536	0.254007925214648	37	-0.0131926229508197	2.94057034220532	-0.202484102635593	0.839693938895516	0.918750749105361	-6.95850703286409	Non-Significant
BARX1	-0.570677422455805	0.568218325972208	0.822059547754188	46	0.12269631147541	3.80439923954373	0.565697104247231	0.572079254183098	0.756383827931	-6.81975882248585	Non-Significant
BARX2	-1.98292566448284	0.0473757334510393	0.162445455463755	71	-0.0303558060109291	4.59466539923954	-0.171478845536255	0.863978372365156	0.932080067576417	-6.9642761146737	VIPER Significant
BASP1	2.2960779539323	0.0216714245840688	0.0949814180649139	64	-0.135196584699454	10.841752851711	-0.880507112599328	0.379383952989284	0.593891509557504	-6.59367293883195	VIPER Significant
BATF	3.40746005964047	0.000655705041457312	0.0134125166064609	106	0.994316256830601	7.45373764258555	6.14438248181816	2.93726356217872e-09	6.36975176589884e-08	10.572281707787	LUAD
BATF2	1.99292888464019	0.0462692348823163	0.160010309068396	100	0.599592964480874	5.07061977186312	3.91928331662949	0.000113167823189297	0.000791489651672857	0.449452463862866	LUAD
BAZ1A	-0.0846585671586053	0.932532836280842	0.97922011091909	72	0.0407088114754097	7.40133840304183	0.364312393838182	0.715915804995212	0.849909668819576	-6.91287825081296	Non-Significant
BBX	-1.23981676690685	0.215043175108784	0.47770939174785	75	-0.182067349726776	8.87258935361217	-2.04728354033573	0.0416181461709738	0.119969014753484	-4.90967412614075	Non-Significant
BCL11A	-3.59774233315885	0.000320991377871905	0.0117818426196165	82	-1.8993099726776	5.67350190114069	-9.3165069435152	4.88949084172857e-18	5.45049558041112e-16	30.3248540327256	LUSC
BCL11B	-3.15745421777989	0.00159153225910231	0.0176049630030838	161	-0.720811885245902	6.28147148288973	-3.86005240466109	0.000142544307230796	0.000967915071487551	0.232670356843395	LUSC
BCL3	-1.09319941107545	0.274306255569583	0.562188582163549	65	-0.264312909836065	8.70392395437262	-2.28377229850959	0.0231778816241525	0.0752829443270875	-4.40896489461303	Non-Significant
BCL6	-2.0386864059868	0.0414813353456145	0.146913062682385	85	-0.363958606557377	10.3627262357414	-4.0529832157102	6.65375762927862e-05	0.000496949467839393	0.949546071135067	LUSC
BCL6B	2.1716091065466	0.0298851595518446	0.117718372381046	123	0.439259836065574	4.90979467680608	3.25161549958292	0.00129639849549381	0.00656752325323313	-1.82083336527536	LUAD
BCL9	2.32580784372955	0.0200288040173335	0.0903534035977474	101	0.538124658469945	7.75874904942966	5.06219982991947	7.77226614840901e-07	9.6785848323353e-06	5.18769854782003	LUAD
BCL9L	-0.922411808826502	0.356313812467156	0.659916063227588	114	-0.0725364754098363	5.50675285171103	-0.454349627715477	0.649949812298457	0.807781145690835	-6.87622207467937	Non-Significant
BCLAF1	-0.516804145662544	0.605292885788137	0.843440906426092	179	-0.100906147540984	6.95656273764259	-0.836014474347058	0.40390131828366	0.617402772929422	-6.63157123349578	Non-Significant
BCOR	0.667705013465997	0.504321909143423	0.78165055975684	128	0.371040710382514	4.25102661596958	2.37700027608171	0.0181657668879625	0.0615109420762662	-4.1971288556489	Non-Significant
BCORL1	-0.599615911284002	0.54876224061105	0.810634114917921	66	-0.080362568306011	4.73453231939164	-0.654854201911019	0.513130668168962	0.709908500472611	-6.76568420013257	Non-Significant
BMP2	3.05646623798788	0.00223962701397683	0.0197802751065753	70	0.769972882513661	7.32249809885932	3.97239183258833	9.17978245608904e-05	0.000659449832967663	0.646321310892461	LUAD
BMP4	3.41784778163608	0.000631183966953254	0.0134125166064609	156	0.964760655737705	7.31589733840304	4.87721500871913	1.85946606075442e-06	2.0847017820968e-05	4.35156790863544	LUAD
BNC1	-1.86162258210364	0.0626563079336036	0.19960054528806	194	-0.453092554644809	4.0952927756654	-4.30588277442109	2.34535089102913e-05	0.000195321513993121	1.93572943829884	LogFC Significant
BNC2	1.7832135490753	0.0745515477348991	0.223525308555085	220	0.398827185792349	5.11788593155894	2.47094097469963	0.0141064464667427	0.0497548081832576	-3.97546987915555	LogFC Significant
BRCA1	-2.90464470500038	0.0036767020224156	0.025484436764812	172	-0.658515573770492	4.1872433460076	-4.20689047039812	3.54839928956301e-05	0.000283070045020507	1.54349444735673	LUSC
BRCA2	-1.80180735597329	0.0715757200057688	0.21892952236613	51	-0.123281557377049	2.94289353612167	-1.72052213689426	0.0865070323897161	0.211919299779954	-5.51409514935105	Non-Significant
BRD1	-0.861494756462521	0.388965607870221	0.689549348749075	43	-0.0546890027322405	5.55555893536122	-0.494098564909851	0.621646631123394	0.790102672284521	-6.85747785636316	Non-Significant
BRD2	0.369268305292312	0.711927747422087	0.90036281291047	109	-0.0829237704918032	10.8336501901141	-1.23039733074612	0.219641419538892	0.414771202047143	-6.22773237443232	Non-Significant
BRD3	0.0553541861350929	0.955856294008674	0.983947164598877	81	0.103321448087432	8.81811787072243	1.12136993048593	0.263147407370124	0.469015042476792	-6.35465604147833	Non-Significant
BRD4	-2.14345412660823	0.0320766508432248	0.121605143454948	63	-0.350143920765027	4.27172623574145	-3.25857169793282	0.00126623683436855	0.00643875452650194	-1.79917321701897	LUSC
BRD7	-2.16066166345344	0.0307214843328699	0.119052866368163	108	-0.191870218579235	8.28324334600761	-2.66287554386853	0.00822259034618317	0.0316980670769894	-3.49716751017155	LUSC
BRD9	-0.226166640252518	0.82107181561811	0.947853140225156	111	-0.0869188524590167	10.4805703422053	-0.870388881981926	0.384877115943366	0.599536453715163	-6.60246313838026	Non-Significant
BRDT	0.755906127914938	0.449705479642174	0.741319845215143	24	0.507423428961748	3.11166159695817	2.70752090687148	0.0072204100801073	0.0284517740458926	-3.38104871142482	LogFC Significant
BRMS1	-2.13669352213707	0.0326229272362066	0.123098195061854	148	-0.314877663934426	7.50619011406844	-3.47284371683876	0.00060141916818471	0.00339832582894233	-1.11117734324304	LUSC
BRMS1L	-1.39345755657602	0.16348147121471	0.392306948011526	94	-0.0992911202185793	6.74283650190114	-0.662062174037481	0.508507755548872	0.706049337068022	-6.76096840403319	Non-Significant
BRPF1	0.4023274460979	0.68744305824487	0.894077155707122	95	-0.148317008196721	6.53788593155894	-1.52082674563023	0.129497779467757	0.286325842797087	-5.83299247259963	Non-Significant
BRPF3	2.15389272404245	0.0312485856965981	0.119732111241303	97	0.46093381147541	7.53551330798479	4.05838573945237	6.51056349504135e-05	0.000486826954368847	0.970065367929553	LUAD
BRWD1	1.46884501266577	0.141874831907236	0.357453749657076	60	0.332646584699453	6.08118631178707	1.99770814063164	0.0467723084492652	0.13148600724992	-5.00793083848802	Non-Significant
BRWD3	-1.71756791087364	0.0858754575778966	0.248310727771036	64	-0.231723019125683	3.32895057034221	-2.50032263507662	0.0130137889451014	0.0466697765933477	-3.90445812302182	LogFC Significant
CALCOCO1	3.46726911975396	0.000525775201393606	0.0133014479900131	123	0.351878210382514	6.07485551330799	3.29366958722095	0.00112374655138477	0.00580747099430569	-1.68923523327337	LUAD
CAMTA1	3.45576042843061	0.000548742807295328	0.0133014479900131	150	0.757695150273224	6.04973003802281	4.49187150623365	1.05569692018151e-05	9.70050358761149e-05	2.69398473287477	LUAD
CAMTA2	0.610801149926593	0.541331232046407	0.810240908021267	50	0.0445422814207649	3.14433079847909	0.488943133400854	0.625287112030378	0.792434913034285	-6.85999749446907	Non-Significant
CARF	0.468926033688804	0.639122507031485	0.868110049500293	77	0.133396926229508	7.25135741444867	1.37321108702706	0.170849621918793	0.348724220260846	-6.04389186018616	Non-Significant
CASZ1	0.814948431443929	0.41510182893948	0.712336623262607	128	0.259617076502732	5.6731711026616	1.27903408604241	0.202005975183789	0.39225180420744	-6.16735963077548	Non-Significant
CBFA2T2	-1.51303092727981	0.130271803155863	0.33933703563987	132	-0.220132991803279	6.50519011406844	-2.10290529350371	0.03641891791463	0.108083047374852	-4.79665828938039	Non-Significant
CBFA2T3	-0.0445244142427165	0.964486391519556	0.988291844401872	47	-0.0221691939890711	3.32031178707224	-0.282123127959244	0.778069711859375	0.88555907915534	-6.93930633258967	Non-Significant
CBFB	-0.675155797882252	0.499576786399235	0.778780415091472	87	-0.0907746584699455	8.45417490494297	-1.07833292074541	0.281867578162229	0.49054081225454	-6.40154903342301	Non-Significant
CBX1	-0.582694153037059	0.560099210010249	0.817039627335299	71	-0.10976468579235	5.75418631178707	-0.667275339266304	0.505177970750401	0.703279350894035	-6.75752564284281	Non-Significant
CBX2	-3.22237178983507	0.00127134049121968	0.0160640938593085	181	-1.04935635245902	7.54632699619772	-5.21006570968966	3.80247417279715e-07	5.14883769716635e-06	5.87440948218347	LUSC
CBX3	-0.930190313772249	0.352272556143902	0.654683749335331	144	-0.222029439890711	9.44722053231939	-1.86752904623934	0.0629336238098709	0.166790509150331	-5.25480182545014	Non-Significant
CBX4	-1.14283386032837	0.253107577358068	0.533640649390704	55	0.0132571721311474	7.44678707224335	0.130141904967742	0.896553070647192	0.95002169198001	-6.97047997843803	Non-Significant
CBX5	0.561678804698359	0.574334877793413	0.824652432556732	49	0.121124453551912	7.67285551330799	1.04596133507332	0.296533752285788	0.507078103215744	-6.43562241228357	Non-Significant
CBX7	2.83877306969417	0.00452873515012907	0.0286819892841508	197	0.147728278688524	7.43586692015209	1.27831930129341	0.202257407307678	0.392562578188498	-6.16826363001387	VIPER Significant
CBX8	-1.89781770806604	0.0577200996804808	0.188319113098942	120	-0.130560587431694	5.02726615969582	-1.15557490004237	0.248897817601396	0.451812775251546	-6.31609032869659	Non-Significant
CC2D1A	-2.07153161665912	0.0383091429808937	0.137804947714797	73	-0.358542076502732	5.10092015209126	-3.33114384896826	0.000988160611526155	0.00519765937552747	-1.57065749259395	LUSC
CC2D1B	3.06864533061898	0.00215031709918381	0.0196201249445303	96	0.644810724043716	6.32113307984791	5.73331967814573	2.68133620294542e-08	4.76232291642633e-07	8.43117809564496	LUAD
CCAR1	-0.356473014815404	0.721486357601116	0.902556520159413	68	-0.0877980874316941	3.43625855513308	-1.04938338837073	0.294959531114693	0.505491935246867	-6.43206913100027	Non-Significant
CCDC62	2.60925026112401	0.00907408533343634	0.0500158628447088	109	0.49742868852459	4.04696958174905	4.84919379861036	2.11755317736749e-06	2.34100615728457e-05	4.22716861961008	LUAD
CCNC	-0.389372104147741	0.697000904709666	0.896937419208056	294	-0.264897267759563	6.30407984790875	-1.57607709952008	0.116203243376784	0.264129576588018	-5.74861817198267	Non-Significant
CCNK	-3.2594373582694	0.00111633429693179	0.0155814650632932	77	-0.268130396174863	9.40746768060836	-4.2011330505286	3.63404330652848e-05	0.000288953756940471	1.52092677702527	LUSC
CCNL1	-1.43617552530015	0.150952401487379	0.372764722327395	116	-0.362391530054645	3.81239163498099	-3.43156733979932	0.000696190733498957	0.00385651200935106	-1.24682835852336	LogFC Significant
CCNL2	-0.123193433930891	0.901953924928047	0.975138086781005	90	0.0488967896174863	4.29023574144487	0.373640424683229	0.708971146852526	0.845416658928582	-6.90945456240741	Non-Significant
CCNT1	-0.213586263133456	0.830869712642063	0.953699066039042	130	-0.25900143442623	6.37561977186312	-2.3433552884065	0.0198522057665716	0.0661983287540258	-4.27451568189418	Non-Significant
CCNT2	0.122841110074316	0.902232919637012	0.975138086781005	95	-0.0607753415300547	3.54192395437262	-0.578321771545193	0.563538944421718	0.750026637761637	-6.81258066978696	Non-Significant
CD40	1.3942577362872	0.163239788578549	0.392306948011526	73	0.116862909836065	4.01392775665399	0.902814394688605	0.367445807814606	0.58274071205641	-6.57393677893814	Non-Significant
CDC5L	-1.27984488062004	0.200599696013728	0.455011950930016	55	-0.182297677595629	6.86047908745247	-1.69961378080606	0.0903791711595903	0.219124011656219	-5.54928750381284	Non-Significant
CDC73	0.38074756081017	0.703390573825334	0.898884771744188	42	0.167884289617486	3.26304182509506	2.02640016608396	0.0437271776504964	0.12467690679437	-4.95134879864548	Non-Significant
CDK5	-1.8930680336018	0.0583488225728555	0.189604322847408	159	-0.0737838114754099	6.74272243346008	-0.606064135676354	0.544991893126693	0.735686953245594	-6.79625176152305	Non-Significant
CDK5RAP2	-1.12376051706502	0.261114635481409	0.543428010699067	174	-0.0984022540983608	4.0018174904943	-0.734785754236303	0.463120901305388	0.668370951540386	-6.7105119989891	Non-Significant
CDK7	-0.198765911976218	0.84244586220692	0.960840443124418	91	-0.0415707650273227	8.16922433460076	-0.492988653726714	0.622429607027159	0.790548742801572	-6.85802253667341	Non-Significant
CDX1	-0.991150297193547	0.321612196094081	0.620553998437205	38	-0.212396926229508	3.06167300380228	-1.91225302473662	0.0569238677204525	0.153863343824633	-5.17181051503222	Non-Significant
CDX2	-0.852423241449264	0.393979225114632	0.694624943842938	46	0.0158917349726776	3.43474524714829	0.137370394633298	0.890842536195143	0.947151386736488	-6.96951778421424	Non-Significant
CDX4	-0.189398379211894	0.849780594681841	0.962452922039955	23	0.0558523224043714	2.58703802281369	1.09141979608498	0.276081342984213	0.483956370321178	-6.38748199534109	Non-Significant
CEBPA	1.36713584403943	0.171582730019283	0.406690849089532	55	-0.186037773224044	8.6739391634981	-1.13080614638668	0.259160937389524	0.464155759614696	-6.34413141929378	Non-Significant
CEBPB	2.06658278653607	0.0387734841835637	0.139153726569901	66	0.221836202185792	12.6791825095057	2.85632184422279	0.00462598222928956	0.0194884741156346	-2.98088213092306	LUAD
CEBPD	2.84092077988118	0.00449834853403763	0.028633147184799	81	0.163521174863388	11.7241558935361	1.70203200589947	0.0899242758489278	0.218270976504283	-5.54523873753304	VIPER Significant
CEBPE	0.655358100028984	0.512237221707196	0.786371780472549	32	0.109351161202186	3.27725095057034	1.19095743961894	0.234737907816455	0.434573718433133	-6.27499025149289	Non-Significant
CEBPG	-3.51341431656648	0.000442387069267263	0.0127581270869041	81	-0.804379986338798	8.7420608365019	-8.40432721376671	2.68110535517592e-15	1.81714596552403e-13	24.1402219364509	LUSC
CHCHD2	-0.95489131746406	0.339632661001007	0.640778910650264	124	-0.0728314890710385	12.3144600760456	-1.0204984623889	0.308424556068664	0.521123049067435	-6.46170021504174	Non-Significant
CHD1	2.16153741770261	0.0306538498018453	0.119052866368163	108	0.193844945355191	8.03450570342205	2.03086769508073	0.0432685206890339	0.123730054211576	-4.94246824881321	VIPER Significant
CHD2	-1.96087285325319	0.0498938567910214	0.169282728398108	119	-0.200118442622951	5.91947908745247	-1.64004190454792	0.102185094258457	0.240075462717041	-5.64724769035934	VIPER Significant
CHD3	-1.11535177807697	0.264699705234903	0.548064133274831	148	-0.137134904371585	5.05639163498099	-1.30865994412825	0.1917854390856	0.378948823742488	-6.1294524641417	Non-Significant
CHD4	-0.358720185023502	0.719804426599473	0.902031743641982	183	-0.0529083333333337	10.5297604562738	-0.763342964973253	0.445939161993598	0.654294202792895	-6.68926793752459	Non-Significant
CHD5	0.0727376977798682	0.942014849497235	0.982929393557581	41	0.0286602459016392	2.78716730038023	0.288777277759459	0.772978001111584	0.882649334003595	-6.93741651851594	Non-Significant
CHD6	0.328030063043595	0.742888932107295	0.912721188032795	105	-0.0717085382513662	5.36174144486692	-0.507229796763979	0.612416206256755	0.784483890758797	-6.85094101229322	Non-Significant
CHD8	0.442113324383046	0.658407202917113	0.876852631559713	109	0.0923529371584699	9.60414828897338	0.863485959688994	0.388652612193171	0.603083742217587	-6.60840207987994	Non-Significant
