TF	NES	p_value	FDR	regulon_size	logFC	AveExpr	t	P.Value	adj.P.Val	B	category
ALX4	-1.67356991281706	0.0942151557350249	0.289416281149335	14	-1.84891492685072	-3.69471645708538	-4.91847430943617	1.98559267870593e-06	1.91797397586618e-05	4.53059118091393	LogFC Significant
ANHX	0.094171063220253	0.92497327080522	0.999804859561379	9	-0.0626196235353423	-6.70033580408602	-0.802595918764923	0.423286681569742	0.556141649325017	-7.40626883684188	Non-Significant
ANKRD1	0.0757726739731496	0.939599956617789	0.999804859561379	13	-0.19577871857112	0.749537286482142	-0.617067199459816	0.537984840397364	0.656905076017531	-6.89462913653407	Non-Significant
ANKRD2	-3.3788315121699	0.000727946069317754	0.0184093164893283	60	-1.75729558611031	-3.12559066130472	-7.24323215020968	1.30188053982685e-11	3.15614545734297e-10	16.0032755404056	LUSC
ANKRD33	-1.93951051434644	0.0524392054890111	0.194015402997096	8	-0.938246974736373	-4.50068325295737	-2.99171082759539	0.00317091284630773	0.0134361787906749	-2.34334327127399	LogFC Significant
ANKRD49	-0.00145437833228898	0.998839574392192	0.999804859561379	16	-0.0869763836882952	4.82160885912578	-1.4475325342598	0.149519997394208	0.299137874754484	-6.50469649600901	Non-Significant
APBB1	0.546653843030864	0.584616570449269	0.861352268371468	50	0.248708412202541	3.63097670891168	1.91387739405897	0.0572523579095755	0.146458047686842	-5.59497309993691	Non-Significant
APBB2	0.115247661482835	0.908248821922575	0.998179367200467	34	0.104302630382578	5.86581966770932	1.23990851808333	0.216653586226264	0.337921172201087	-6.90708452328207	Non-Significant
APBB3	-0.217361687322813	0.827926486495614	0.979584900177126	113	-0.205392285901373	4.25397308967238	-2.08779203668107	0.0382509623378078	0.106200265687565	-5.32457967671724	Non-Significant
AR	1.472575418474	0.140865557084065	0.379864300915283	60	0.68525320643255	3.01450500312285	3.62485503632285	0.00037792290297871	0.00210750518805201	-0.995566702149657	LogFC Significant
ARGFX	0.00979774612192819	0.992182654710938	0.999804859561379	8	-0.345797156913158	-6.47286443735954	-2.66639243219047	0.00837871475461629	0.0307131017867314	-4.08519171705231	LogFC Significant
ARID1A	1.92017537587099	0.0548357508630037	0.199797838907443	40	0.10092030856926	6.87384527924812	1.62440427181314	0.106072308910263	0.230401824966339	-6.48782392642148	Non-Significant
ARID1B	-1.5326625051216	0.125359032101087	0.352725904049137	12	-0.226716306405261	6.3297341219611	-3.95372954878441	0.000111182460427489	0.000715159990053494	-0.216111592268333	LogFC Significant
ARID3A	-0.964537623017687	0.334776455329674	0.645215248511093	54	-0.357329960274953	3.35834783174442	-3.25556258252497	0.00135651731557174	0.00647236194282078	-2.22499166277822	LogFC Significant
ARID3B	-1.75047718126174	0.0800360082611245	0.258225389976587	40	-0.482925567007717	3.12442917096423	-5.0730922221989	9.84191098495173e-07	1.0140017865565e-05	4.67530883916531	LogFC Significant
ARID3C	-0.592449450878035	0.553549660661302	0.838673656311128	2	-0.215777085713437	-4.88378612775931	-0.891856958535738	0.373682687730005	0.507993621709474	-6.28808064307872	Non-Significant
ARID4A	2.54962949329738	0.0107837454909755	0.0627957817141154	99	0.281198886440897	5.67419036531583	4.38287718143806	2.00536063472207e-05	0.000155888758415013	1.49627288430534	LUAD
ARID4B	2.32974372398863	0.0198197001115815	0.0983155000596724	21	0.235881571533547	6.7813383795347	4.44871636115779	1.5246938689892e-05	0.000121702858380211	1.62519547519709	LUAD
ARID5A	-1.09781228195597	0.272286467259858	0.573399908516828	124	-0.49913118267877	3.59760233778448	-3.37109310125071	0.000919635403350303	0.00460732176182766	-1.89014417556958	LogFC Significant
ARID5B	-1.14745687726662	0.251192845720653	0.548528725057383	22	-0.24468156411431	6.54706330225558	-3.22369618539225	0.00150731971053679	0.00709279367397587	-2.69233269098892	LogFC Significant
ARNT	1.74019904678896	0.081824072957769	0.262176335840762	20	0.201727416450771	6.66036936175192	3.67919529092554	0.000310442231986374	0.00177356724114277	-1.2285108055657	LogFC Significant
ARNT2	1.72095379335382	0.085259208950912	0.270166799341297	11	0.0157343775039853	4.03747461123787	0.0854484629293115	0.932001623702844	0.954818494538814	-7.45430872654537	Non-Significant
ARNTL	1.06645113809984	0.286219755365496	0.58855218887337	6	-0.0542474550408966	4.6215620818884	-0.668629719966465	0.504604399684851	0.630566525438062	-7.3018596363507	Non-Significant
ARNTL2	-3.43067888015957	0.00060207286483345	0.0184093164893283	136	-1.58304170838344	5.13649537390647	-9.42983370761394	2.34842219647764e-17	1.42264061773763e-15	28.5166922313733	LUSC
ARX	3.47110278669795	0.000518325552769085	0.0184093164893283	54	3.06161677258625	-1.78818625103912	8.31787165208588	2.34021657634654e-14	8.76909136258984e-13	22.1288071234043	LUAD
ASCC1	0.280711789617909	0.778931465397218	0.95769480659915	36	-0.0769865036731956	4.92860511907027	-1.23021604240591	0.220251777773979	0.338735212131856	-6.80614462370581	Non-Significant
ASCC2	-2.5134353778612	0.0119561680212194	0.0680451602114156	43	-0.328988886262921	5.95166254707665	-4.73474223774111	4.48306994302525e-06	4.00923545027738e-05	2.90336114455848	LUSC
ASCL1	0.505857932875193	0.612956385620775	0.874718015528988	8	0.688391267608908	-2.18824009035414	1.25178009908166	0.212304803729808	0.337921172201087	-6.02385407592074	Non-Significant
ASCL2	-2.19941051311068	0.0278487457709939	0.125726135402082	18	-1.14481534105738	-0.964696659764129	-4.592333409623	8.30219474359601e-06	7.01228516651507e-05	3.00565310420214	LUSC
ASCL3	-0.362505594167219	0.716974243873612	0.926648564566493	4	-0.230378107606062	-5.1981831855703	-0.906498003171795	0.365907015035729	0.500269872030633	-6.32792515490263	Non-Significant
ASCL4	-1.49482114893563	0.134961125290763	0.367892673960846	2	-1.6541847019638	-4.9627947282627	-5.05219744549732	1.08304807348603e-06	1.10400609510036e-05	5.10417187683031	LogFC Significant
ASCL5	0.312796436714734	0.754435322734424	0.945499705864169	4	1.18301019279213	-2.98546895792991	4.55322926018452	9.80988736727728e-06	8.15396812432655e-05	2.97938488318819	LogFC Significant
ASH1L	0.893187848184304	0.371756584524663	0.677939469656162	48	0.163306807196487	7.16228664428652	2.47214219354385	0.0143772126661908	0.0481695314545553	-4.82387942648301	LogFC Significant
ASXL1	0.00547293704507524	0.995633249829073	0.999804859561379	4	-0.0552310137714597	6.97012054611277	-1.07682835076287	0.283025178034528	0.411462750970373	-7.234933798982	Non-Significant
ASXL2	-0.782266694123731	0.43405785610062	0.737751466079649	64	-0.118268003777505	6.5086184273603	-2.02634398759068	0.0442333626993663	0.119231851590208	-5.71841799689752	Non-Significant
ASXL3	0.186758186741782	0.851850232172735	0.989548990740305	12	0.208518841646649	0.34146590511245	0.905003331220498	0.366696117742486	0.501025659786917	-6.63209931972796	Non-Significant
ATAD2	-2.29581682151201	0.0216863572191544	0.104229405869094	204	-0.518756165301872	6.37048557321812	-4.90633250267603	2.09677193181182e-06	2.01389838660204e-05	3.58681465101172	LUSC
ATAD2B	-0.892973755583087	0.371871227257885	0.677939469656162	13	-0.199251938502929	5.36320996817736	-3.09157197328142	0.00231410268272494	0.0102663844039356	-2.94483171694826	LogFC Significant
ATF1	-0.470259196199068	0.638169845953403	0.888705203855649	25	-0.083200822157984	5.40133047514063	-1.3898526593486	0.166322432488235	0.323874303520447	-6.65468005791849	Non-Significant
ATF2	0.894488377056296	0.371060645789181	0.677939469656162	63	0.205377745418027	6.55800654422417	4.24047108952831	3.59093359272008e-05	0.000262276800343267	0.832490715991384	LogFC Significant
ATF3	0.598868650666959	0.549260478168365	0.836239703419619	12	0.0699133004791982	6.19282691877115	0.41799680593434	0.676457060213931	0.772837763045489	-7.62818882262156	Non-Significant
ATF4	-2.87177166480639	0.00408177776727946	0.0313449231618331	39	-0.26091666538088	8.04511130487494	-3.87705125876465	0.000148930783672863	0.000926579271057258	-0.713941196829374	LUSC
ATF5	-2.88328082074727	0.00393556419820036	0.0308929467503472	71	-0.539034900961497	4.73556853510658	-4.69078933819639	5.4298386485021e-06	4.78777975164925e-05	2.85760115893718	LUSC
ATF6	1.99224163725721	0.0463445518176098	0.176004167488805	64	0.327348639765775	7.15349052284627	5.65093816331712	6.29018924840934e-08	8.21356351281903e-07	6.89635000839636	LUAD
ATF6B	-0.164812253122864	0.869091759337991	0.990922442968231	48	-0.02748534475108	6.59084081076656	-0.308583976001961	0.758001577795201	0.832253854680211	-7.71843963380064	Non-Significant
ATF7	1.69015748093767	0.0909978304081675	0.28343355238761	26	0.0843371438181665	5.48428706071314	1.57354673890175	0.1173813807146	0.24898161479963	-6.3949641017017	Non-Significant
ATF7IP	-1.30841461895213	0.190732716821469	0.465497781578354	32	-0.275320338587047	6.478374415824	-3.76127298522324	0.000229699510231696	0.0013596009395894	-0.921619052370063	LogFC Significant
ATF7IP2	-0.10487150120208	0.916477772988815	0.999804859561379	9	0.0797346499717455	3.4338507919657	0.628277620502722	0.530633445762101	0.651195309804661	-7.19137270228316	Non-Significant
ATMIN	-0.170768421358551	0.864405860400188	0.989548990740305	36	0.00245733105901191	6.62776891126333	0.0459216534066477	0.963424561382444	0.976395583160866	-7.76989129352758	Non-Significant
ATOH7	-0.831137899601115	0.405895731633393	0.719086882585085	11	-0.964984385923243	-4.70961784072984	-3.30330826831483	0.00115664091483818	0.00562523459738658	-1.43112604888403	LogFC Significant
ATOH8	3.25418480756744	0.00113718274602689	0.0184093164893283	106	1.69792087559213	2.01187733130232	6.92891845226648	7.62133743898896e-11	1.63292369229639e-09	14.0033798189742	LUAD
ATP1B4	0.0299469372232703	0.976109372127944	0.999804859561379	7	0.135482993566844	-6.44554611131389	1.0372870586246	0.301019728577089	0.43192222841117	-7.01884082938221	Non-Significant
ATXN1	-0.73027662454495	0.465221113588833	0.764835693289661	16	-0.0684949573790067	6.20145317709337	-1.10024812061821	0.272720926879922	0.399599098310108	-7.11147109339986	Non-Significant
ATXN1L	-0.33240652684145	0.739582310778853	0.94045611939153	23	-0.077078278776073	6.32277857733519	-1.29883187953648	0.195694275040288	0.337921172201087	-6.88954368596752	Non-Significant
ATXN7L3	-2.12705638787913	0.0334153983221765	0.140442542320612	9	-0.119960461448038	6.2571933054451	-2.03310918878615	0.0435379006258311	0.117750178647145	-5.67337348729213	VIPER Significant
BACH1	-1.75691066951683	0.078933036737562	0.256596231077285	24	-0.35419677843061	6.74742565179399	-5.28240898022803	3.71782828306639e-07	4.17720048602598e-06	5.21720301312436	LogFC Significant
BACH2	-2.01249304737856	0.0441679888496642	0.170208880918401	39	-0.785487795695541	2.75677044649792	-5.56538972303215	9.56745411680192e-08	1.2065662210349e-06	6.97047601478605	LUSC
BAHD1	0.471668332217933	0.637163544267429	0.888705203855649	27	0.0327428969875229	4.61915420620321	0.368591230634164	0.712873740070364	0.798751362704405	-7.457358323747	Non-Significant
BARHL1	0.89423902425846	0.371194016717989	0.677939469656162	4	-0.0239279391578838	-6.67419685976304	-0.399645385979295	0.689900459199703	0.783023866825132	-7.63513518693533	Non-Significant
BARHL2	-0.0178680523529875	0.985744115472918	0.999804859561379	2	-0.176149793022041	-6.49788801150401	-1.33633837664831	0.183157279299501	0.337921172201087	-6.71058526468132	Non-Significant
BARX1	-2.19040529098054	0.0284948566459959	0.128058682107128	31	-1.56229675979793	-1.88886775535705	-2.82144359458131	0.00532834961946528	0.0209195585785132	-2.95568546164216	LUSC
BARX2	0.787887354463812	0.430762598544827	0.735886105847412	7	0.638745268840097	1.72424317677373	1.85622471120155	0.0650869086903166	0.162433174870792	-5.48810657304607	Non-Significant
BASP1	-1.41961878844179	0.155718692551752	0.408939677564013	19	-0.403211480759215	5.3830343199451	-2.72219146771203	0.00713492629119353	0.0268635232105456	-3.97495842265416	LogFC Significant
BATF	1.03469250525719	0.300812537277045	0.606150839909311	162	0.605580657098198	1.82098335736741	3.75441992473032	0.000235594532833904	0.00139010385855996	-0.42451644612042	LogFC Significant
BATF2	0.806594616232023	0.419900076526391	0.729739838876748	54	0.600713365181487	3.16503339033342	3.26539819383047	0.00131288522542113	0.00628717086210988	-2.17361665199268	LogFC Significant
BATF3	0.351099243609443	0.725513895383609	0.928063110413319	71	0.317815160310477	1.42425474646334	2.12990214252908	0.0345639878552795	0.0978809664424147	-4.92154629592018	Non-Significant
BAZ1A	-0.689162579559157	0.490720962456712	0.786990253980106	22	-0.125480891179601	6.97136736149391	-1.47265776794684	0.142622629581292	0.288660215132989	-6.73320255906311	Non-Significant
BBX	-2.03720742934942	0.0416292596641142	0.163986632676873	47	-0.38828168946197	6.84291837971148	-4.9787844805087	1.51274498502111e-06	1.49529023519395e-05	3.84471801190051	LUSC
BCL11A	-3.24797740807472	0.00116228498771036	0.0184093164893283	67	-2.09037677824609	3.23206002159824	-11.4357166369553	5.08461749772785e-23	6.99286070241566e-21	41.5925454114907	LUSC
BCL11B	-2.14369452177768	0.0320573714402434	0.137034896869073	62	-1.0974744575795	3.58879586016925	-7.22741904691657	1.42429949750472e-11	3.42808791549124e-10	15.5091364688965	LUSC
BCL3	-0.0516804766883179	0.958783293793775	0.999804859561379	16	0.0247977050034742	4.7646761982947	0.224357704535611	0.822738238752207	0.87923928967458	-7.51729586072988	Non-Significant
BCL6	-1.63537445999812	0.101970573022778	0.306674971860422	8	-0.306811662462353	6.37805595444023	-4.12824290622863	5.62742579354406e-05	0.000391150411553204	0.42581421781626	LogFC Significant
BCL6B	1.13227436422046	0.257519104385695	0.554107539345338	41	0.258524632110858	4.02003475383841	2.47101497535423	0.0144210538577824	0.0482846260433687	-4.44763857077603	LogFC Significant
BCL9	2.36568282483955	0.0179968550830968	0.0917656900049275	46	0.474108340739331	5.72751798331323	5.82620068355277	2.63041574789435e-08	3.67925606782166e-07	7.91701162244708	LUAD
BCL9L	1.04441254950128	0.296294559918501	0.601268455430574	79	0.249502372701116	5.04421609955784	1.86309514930298	0.0641087933182491	0.160440665754804	-5.85164741221073	Non-Significant
BCLAF1	-0.679359577765328	0.496910055463487	0.794818711326548	41	-0.0522083050492044	7.96839376959568	-1.09521320600089	0.2749140591179	0.402198746830931	-7.34793825213348	Non-Significant
BCLAF3	3.25160870089043	0.00114753886083669	0.0184093164893283	76	0.456226816503383	4.23731171819342	6.03079250102813	9.30950110422983e-09	1.40227172850109e-07	9.09182005390919	LUAD
BCOR	3.01373422334502	0.00258053761358873	0.024646026544392	34	0.252294462605665	5.93789777129863	3.2207617426852	0.00152196264429411	0.00714781643909093	-2.62625782633021	LUAD
BCORL1	0.850684821240879	0.394944457158282	0.704656673562156	23	0.00903740720481132	4.28519643866581	0.0921502088468779	0.926683104563677	0.951054746860297	-7.48231241642942	Non-Significant
BCORP1	-0.779325864367683	0.435787782499018	0.739440587027472	43	-1.83249080670351	-3.52781867709911	-3.46343226933786	0.000669141608973694	0.00348729413296143	-0.948317822933381	LogFC Significant
BEND3	-0.356607159693587	0.721385916788365	0.927826060709236	9	-0.0472371771924127	2.84511852266454	-0.475660638882904	0.63490377909145	0.739290032329867	-7.20871127821192	Non-Significant
BEND5	-0.792961203155479	0.427800427042564	0.734687422593881	7	-0.448992592996933	0.755463652261483	-2.53028315377539	0.012270675006112	0.0422466555048047	-3.94502234706568	LogFC Significant
BHLHA15	-0.523946311894552	0.600315882142974	0.872042376880141	41	0.162626568386863	-1.90712831158576	0.608109296889813	0.543895949673384	0.662216808515093	-6.63942032201856	Non-Significant
BHLHA9	0.000456620060322178	0.999635669916377	0.999804859561379	3	-0.0982077516097923	-6.7146358060319	-1.97673318660497	0.0496278985992506	0.130949714706843	-5.79649736373844	Non-Significant
BHLHE22	0.996632427144144	0.318942960025688	0.626599360556205	76	0.332441660114552	1.78031168706438	2.30494949183598	0.0223321607960341	0.0690125659360169	-4.58328661324148	Non-Significant
BHLHE40	-0.3542221500713	0.72317240501927	0.928063110413319	4	0.0750358797923973	8.66732849796638	0.766777257393903	0.444237372274578	0.576184918960165	-7.75054476120778	Non-Significant
BHLHE41	-0.322824774331031	0.746827949519256	0.945417360166468	57	-0.305645417211716	5.18944515544665	-2.05281441151283	0.0415650594720169	0.113428346962744	-5.50414287968715	Non-Significant
BICRA	-0.823350825072788	0.410308518708659	0.722445060548374	21	-0.210439287178946	2.4902402974673	-2.1423763440033	0.0335323481046061	0.0956032645479038	-5.01386243131989	Non-Significant
BICRAL	3.1158174261946	0.00183435805026671	0.0208189515869451	88	0.336409083376658	5.564976508594	5.70769500234133	4.75169564897074e-08	6.34798594889801e-07	7.35852896623711	LUAD
BMI1	0.770358075722781	0.441087515206828	0.745285801556365	6	0.0555440021305775	5.76972156921285	0.777222087599196	0.438067212106238	0.570041891196472	-7.36073689218687	Non-Significant
BMP2	1.64509913714227	0.0999493685229163	0.302407050244788	23	0.618613884091518	4.2159266598117	3.10357238558495	0.0022269762706497	0.00993877517174886	-2.77778656424471	LogFC Significant
BMP4	2.46147156617021	0.0138368365031367	0.0755385992793524	35	1.16786964317583	2.80043268794347	5.68611308445577	5.28762324864326e-08	7.00875219146811e-07	7.54246306545476	LUAD
BNC1	-3.58438458230547	0.00033787393201409	0.0184093164893283	172	-6.85437596303626	0.590976924385016	-21.8582979004276	4.05104801155323e-52	2.2904625457322e-48	107.568161916413	LUSC
BNC2	-0.161577721224982	0.871638402638665	0.991209871137463	98	-0.177452886171272	3.89615681034267	-1.16788305749751	0.244427619481723	0.367681915719137	-6.76083972788346	Non-Significant
BPTF	1.27093500977015	0.203751770207331	0.482124749721579	22	0.155040312327928	7.04909326368922	2.44505557742881	0.0154641450656282	0.0511016113982661	-4.87383741928043	Non-Significant
BRCA1	-2.35803140914843	0.0183721384036969	0.092737753902078	186	-0.675334234430402	4.68476041466039	-5.69495664729634	5.06122870282882e-08	6.73496708538805e-07	7.39346103632347	LUSC
BRCA2	-2.83582986759346	0.00457067870562286	0.0331497960996257	31	-0.524592548907578	3.91109418032074	-5.34299251641419	2.79119764800746e-07	3.21851084333803e-06	5.81471656877062	LUSC
BRD1	-0.471950512650695	0.636962111980872	0.888705203855649	31	-0.203824667030938	4.74558956889908	-2.24888523069011	0.0257550578828333	0.0775440432770757	-5.03998598857977	Non-Significant
BRD2	-1.17232204858398	0.241067782649879	0.535143840158681	11	-0.145990238474838	8.20280220927437	-3.16486695242786	0.00182737354629103	0.00835619430954036	-3.08733497252392	LogFC Significant
BRD3	-0.670413614256588	0.502594158279712	0.800093198431612	26	-0.132882674544816	4.44261805866744	-1.54728735618483	0.123583410448083	0.25902732614141	-6.31267934460783	Non-Significant
BRD4	-2.7901022758777	0.00526913938107544	0.0365024172985536	84	-0.548700627938097	5.65121123303724	-7.19191190204728	1.74213655732325e-11	4.12519129157519e-10	15.104984169607	LUSC
BRD7	-0.639711104505257	0.522360434794522	0.814768721663195	23	-0.0654934368497809	5.29927613051079	-0.930515666808147	0.353373901538915	0.487378124103896	-7.1728601702688	Non-Significant
BRD9	-0.790627691753097	0.429161282496138	0.735652744483568	33	-0.23292282430957	5.59594884501585	-2.80803074358007	0.00554531939957373	0.0216478038332726	-3.77208423437219	LogFC Significant
BRDT	1.76020788119111	0.0783725662003932	0.256095780125273	10	2.14986728703922	-1.99643352343273	3.46214035364061	0.00067215509141699	0.00349798363487881	-1.05480624547466	LogFC Significant
BRMS1	-0.960135384431973	0.336987081909214	0.647234271085671	87	-0.306576501984154	4.55045835976613	-3.21023477603748	0.0015755866870746	0.00736499211450287	-2.495959887666	LogFC Significant
BRMS1L	0.436488233309672	0.662482534588043	0.899883307631763	8	-0.128126443181925	4.33403861230355	-1.64361258622937	0.102034678772267	0.223538841176458	-6.14827149245637	Non-Significant
BRPF1	-0.401516805489926	0.688039667709317	0.911788715321912	51	-0.0601966096742905	4.41864625040862	-0.877577881600283	0.381364678694868	0.515462256695364	-7.11680313567162	Non-Significant
BRPF3	3.26630870655302	0.00108959396367561	0.0184093164893283	42	0.543296402697627	6.230515454306	7.33792926832462	7.58470061067786e-12	1.92017450385549e-10	15.8602947379654	LUAD
BRWD1	1.19965401066302	0.230273740948318	0.518028697328109	17	0.0321868153213641	6.66724143952302	0.525784811828326	0.599697065854561	0.710471803247234	-7.6373517667656	Non-Significant
BRWD3	0.0509585918952048	0.959358516532932	0.999804859561379	21	-0.100488801564679	5.76848803896707	-1.36554610324756	0.173817557468969	0.3349928895653	-6.73246371194303	Non-Significant
BSX	0.0336487500602092	0.973157247331339	0.999804859561379	5	0.00620181561541001	-6.65933455093681	0.0753212368201304	0.940044346467341	0.960756323973912	-7.70471112683809	Non-Significant
BTBD18	0.0553714553332228	0.955842536282277	0.999804859561379	5	-0.223778397430005	-3.9030081493479	-0.987639021664028	0.324680156661597	0.457409993978528	-6.19085989668241	Non-Significant
CALCOCO1	2.81594178936399	0.00486344778095114	0.0345253236463987	89	0.212040753454142	6.83411701428855	2.78407015063178	0.00595301922083988	0.0230168935545671	-3.9895699480444	LUAD
CAMTA1	0.0343711449084533	0.972581192898317	0.999804859561379	28	0.152653983286663	4.76354768003089	1.7842579572608	0.0760979948251381	0.181986693218407	-5.9602634979863	Non-Significant
CAMTA2	0.740546834761645	0.458968253857978	0.757033844007125	135	0.114621895049499	4.86754426409978	1.34607383317276	0.180003387338491	0.337921172201087	-6.65066710778911	Non-Significant
CARF	2.51803306912309	0.0118012240529962	0.0675002385802976	72	0.29025350100073	3.93896579163054	3.57435118769768	0.00045283547364419	0.00247375050046788	-1.26557997651433	LUAD
CASZ1	0.418884661520213	0.675300427424686	0.906870694315637	14	-0.231109961411446	3.08989778304025	-1.7361588389915	0.0842790821810876	0.19545003911622	-5.85302055740854	Non-Significant
CBFA2T2	-2.14089480808058	0.0322825219349262	0.137405903744209	15	-0.412154275515428	5.45967396561844	-5.26245375227766	4.08404146835588e-07	4.56146914308071e-06	5.27786346826402	LUSC
CBFA2T3	-0.476862125439824	0.633460303482719	0.887049657008965	32	-0.413706453222311	1.96327269637113	-3.42808916306439	0.000756322123443799	0.00388631804236708	-1.53157236095355	LogFC Significant
CBFB	-0.475393293876163	0.634506673460092	0.887049657008965	25	-0.0594186828093716	6.54005135780093	-1.15124818953238	0.251185821714317	0.375263254859068	-7.09697821150817	Non-Significant
CBX1	-2.40009310582757	0.0163909021925265	0.0855307078046383	103	-0.364450303218689	6.69710403945394	-4.57795325442968	8.82865624559373e-06	7.40733720879278e-05	2.1606090439149	LUSC
CBX2	-1.83459940966415	0.0665650662215697	0.228988387053311	73	-0.811842299393836	3.29750368682898	-3.96147621403147	0.000107921703008836	0.000697802259124222	0.156208367253349	LogFC Significant
CBX3	-0.0602615464212223	0.951947327770264	0.999804859561379	51	0.0326071241228251	7.83523811940376	0.498973996495903	0.618418433899489	0.726427526025148	-7.80523004528149	Non-Significant
CBX4	0.686012079538691	0.492705491123199	0.78872137981395	33	0.291279403028984	3.71031943573564	3.21217344617517	0.00156558121505119	0.00732629811560555	-2.39630416777784	LogFC Significant
CBX5	0.901786560099685	0.367170260569092	0.676738581177345	14	0.0769835205565616	7.11166032728044	0.893435496675926	0.372839419476991	0.507145327439352	-7.43380177516934	Non-Significant
CBX7	1.18475072441442	0.236116020449663	0.528237288511551	109	0.128701298398142	4.84604175698052	1.18968644278993	0.235766007671719	0.357343043760967	-6.84519929174102	Non-Significant
CBX8	0.664822594986601	0.506163968972827	0.800343630394276	38	0.228612379523654	2.41567590873011	1.89370598673552	0.0598984310509649	0.151890744130134	-5.49643322914914	Non-Significant
CC2D1A	-0.512104817689937	0.6085776529749	0.873889277451561	60	-0.241192895084924	4.42810576653421	-2.08271647299274	0.0387173487594701	0.107179360731933	-5.35487045236386	Non-Significant
CC2D1B	1.40737314984804	0.159316768687178	0.413316403640336	22	0.244246423462682	5.51915277040855	3.60461930003374	0.000406415588993331	0.00224987637744937	-1.3433908990048	LogFC Significant
CCAR1	-1.66649461056691	0.0956149407510466	0.292375062357462	22	-0.0612397551421305	6.85858688906419	-1.3504395352434	0.178602366712421	0.337921172201087	-6.88987959627395	Non-Significant
CCAR2	-0.120001151955859	0.904482235425054	0.997055212840934	27	-0.157364934069981	5.59812112561565	-2.1953584812233	0.0294412930415215	0.0863238051115451	-5.2567986272574	Non-Significant
