cohort	TR_Source	n	skewness	skew_fdr	is_skewed	mean_NES	Cohort
DEPMAP_LUAD	ABHD14B	76	0.264489893533174	0.582214332822365	FALSE	3.67106869343883	CellLines
DEPMAP_LUAD	CREB3L2	76	-0.0552764233680223	0.902248212293096	FALSE	0.635878536261767	CellLines
DEPMAP_LUAD	CREBRF	76	0.167356524759844	0.690596991453569	FALSE	0.55854510339881	CellLines
DEPMAP_LUAD	CRY2	76	0.243861402806279	0.582214332822365	FALSE	0.26981768407137	CellLines
DEPMAP_LUAD	CSRNP1	76	0.450576834371884	0.281064101574014	FALSE	1.0874058870595	CellLines
DEPMAP_LUAD	E2F5	76	-0.505395600990218	0.259856042708424	FALSE	1.84467460588383	CellLines
DEPMAP_LUAD	ELF3	76	0.022370446993626	0.956700622423152	FALSE	1.67305698860623	CellLines
DEPMAP_LUAD	ETV1	76	0.549289478407074	0.224044414232143	FALSE	-0.581071175956934	CellLines
DEPMAP_LUAD	FOXA3	76	1.03661864421518	0.00348479170220652	TRUE	-1.28378634564309	CellLines
DEPMAP_LUAD	FOXD2	76	0.144738105380114	0.69631108272912	FALSE	0.491369277783987	CellLines
DEPMAP_LUAD	MAGED2	76	0.239295584034439	0.582214332822365	FALSE	3.30062502363593	CellLines
DEPMAP_LUAD	MXD4	76	0.115464397377256	0.75409265102323	FALSE	1.07575753297262	CellLines
DEPMAP_LUAD	NCOA7	76	0.245628326049288	0.582214332822365	FALSE	0.309978622677632	CellLines
DEPMAP_LUAD	NFATC4	76	0.284248704938519	0.568405279753701	FALSE	0.701897721320685	CellLines
DEPMAP_LUAD	NR3C2	76	0.627403242904555	0.13202178783224	FALSE	-0.916591594901468	CellLines
DEPMAP_LUAD	PHC2	76	0.0152554054226574	0.956700622423152	FALSE	4.85150123893731	CellLines
DEPMAP_LUAD	WWC2	76	-0.453781488952432	0.281064101574014	FALSE	1.33430110739544	CellLines
DEPMAP_LUAD	XBP1	76	1.27929500701039	0.000163912913943473	TRUE	-1.20496321668969	CellLines
DEPMAP_LUAD	ZBTB18	76	0.819129609401262	0.0220312430528003	TRUE	-0.560873011016648	CellLines
DEPMAP_LUAD	ZNF117	76	0.457443849285307	0.281064101574014	FALSE	0.429404984322279	CellLines
DEPMAP_LUAD	ZNF141	76	0.499509496137227	0.259856042708424	FALSE	0.428460074229542	CellLines
DEPMAP_LUAD	ZNF19	76	0.151704631308494	0.69631108272912	FALSE	-0.20900756373465	CellLines
DEPMAP_LUAD	ZNF254	76	-0.383927099045775	0.380439508596258	FALSE	0.221966312242056	CellLines
DEPMAP_LUAD	ZNF281	76	0.19841346465155	0.64707708904404	FALSE	1.62373105429904	CellLines
DEPMAP_LUAD	ZNF33A	76	0.963659500260851	0.00624415188066619	TRUE	0.0248920508587967	CellLines
DEPMAP_LUAD	ZNF33B	76	-0.222919136513793	0.602470006328395	FALSE	1.2911014542342	CellLines
DEPMAP_LUAD	ZNF341	76	-0.165046003785074	0.690596991453569	FALSE	1.41134177088559	CellLines
DEPMAP_LUAD	ZNF444	76	0.858921733045828	0.0173305756288563	TRUE	1.29541118578761	CellLines
DEPMAP_LUAD	ZNF540	76	0.312688228105204	0.514921960865816	FALSE	-3.18667413215119	CellLines
