analysis_definition	system	activity_cohort	TF	n_samples	half_sample_threshold	n_promoter_accessible	fraction_promoter_accessible	system_promoter_accessible	mean_LUAD_NES	mean_NES_nonnegative
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	IRF7	22	11	22	1.0	TRUE	5.87120412758395	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	IRX3	22	11	22	1.0	TRUE	2.00546893432855	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	JADE1	22	11	22	1.0	TRUE	1.19689953909206	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	KANK2	22	11	22	1.0	TRUE	8.00255624599019	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	KAT2B	22	11	22	1.0	TRUE	4.56452160687931	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	KLF2	22	11	22	1.0	TRUE	2.9763096269425	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	KLF9	22	11	0	0.0	FALSE	1.59365052905298	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	LHX9	22	11	21	0.9545454545454546	TRUE	2.67224672451943	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	LIMD1	22	11	22	1.0	TRUE	6.70643310902033	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	LMO3	22	11	22	1.0	TRUE	2.94068533480765	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	LPIN2	22	11	22	1.0	TRUE	4.21882144522648	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	LYL1	22	11	22	1.0	TRUE	3.68836052007783	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MAGEC3	22	11	7	0.3181818181818182	FALSE	-0.935706317722992	FALSE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MAGED2	22	11	22	1.0	TRUE	8.35806459495649	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MAGEE2	22	11	0	0.0	FALSE	1.23385392447935	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MDFIC	22	11	22	1.0	TRUE	4.28200362750224	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MEF2C	22	11	22	1.0	TRUE	5.26142500917214	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MEF2D	22	11	22	1.0	TRUE	3.97643859157333	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MEIS3P1	22	11	0	0.0	FALSE	1.58101258244775	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MEIS3P2	22	11	0	0.0	FALSE	0.693978387902923	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MESP1	22	11	22	1.0	TRUE	4.91558425445857	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MITF	22	11	22	1.0	TRUE	1.97405581425123	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MLLT3	22	11	22	1.0	TRUE	3.68556019946152	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MLLT6	22	11	22	1.0	TRUE	4.96626195809783	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MSANTD1	22	11	0	0.0	FALSE	4.16880126955788	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MXD4	22	11	22	1.0	TRUE	4.44392740904078	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MYRF	22	11	22	1.0	TRUE	3.03802092614382	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	MYRFL	22	11	0	0.0	FALSE	1.66641930888815	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NANOGP1	22	11	0	0.0	FALSE	-0.00247655693586349	FALSE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NCOA7	22	11	22	1.0	TRUE	3.85216585680798	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NEUROG3	22	11	0	0.0	FALSE	-0.126409706311773	FALSE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NFATC2	22	11	22	1.0	TRUE	1.6668693447914	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NFATC4	22	11	22	1.0	TRUE	3.63066285829657	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NFE2	22	11	22	1.0	TRUE	1.90716046954161	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NKX2-1	22	11	22	1.0	TRUE	3.59121002517	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NOTO	22	11	20	0.9090909090909091	TRUE	-0.0453701153807665	FALSE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NR0B2	22	11	22	1.0	TRUE	2.5338614265596	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NR1H4	22	11	0	0.0	FALSE	0.45878574363879	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NR2F1	22	11	22	1.0	TRUE	1.44984740066213	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NR2F6	22	11	22	1.0	TRUE	6.34606086392718	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	NR3C2	22	11	22	1.0	TRUE	4.62937391164314	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	OLIG1	22	11	21	0.9545454545454546	TRUE	0.847419005674374	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ONECUT1	22	11	22	1.0	TRUE	1.06010006859526	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	PHC2	22	11	22	1.0	TRUE	8.73096313861103	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	POU1F1	22	11	0	0.0	FALSE	-0.396982890984428	FALSE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	PPARGC1A	22	11	22	1.0	TRUE	1.17547889433161	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	PRDM16	22	11	22	1.0	TRUE	1.17665399423207	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	PRDM8	22	11	22	1.0	TRUE	1.47696953403492	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	RARA	22	11	22	1.0	TRUE	7.39485252583488	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	RORB	22	11	22	1.0	TRUE	1.41946980581635	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	RORC	22	11	22	1.0	TRUE	4.71638234602674	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	SAMD11	22	11	22	1.0	TRUE	1.43461515024081	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	SMAD6	22	11	22	1.0	TRUE	1.64804462499274	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	SMAD7	22	11	22	1.0	TRUE	2.04620328613556	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	SP110	22	11	22	1.0	TRUE	3.03325699113213	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	SP5	22	11	22	1.0	TRUE	0.691548364566159	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	SPDEF	22	11	22	1.0	TRUE	3.71084519007246	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	TBX15	22	11	0	0.0	FALSE	2.14049034348362	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	TBX4	22	11	22	1.0	TRUE	0.685650734208334	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	TBXT	22	11	0	0.0	FALSE	-0.119673946775767	FALSE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	TCF21	22	11	0	0.0	FALSE	3.6112891718432	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	TFCP2L1	22	11	22	1.0	TRUE	3.04870949867569	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	TOX3	22	11	22	1.0	TRUE	3.7088476828776	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	TP53INP1	22	11	22	1.0	TRUE	-0.607358689439888	FALSE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	VDR	22	11	22	1.0	TRUE	5.63839163621946	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	VENTX	22	11	0	0.0	FALSE	2.64319048671033	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	VSX1	22	11	0	0.0	FALSE	1.78223177590866	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	WTIP	22	11	21	0.9545454545454546	TRUE	3.22609279653159	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	WWC1	22	11	22	1.0	TRUE	5.94385560499317	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	WWC2	22	11	22	1.0	TRUE	3.69844054143666	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	XBP1	22	11	22	1.0	TRUE	1.38467043956622	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZBTB10	22	11	22	1.0	TRUE	1.76364879203115	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZBTB16	22	11	22	1.0	TRUE	2.19329373794059	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZBTB18	22	11	22	1.0	TRUE	2.7129559504431	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZBTB42	22	11	22	1.0	TRUE	5.04513990232523	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZBTB46	22	11	22	1.0	TRUE	3.36099785883395	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZFHX2	22	11	22	1.0	TRUE	1.46013403182178	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZFP2	22	11	22	1.0	TRUE	1.62800019344276	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZFP57	22	11	0	0.0	FALSE	0.944491156127686	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZMYND15	22	11	22	1.0	TRUE	4.53957897699354	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF117	22	11	22	1.0	TRUE	1.45397263073166	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF141	22	11	22	1.0	TRUE	1.93869288473252	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF19	22	11	22	1.0	TRUE	3.51263691428844	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF214	22	11	22	1.0	TRUE	2.11113165828075	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF239	22	11	22	1.0	TRUE	0.753954177831367	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF254	22	11	22	1.0	TRUE	1.48441996619309	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF281	22	11	22	1.0	TRUE	3.15495766754712	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF33A	22	11	22	1.0	TRUE	1.03386505705428	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF33B	22	11	22	1.0	TRUE	1.3727921999881	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF341	22	11	22	1.0	TRUE	3.3306570610196	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF382	22	11	19	0.8636363636363636	TRUE	0.847219961420617	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF396	22	11	22	1.0	TRUE	3.11536646866569	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF429	22	11	22	1.0	TRUE	1.05333986414706	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF441	22	11	22	1.0	TRUE	0.632913252771396	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF444	22	11	22	1.0	TRUE	3.24278335615053	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF467	22	11	22	1.0	TRUE	4.51810667305064	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF483	22	11	22	1.0	TRUE	1.97093820238513	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF486	22	11	22	1.0	TRUE	0.348905588052191	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF493	22	11	22	1.0	TRUE	0.326999896418354	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF540	22	11	22	1.0	TRUE	1.45945279939804	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF541	22	11	17	0.7727272727272727	TRUE	3.56071102166037	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF597	22	11	22	1.0	TRUE	1.15499234061918	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF608	22	11	22	1.0	TRUE	1.53786962642159	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF620	22	11	22	1.0	TRUE	3.15567860437697	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF662	22	11	19	0.8636363636363636	TRUE	1.2131288714133	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF671	22	11	21	0.9545454545454546	TRUE	0.347503739601032	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF678	22	11	22	1.0	TRUE	2.72591062384592	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF681	22	11	22	1.0	TRUE	0.322462882337443	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF69	22	11	22	1.0	TRUE	2.36618827283218	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF710	22	11	22	1.0	TRUE	3.6465414595342	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF717	22	11	22	1.0	TRUE	0.367229029961227	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF737	22	11	22	1.0	TRUE	-0.0999473010674684	FALSE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF75D	22	11	22	1.0	TRUE	1.96492041190927	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF763	22	11	22	1.0	TRUE	0.964336139165812	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF792	22	11	22	1.0	TRUE	1.40105403571638	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF835	22	11	21	0.9545454545454546	TRUE	1.17400060373385	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF852	22	11	22	1.0	TRUE	1.5992315126802	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZNF860	22	11	22	1.0	TRUE	1.28597039147626	TRUE
SENS_legend_promoter_tcga_cpm1_both	patient	TCGA	ZSCAN16	22	11	22	1.0	TRUE	2.19861115410941	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	ABHD14B	13	7	7	0.5384615384615384	TRUE	3.83411957772496	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	ABRA	13	7	0	0.0	FALSE	-2.58966960289918	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	APBB1	13	7	2	0.15384615384615385	FALSE	-0.548273862954927	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	ARX	13	7	1	0.07692307692307693	FALSE	-0.341629895903198	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	ASCL5	13	7	0	0.0	FALSE	-0.251337243056997	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	ATOH8	13	7	0	0.0	FALSE	-0.664202793343812	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	BATF3	13	7	1	0.07692307692307693	FALSE	-0.646858830263657	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	BCLAF3	13	7	5	0.38461538461538464	FALSE	0.46907160972623	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	CIITA	13	7	1	0.07692307692307693	FALSE	-2.13388212412719	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	CREB3L2	13	7	10	0.7692307692307693	TRUE	1.80368249437254	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	CREBRF	13	7	8	0.6153846153846154	TRUE	1.6952670193717	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	CRY2	13	7	10	0.7692307692307693	TRUE	1.19677696752484	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	CSRNP1	13	7	4	0.3076923076923077	FALSE	1.45358366021724	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	DMRTC2	13	7	1	0.07692307692307693	FALSE	-0.845846757832656	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	DRGX	13	7	0	0.0	FALSE	0.0228448660821765	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	E2F5	13	7	5	0.38461538461538464	FALSE	1.74103075558624	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	ELF3	13	7	8	0.6153846153846154	TRUE	2.23246810365467	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	ELF5	13	7	0	0.0	FALSE	-1.94901287523946	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	EPAS1	13	7	8	0.6153846153846154	TRUE	1.20662415271538	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	ESR1	13	7	3	0.23076923076923078	FALSE	-0.0601598431213857	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	ETV1	13	7	9	0.6923076923076923	TRUE	-0.609556862953565	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	FOXA1	13	7	4	0.3076923076923077	FALSE	0.461064099492983	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	FOXA2	13	7	3	0.23076923076923078	FALSE	-0.260091545890401	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	FOXA3	13	7	9	0.6923076923076923	TRUE	-0.883004761734181	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	FOXD2	13	7	8	0.6153846153846154	TRUE	0.683739642553749	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	FOXP1	13	7	3	0.23076923076923078	FALSE	0.677602416605842	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	FOXP4	13	7	5	0.38461538461538464	FALSE	1.80759208016716	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	GATA5	13	7	1	0.07692307692307693	FALSE	-0.624147141608721	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	GATA6	13	7	1	0.07692307692307693	FALSE	-1.309843155124	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	GCM1	13	7	0	0.0	FALSE	-2.22885618026692	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	GLIS3	13	7	1	0.07692307692307693	FALSE	1.3923751754147	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	HNF1A	13	7	0	0.0	FALSE	-1.09303156642187	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	HNF1B	13	7	0	0.0	FALSE	1.25099413333262	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	HNF4G	13	7	5	0.38461538461538464	FALSE	1.13431316786431	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	HOPX	13	7	1	0.07692307692307693	FALSE	1.19502335498509	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	HOXD1	13	7	4	0.3076923076923077	FALSE	1.33759256890656	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	IKZF4	13	7	5	0.38461538461538464	FALSE	1.52231906964897	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	IL4	13	7	0	0.0	FALSE	-1.99120350242317	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	INSM2	13	7	4	0.3076923076923077	FALSE	-0.824240914559846	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	IRF7	13	7	0	0.0	FALSE	2.63895743480366	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	IRX3	13	7	4	0.3076923076923077	FALSE	0.341054446226155	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	JADE1	13	7	6	0.46153846153846156	FALSE	0.465905892195857	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	KANK2	13	7	8	0.6153846153846154	TRUE	1.14432591850981	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	KAT2B	13	7	3	0.23076923076923078	FALSE	-0.276827738269315	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	KLF2	13	7	8	0.6153846153846154	TRUE	-0.697802729745059	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	KLF9	13	7	0	0.0	FALSE	1.19661692102758	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	LHX9	13	7	1	0.07692307692307693	FALSE	-1.30161476428096	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	LIMD1	13	7	3	0.23076923076923078	FALSE	1.46934245612872	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	LMO3	13	7	0	0.0	FALSE	-0.180186355893363	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	LPIN2	13	7	7	0.5384615384615384	TRUE	1.16600073649317	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	LYL1	13	7	1	0.07692307692307693	FALSE	-0.793855023172207	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MAGEC3	13	7	0	0.0	FALSE	-1.59852276572392	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MAGED2	13	7	10	0.7692307692307693	TRUE	3.78239113560362	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MAGEE2	13	7	0	0.0	FALSE	-1.32861644810414	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MDFIC	13	7	5	0.38461538461538464	FALSE	3.30256910211767	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MEF2C	13	7	2	0.15384615384615385	FALSE	-0.450635453305447	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MEF2D	13	7	10	0.7692307692307693	TRUE	2.23100779985039	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MEIS3P1	13	7	0	0.0	FALSE	2.15245204461075	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MEIS3P2	13	7	0	0.0	FALSE	-0.29425625257681	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MESP1	13	7	3	0.23076923076923078	FALSE	2.25547444533025	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MITF	13	7	6	0.46153846153846156	FALSE	1.23784308167123	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MLLT3	13	7	2	0.15384615384615385	FALSE	2.09876230603982	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MLLT6	13	7	0	0.0	FALSE	1.13350645959511	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MSANTD1	13	7	0	0.0	FALSE	0.212010996332135	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MXD4	13	7	10	0.7692307692307693	TRUE	1.05093573969678	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MYRF	13	7	2	0.15384615384615385	FALSE	-0.0193086348974985	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	MYRFL	13	7	0	0.0	FALSE	-0.631568753818511	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NANOGP1	13	7	0	0.0	FALSE	-0.520804177144856	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NCOA7	13	7	9	0.6923076923076923	TRUE	1.18697896731189	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NEUROG3	13	7	1	0.07692307692307693	FALSE	-1.41159991891326	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NFATC2	13	7	3	0.23076923076923078	FALSE	-0.0262416232272816	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NFATC4	13	7	8	0.6153846153846154	TRUE	0.422542422136536	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NFE2	13	7	1	0.07692307692307693	FALSE	0.675888935419977	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NKX2-1	13	7	1	0.07692307692307693	FALSE	0.0526922708652373	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NOTO	13	7	1	0.07692307692307693	FALSE	-2.21996455175478	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NR0B2	13	7	0	0.0	FALSE	-2.4961929056332	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NR1H4	13	7	0	0.0	FALSE	-2.07359764290909	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NR2F1	13	7	1	0.07692307692307693	FALSE	-1.13313062961217	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NR2F6	13	7	5	0.38461538461538464	FALSE	3.05623225946323	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	NR3C2	13	7	10	0.7692307692307693	TRUE	0.652152315519307	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	OLIG1	13	7	0	0.0	FALSE	-1.27413215202565	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	ONECUT1	13	7	3	0.23076923076923078	FALSE	0.563758142753872	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	PHC2	13	7	9	0.6923076923076923	TRUE	4.70689738737984	TRUE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	POU1F1	13	7	0	0.0	FALSE	-1.04087612742795	FALSE
SENS_legend_promoter_tcga_cpm1_both	PDX	PDMR_PDX	PPARGC1A	13	7	0	0.0	FALSE	-1.84830738868435	FALSE
