analysis_definition	TF	patient_promoter_accessible	PDX_promoter_accessible	cell_line_promoter_accessible	triple_system_promoter_accessible	all_three_system_mean_NES_negative	retained_by_anchor_activity_rule	HC_TF_promoter_activity_definition	exclusion_reason
SENS_legend_promoter_tcga_cpm1_both	DMRTC2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	DRGX	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	E2F5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ELF3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ELF5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	EPAS1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ESR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ETV1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	FOXA1	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	FOXA2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	FOXA3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	FOXD2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	FOXP1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	FOXP4	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	GATA5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	GATA6	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	GCM1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	GLIS3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	HNF1A	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	HNF1B	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	HNF4G	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	HOPX	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	HOXD1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	IKZF4	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	IL4	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	INSM2	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	IRF7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	IRX3	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	JADE1	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	KANK2	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	KAT2B	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	KLF2	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	KLF9	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	LHX9	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	LIMD1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	LMO3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	LPIN2	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	LYL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MAGEC3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MAGED2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	MAGEE2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MDFIC	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MEF2C	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MEF2D	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MEIS3P1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MEIS3P2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MESP1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MITF	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MLLT3	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MLLT6	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MSANTD1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MXD4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	MYRF	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	MYRFL	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NANOGP1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NCOA7	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	NEUROG3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NFATC2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NFATC4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	NFE2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NKX2-1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NOTO	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NR0B2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NR1H4	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NR2F1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NR2F6	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	NR3C2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	OLIG1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ONECUT1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	PHC2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	POU1F1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	PPARGC1A	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	PRDM16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	PRDM8	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	RARA	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	RORB	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	RORC	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	SAMD11	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	SMAD6	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	SMAD7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	SP110	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	SP5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	SPDEF	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	TBX15	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	TBX4	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	TBXT	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	TCF21	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	TFCP2L1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	TOX3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	TP53INP1	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	mean_NES_negative_in_patient_PDX_and_cell_line
SENS_legend_promoter_tcga_cpm1_both	VDR	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	VENTX	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	VSX1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	WTIP	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	WWC1	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	WWC2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	XBP1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZBTB10	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZBTB16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZBTB18	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZBTB42	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZBTB46	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZFHX2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZFP2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZFP57	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZMYND15	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF117	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZNF141	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZNF19	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF214	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF239	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF254	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZNF281	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZNF33A	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZNF33B	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZNF341	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF382	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF396	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF429	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF441	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF444	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZNF467	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF483	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF486	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF493	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF540	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZNF541	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF597	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF608	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF620	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF662	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF671	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF678	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZNF681	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF69	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF710	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF717	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF737	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF75D	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_legend_promoter_tcga_cpm1_both	ZNF763	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF792	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF835	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF852	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZNF860	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_legend_promoter_tcga_cpm1_both	ZSCAN16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	ABHD14B	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_anchor_promoter_tcga_cpm0.5_both	ABRA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	APBB1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	ARX	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	ASCL5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	ATOH8	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	BATF3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	BCLAF3	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	CIITA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	CREB3L2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_anchor_promoter_tcga_cpm0.5_both	CREBRF	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_anchor_promoter_tcga_cpm0.5_both	CRY2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_anchor_promoter_tcga_cpm0.5_both	CSRNP1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_anchor_promoter_tcga_cpm0.5_both	DMRTC2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	DRGX	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	E2F5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_anchor_promoter_tcga_cpm0.5_both	ELF3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_anchor_promoter_tcga_cpm0.5_both	ELF5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	EPAS1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	ESR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	ETV1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_anchor_promoter_tcga_cpm0.5_both	FOXA1	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	FOXA2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	FOXA3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_anchor_promoter_tcga_cpm0.5_both	FOXD2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	
SENS_anchor_promoter_tcga_cpm0.5_both	FOXP1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	FOXP4	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	GATA5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	GATA6	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	GCM1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	GLIS3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	HNF1A	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	HNF1B	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	HNF4G	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	HOPX	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	HOXD1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	IKZF4	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	IL4	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	INSM2	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	IRF7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
SENS_anchor_promoter_tcga_cpm0.5_both	IRX3	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	promoter_not_open_all_systems
