comparison_type	left_run	left_k	right_run	right_k	left_program	right_program	cosine	top_gene_jaccard	cosine_null_q99	jaccard_null_q99	exceeds_both_nulls
same_k_cross_input	seed_20260810	8	holdout_B	8	8	7	0.2756780757032848	0.0	0.05045731817508439	0.02040816326530612	False
same_k_cross_input	seed_20260810	9	holdout_B	9	1	1	0.5940745359320768	0.20481927710843373	0.049180576744735506	0.010204081632652968	True
same_k_cross_input	seed_20260810	9	holdout_B	9	2	7	0.7882827560914961	0.42857142857142855	0.049180576744735506	0.010204081632652968	True
same_k_cross_input	seed_20260810	9	holdout_B	9	3	4	0.9013803551711503	0.3333333333333333	0.049180576744735506	0.010204081632652968	True
same_k_cross_input	seed_20260810	9	holdout_B	9	4	5	0.059922168762418834	0.02040816326530612	0.049180576744735506	0.010204081632652968	True
same_k_cross_input	seed_20260810	9	holdout_B	9	5	8	0.45094496016806485	0.0	0.049180576744735506	0.010204081632652968	False
same_k_cross_input	seed_20260810	9	holdout_B	9	6	2	0.9110513891925128	0.3888888888888889	0.049180576744735506	0.010204081632652968	True
same_k_cross_input	seed_20260810	9	holdout_B	9	7	9	0.09190325829331666	0.010101010101010102	0.049180576744735506	0.010204081632652968	False
same_k_cross_input	seed_20260810	9	holdout_B	9	8	6	0.2612310708408595	0.0	0.049180576744735506	0.010204081632652968	False
same_k_cross_input	seed_20260810	9	holdout_B	9	9	3	0.5013475513505424	0.16279069767441862	0.049180576744735506	0.010204081632652968	True
same_k_cross_input	seed_20260810	10	holdout_B	10	1	1	0.613454227509836	0.13636363636363635	0.04785205008147183	0.02040816326530612	True
same_k_cross_input	seed_20260810	10	holdout_B	10	2	7	0.7884926701960019	0.42857142857142855	0.04785205008147183	0.02040816326530612	True
same_k_cross_input	seed_20260810	10	holdout_B	10	3	4	0.9018393263824251	0.3333333333333333	0.04785205008147183	0.02040816326530612	True
same_k_cross_input	seed_20260810	10	holdout_B	10	4	8	0.4525150660498758	0.0	0.04785205008147183	0.02040816326530612	False
same_k_cross_input	seed_20260810	10	holdout_B	10	5	9	0.05897398751568778	0.010101010101010102	0.04785205008147183	0.02040816326530612	False
same_k_cross_input	seed_20260810	10	holdout_B	10	6	2	0.8466993281538823	0.3888888888888889	0.04785205008147183	0.02040816326530612	True
same_k_cross_input	seed_20260810	10	holdout_B	10	7	10	0.09069669700066427	0.010101010101010102	0.04785205008147183	0.02040816326530612	False
same_k_cross_input	seed_20260810	10	holdout_B	10	8	5	0.2207346758564167	0.010101010101010102	0.04785205008147183	0.02040816326530612	False
same_k_cross_input	seed_20260810	10	holdout_B	10	9	6	0.26258180956714716	0.0	0.04785205008147183	0.02040816326530612	False
same_k_cross_input	seed_20260810	10	holdout_B	10	10	3	0.49195105799295435	0.17647058823529413	0.04785205008147183	0.02040816326530612	True
same_k_cross_input	seed_20260811	5	holdout_A	5	1	1	0.9262331268660032	0.639344262295082	0.10204425238252855	0.010101010101010102	True
same_k_cross_input	seed_20260811	5	holdout_A	5	2	2	0.9332346200325571	0.6666666666666666	0.10204425238252855	0.010101010101010102	True
same_k_cross_input	seed_20260811	5	holdout_A	5	3	4	0.653765508975827	0.19047619047619047	0.10204425238252855	0.010101010101010102	True
same_k_cross_input	seed_20260811	5	holdout_A	5	4	3	0.9584444620796356	0.4084507042253521	0.10204425238252855	0.010101010101010102	True
same_k_cross_input	seed_20260811	5	holdout_A	5	5	5	0.9653122827264411	0.6666666666666666	0.10204425238252855	0.010101010101010102	True
same_k_cross_input	seed_20260811	6	holdout_A	6	1	1	0.9311158563053941	0.6666666666666666	0.10172513842096556	0.010101010101010102	True
same_k_cross_input	seed_20260811	6	holdout_A	6	2	2	0.9117164316440444	0.6666666666666666	0.10172513842096556	0.010101010101010102	True
same_k_cross_input	seed_20260811	6	holdout_A	6	3	3	0.934308446567361	0.42857142857142855	0.10172513842096556	0.010101010101010102	True
same_k_cross_input	seed_20260811	6	holdout_A	6	4	6	-0.05787458247336062	0.0	0.10172513842096556	0.010101010101010102	False
same_k_cross_input	seed_20260811	6	holdout_A	6	5	4	0.9008456802449243	0.3157894736842105	0.10172513842096556	0.010101010101010102	True
same_k_cross_input	seed_20260811	6	holdout_A	6	6	5	0.9680816959262358	0.6666666666666666	0.10172513842096556	0.010101010101010102	True
same_k_cross_input	seed_20260811	7	holdout_A	7	1	5	0.7603681567314444	0.13636363636363635	0.09362065079197163	0.010101010101010102	True
same_k_cross_input	seed_20260811	7	holdout_A	7	2	1	0.9110235940319662	0.6666666666666666	0.09362065079197163	0.010101010101010102	True
same_k_cross_input	seed_20260811	7	holdout_A	7	3	7	-0.057147952630203225	0.0	0.09362065079197163	0.010101010101010102	False
same_k_cross_input	seed_20260811	7	holdout_A	7	4	4	0.8446249429409849	0.2345679012345679	0.09362065079197163	0.010101010101010102	True
same_k_cross_input	seed_20260811	7	holdout_A	7	5	2	0.11835714079409318	0.010101010101010102	0.09362065079197163	0.010101010101010102	False
same_k_cross_input	seed_20260811	7	holdout_A	7	6	3	0.9023898464208774	0.2987012987012987	0.09362065079197163	0.010101010101010102	True
same_k_cross_input	seed_20260811	7	holdout_A	7	7	6	0.9665360430251414	0.6666666666666666	0.09362065079197163	0.010101010101010102	True
same_k_cross_input	seed_20260811	8	holdout_A	8	1	4	0.7937127842457582	0.19047619047619047	0.10161258612825184	0.010101010101010102	True
same_k_cross_input	seed_20260811	8	holdout_A	8	2	1	0.926892493939056	0.7241379310344828	0.10161258612825184	0.010101010101010102	True
same_k_cross_input	seed_20260811	8	holdout_A	8	3	8	0.03916898701615942	0.0	0.10161258612825184	0.010101010101010102	False
same_k_cross_input	seed_20260811	8	holdout_A	8	4	5	0.9285882751301915	0.6129032258064516	0.10161258612825184	0.010101010101010102	True
same_k_cross_input	seed_20260811	8	holdout_A	8	5	3	0.15299576455678904	0.02040816326530612	0.10161258612825184	0.010101010101010102	True
same_k_cross_input	seed_20260811	8	holdout_A	8	6	2	0.9249183693194518	0.3698630136986301	0.10161258612825184	0.010101010101010102	True
same_k_cross_input	seed_20260811	8	holdout_A	8	7	7	0.9576080491327282	0.5384615384615384	0.10161258612825184	0.010101010101010102	True
same_k_cross_input	seed_20260811	8	holdout_A	8	8	6	0.9530941008607846	0.5384615384615384	0.10161258612825184	0.010101010101010102	True
same_k_cross_input	seed_20260811	9	holdout_A	9	1	4	0.7958226647352192	0.19047619047619047	0.1014087703700577	0.010101010101010102	True
same_k_cross_input	seed_20260811	9	holdout_A	9	2	9	0.03888733373569075	0.0	0.1014087703700577	0.010101010101010102	False
same_k_cross_input	seed_20260811	9	holdout_A	9	3	6	0.579113662623351	0.05263157894736842	0.1014087703700577	0.010101010101010102	True
same_k_cross_input	seed_20260811	9	holdout_A	9	4	5	0.9190502272818599	0.5625	0.1014087703700577	0.010101010101010102	True
same_k_cross_input	seed_20260811	9	holdout_A	9	5	1	0.6882958339992946	0.26582278481012656	0.1014087703700577	0.010101010101010102	True
same_k_cross_input	seed_20260811	9	holdout_A	9	6	3	0.17490976091014424	0.02040816326530612	0.1014087703700577	0.010101010101010102	True
same_k_cross_input	seed_20260811	9	holdout_A	9	7	2	0.9301902472020426	0.4084507042253521	0.1014087703700577	0.010101010101010102	True
same_k_cross_input	seed_20260811	9	holdout_A	9	8	8	0.8968068828751319	0.4492753623188406	0.1014087703700577	0.010101010101010102	True
same_k_cross_input	seed_20260811	9	holdout_A	9	9	7	0.9544244003082903	0.5151515151515151	0.1014087703700577	0.010101010101010102	True
