k	rank	program	gene
7	89	3	FAM163A
7	90	3	SCGB3A2
7	91	3	ENSG00000225498
7	92	3	PRR20C
7	93	3	ENSG00000265542
7	94	3	OPN1SW
7	95	3	SLC5A7
7	96	3	MIR4300HG
7	97	3	METTL15
7	98	3	LYZL4
7	99	3	LINC01887
7	100	3	LUZP2
7	1	4	HLA-DPA1
7	2	4	HLA-DRA
7	3	4	CD74
7	4	4	HLA-DPB1
7	5	4	HLA-DRB1
7	6	4	HLA-DQB1
7	7	4	HLA-DMA
7	8	4	HLA-DQA1
7	9	4	HLA-DRB5
7	10	4	PSMB9
7	11	4	BST2
7	12	4	LYZ
7	13	4	AQP5
7	14	4	IDO1
7	15	4	AQP5-AS1
7	16	4	TFF2
7	17	4	REG4
7	18	4	CTSE
7	19	4	IFI6
7	20	4	ZG16B
7	21	4	PSME2
7	22	4	GABRP
7	23	4	ENSG00000284797
7	24	4	MUC6
7	25	4	GBP1
7	26	4	DLGAP1-AS5
7	27	4	TFF1
7	28	4	WARS1
7	29	4	HLA-DMB
7	30	4	ANXA10
7	31	4	PLAAT4
7	32	4	CAVIN3
7	33	4	PSMB8
7	34	4	CXCL11
7	35	4	SYT8
7	36	4	TAP1
7	37	4	TACSTD2
7	38	4	GBP4
7	39	4	MUC1
7	40	4	TYMP
7	41	4	ENSG00000279206
7	42	4	MUC5AC
7	43	4	MIA
7	44	4	GUK1
7	45	4	TESC
7	46	4	NPSR1
7	47	4	HSPA1A
7	48	4	IFI27
7	49	4	CD55
7	50	4	HLA-B
7	51	4	RPS27L
7	52	4	CCL15
7	53	4	PSME1
7	54	4	CYSTM1
7	55	4	UBE2L6
7	56	4	CDKN2A
7	57	4	ASS1
7	58	4	PTPRZ1
7	59	4	B2M
7	60	4	IFI44
7	61	4	TMPRSS3
7	62	4	ITM2B
7	63	4	TIMP1
7	64	4	ACKR4
7	65	4	CEACAM6
7	66	4	STAT1
7	67	4	MYL12B
7	68	4	ENSG00000273132
7	69	4	ODF3B
7	70	4	S100A16
7	71	4	UBD
7	72	4	SNX10-AS1
7	73	4	ANXA1
7	74	4	MSLN
7	75	4	TSPAN8
7	76	4	LGALS3BP
7	77	4	HLA-E
7	78	4	TXN
7	79	4	UBB
7	80	4	TCN1
7	81	4	ANXA2
7	82	4	PLAC8
7	83	4	SHISA2
7	84	4	SOD3
7	85	4	ENSG00000268628
7	86	4	ONECUT2
7	87	4	LGMN
7	88	4	IFITM3
7	89	4	PFN1
7	90	4	NAPRT
7	91	4	IFIT3
7	92	4	CA2
7	93	4	ENSG00000204814
7	94	4	GCNT3
7	95	4	PSMB10
7	96	4	GBP2
7	97	4	KLHDC7B-DT
7	98	4	MUCL3
7	99	4	DYNLT1
7	100	4	KRT7
7	1	5	FAAP20
7	2	5	LCN1
7	3	5	RPL8
7	4	5	TFF3
7	5	5	S100A4
7	6	5	RER1
7	7	5	LY6E
7	8	5	SPINK4
7	9	5	PLA2G2F
7	10	5	RPL30
7	11	5	ATP6V0C
7	12	5	NDRG1
7	13	5	FKBP10
7	14	5	ENO1
7	15	5	FBLN2
7	16	5	MFAP2
7	17	5	CYP51A1
7	18	5	EEF1G
7	19	5	ZFP57
7	20	5	GPR37L1
7	21	5	MIF
7	22	5	APOA2
7	23	5	KLRC4
7	24	5	NKG7
7	25	5	CALY
7	26	5	GPR157
7	27	5	EEF1D
7	28	5	FCRL6
7	29	5	CLDN18
7	30	5	CD244
7	31	5	HS3ST5
7	32	5	RAMP1
7	33	5	GRINA
7	34	5	TRBV28
7	35	5	GABARAP
7	36	5	GIMAP5
7	37	5	TOMM6
7	38	5	TNFRSF14
7	39	5	LCN15
7	40	5	NAT8
7	41	5	ELL3
7	42	5	TMEM176A
7	43	5	TRAV19
7	44	5	SLC38A3
7	45	5	MFGE8
7	46	5	IGFALS
7	47	5	TCEA1
7	48	5	MUC3A
7	49	5	RPL17
7	50	5	MT-CO2
7	51	5	RPL7A
7	52	5	ASPH
7	53	5	TRAV14DV4
7	54	5	APOB
7	55	5	SCO2
7	56	5	IFI30
7	57	5	TM4SF4
7	58	5	SERF2
7	59	5	CTSW
7	60	5	ENSG00000226097
7	61	5	GFAP
7	62	5	KCNH2
7	63	5	SKI
7	64	5	S1PR5
7	65	5	SERPINE1
7	66	5	ABCB6
7	67	5	ENSG00000250950
7	68	5	KCNF1
7	69	5	AGR2
7	70	5	RPS3
7	71	5	IFITM1
7	72	5	ANXA13
7	73	5	TNFRSF11B
7	74	5	ENSG00000266651
7	75	5	CCL5
7	76	5	ENSG00000237070
7	77	5	KIR2DL3
7	78	5	CALML6
7	79	5	OR2L2
7	80	5	PRB3
7	81	5	MT-ND4L
7	82	5	RPS7
7	83	5	TM4SF5
7	84	5	LINC00261
7	85	5	SUSD2
7	86	5	A1BG-AS1
7	87	5	CX3CR1
7	88	5	LINC02446
7	89	5	ENSG00000282012
7	90	5	POLD4
7	91	5	BTBD17
7	92	5	PLCH2
7	93	5	ARHGEF18
7	94	5	NCR3
7	95	5	CD3E
7	96	5	KANK3
7	97	5	PRAP1
7	98	5	RPS8
7	99	5	TRBV23-1
7	100	5	H3C4
7	1	6	IGFBP6
7	2	6	VGLL1
7	3	6	FAM83A
7	4	6	S100A2
7	5	6	KLK6
7	6	6	MUC16
7	7	6	LNCAROD
7	8	6	WNT7B
7	9	6	UPK2
7	10	6	RPS28
7	11	6	SFTA1P
7	12	6	C19orf33
7	13	6	UCA1
7	14	6	SLC14A1
7	15	6	SLC2A1
7	16	6	IGFL2-AS1
7	17	6	CST6
7	18	6	RPL18A
7	19	6	KLK10
7	20	6	AHNAK2
7	21	6	KRT7
7	22	6	RPS21
7	23	6	PHKA2-AS1
7	24	6	AIRN
7	25	6	MED8-AS1
7	26	6	ENSG00000275024
7	27	6	WEE2
7	28	6	ENSG00000250057
7	29	6	ENSG00000282849
7	30	6	RAG2
7	31	6	SLC7A10
7	32	6	LINC02156
7	33	6	CAV1
7	34	6	IFITM10
7	35	6	KLK8
7	36	6	LY6D
7	37	6	OLFML2A
7	38	6	EEF1G
7	39	6	TH
7	40	6	PABPC1
7	41	6	ZBED2
7	42	6	PSCA
7	43	6	ALPP
7	44	6	C17orf49
7	45	6	GAPDH
7	46	6	CRIP1
7	47	6	KLK7
7	48	6	GPR78
7	49	6	S100A6
7	50	6	FTH1
7	51	6	MIR1915HG
7	52	6	MIF
7	53	6	DMKN
7	54	6	NME2
7	55	6	GABARAP
7	56	6	MFSD4B
7	57	6	RPL41
7	58	6	NTSR1
7	59	6	PPDPF
7	60	6	RPL37
7	61	6	BMP4
7	62	6	CLIC3
7	63	6	SLC6A13
7	64	6	DCBLD2
7	65	6	LGALS1
7	66	6	PHLDA1-AS1
7	67	6	CPZ
7	68	6	RPL32
7	69	6	CASC8
7	70	6	TUBB8B
7	71	6	RPS24
7	72	6	LINC02970
7	73	6	ZNF185
7	74	6	TMEM265
7	75	6	RPL8
7	76	6	PLEC
7	77	6	GPX3
7	78	6	PLAAT3
7	79	6	SNX31
7	80	6	NXN
7	81	6	ATP5F1E
7	82	6	RPS23
7	83	6	TRAPPC5
7	84	6	ANXA8
7	85	6	KRT19
7	86	6	ENSG00000273149
7	87	6	RPL28
7	88	6	RPL26
7	89	6	PADI1
7	90	6	PMEPA1
7	91	6	RPL36A
7	92	6	SLC4A11
7	93	6	CRIP2
7	94	6	LASTR
7	95	6	ANKRD1
7	96	6	LINC02474
7	97	6	LIME1
7	98	6	EHD2
7	99	6	LINC01559
7	100	6	PLXNB3
7	1	7	CHRM5
7	2	7	APOBEC3B-AS1
7	3	7	NPY2R
7	4	7	PLPP7
7	5	7	C3orf22
7	6	7	LINC02872
7	7	7	TBX22
7	8	7	ENSG00000263655
7	9	7	IRX1
7	10	7	SLC17A8
7	11	7	ENSG00000268505
7	12	7	LINC02416
7	13	7	CSE1L-DT
7	14	7	CRISP2
7	15	7	SPSB4
7	16	7	NR2E1
7	17	7	BPIFB2
7	18	7	TEX51
7	19	7	ENSG00000268083
7	20	7	LINC02798
7	21	7	BOC
7	22	7	PACSIN1
7	23	7	WNT3A
7	24	7	CALHM3
7	25	7	ENSG00000272707
7	26	7	ENSG00000254186
7	27	7	ENSG00000260179
7	28	7	IGDCC3
7	29	7	ENSG00000270249
7	30	7	ENSG00000233785
7	31	7	KCNK17
7	32	7	KRT83
7	33	7	ARHGAP20
7	34	7	KCNG4
7	35	7	CCR3
7	36	7	ITGAD
7	37	7	GCM1
7	38	7	ENSG00000236434
7	39	7	SCN4B
7	40	7	PTPRN2-AS1
7	41	7	C4orf54
7	42	7	ENSG00000260744
7	43	7	ENSG00000282998
7	44	7	SLC6A2
7	45	7	LYZL1
7	46	7	ENSG00000229498
7	47	7	ENAM
7	48	7	NMRK2
7	49	7	LINC01187
7	50	7	OPN1MW2
7	51	7	SLFN14
7	52	7	SCN3A
7	53	7	ENSG00000236961
7	54	7	PLCZ1
7	55	7	ADAM2
7	56	7	PDCD1LG2
7	57	7	ENSG00000272897
7	58	7	ENSG00000259862
7	59	7	LINC03007
7	60	7	ENSG00000197585
7	61	7	SEC14L6
7	62	7	TEX35
7	63	7	ALK
7	64	7	ENSG00000223930
7	65	7	DYNLRB2-AS1
7	66	7	OPCML
7	67	7	RBM44
7	68	7	GGTLC2
7	69	7	NEXMIF
7	70	7	ENSG00000229983
7	71	7	SLC26A5-AS1
7	72	7	ENSG00000255021
7	73	7	ENSG00000230628
7	74	7	ENSG00000260072
7	75	7	C1S
7	76	7	PLXNB3
7	77	7	ENSG00000224848
7	78	7	IRAG2
7	79	7	ENSG00000283148
7	80	7	LINC03018
7	81	7	HTR2A
7	82	7	LINC00488
7	83	7	ANKUB1
7	84	7	ADAMTS9-AS2
7	85	7	ENSG00000273073
7	86	7	LINC00658
7	87	7	PCDH10-DT
7	88	7	ENSG00000231772
7	89	7	CNTNAP3C
7	90	7	TMCC2
7	91	7	TMEM240
7	92	7	LCT
7	93	7	CACNA1E
7	94	7	ODAD3
7	95	7	GRIK5
7	96	7	SFRP2
7	97	7	CCAT2
7	98	7	CROCC2
7	99	7	ENSG00000230552
7	100	7	ENSG00000225075
