comparison_type	left_run	left_k	right_run	right_k	permutations	cosine_null_q99	jaccard_null_q99
same_k_independent_patient_holdout	patient_holdout_A	11	patient_holdout_B	11	100	0.03051300186848714	0.010101010101010102
same_k_independent_patient_holdout	patient_holdout_A	12	patient_holdout_B	12	100	0.028616191664568823	0.010101010101010102
same_k_independent_patient_holdout	patient_holdout_A	13	patient_holdout_B	13	100	0.04158686973986852	0.02040816326530612
same_k_independent_patient_holdout	patient_holdout_A	14	patient_holdout_B	14	100	0.036888764328817956	0.010101010101010102
same_k_independent_patient_holdout	patient_holdout_A	15	patient_holdout_B	15	100	0.04003759425009276	0.010101010101010102
same_k_independent_patient_holdout	patient_holdout_A	16	patient_holdout_B	16	100	0.03800006466197081	0.02040816326530612
same_k_independent_patient_holdout	patient_holdout_A	17	patient_holdout_B	17	100	0.03813717811631397	0.02040816326530612
same_k_independent_patient_holdout	patient_holdout_A	18	patient_holdout_B	18	100	0.05212948462994671	0.02040816326530612
same_k_independent_patient_holdout	patient_holdout_A	19	patient_holdout_B	19	100	0.053528393188946775	0.02040816326530612
same_k_independent_patient_holdout	patient_holdout_A	20	patient_holdout_B	20	100	0.055781629431540615	0.02040816326530612
adjacent_k_same_seed	seed_20260812	5	seed_20260812	6	100	0.021437521501245824	0.010204081632652968
adjacent_k_same_seed	seed_20260812	6	seed_20260812	7	100	0.026849023499407525	0.010101010101010102
adjacent_k_same_seed	seed_20260812	7	seed_20260812	8	100	0.03380041854571459	0.010101010101010102
adjacent_k_same_seed	seed_20260812	8	seed_20260812	9	100	0.03976590158915302	0.010101010101010102
adjacent_k_same_seed	seed_20260812	9	seed_20260812	10	100	0.04333538182076401	0.010101010101010102
adjacent_k_same_seed	seed_20260812	10	seed_20260812	11	100	0.04215269413096388	0.02040816326530612
adjacent_k_same_seed	seed_20260812	11	seed_20260812	12	100	0.04046658935035307	0.010101010101010102
adjacent_k_same_seed	seed_20260812	12	seed_20260812	13	100	0.03866654196453665	0.010101010101010102
adjacent_k_same_seed	seed_20260812	13	seed_20260812	14	100	0.038904625645188505	0.02040816326530612
adjacent_k_same_seed	seed_20260812	14	seed_20260812	15	100	0.039704326799089945	0.02040816326530612
adjacent_k_same_seed	seed_20260812	15	seed_20260812	16	100	0.03865296609141401	0.02040816326530612
adjacent_k_same_seed	seed_20260812	16	seed_20260812	17	100	0.03960063922943275	0.02040816326530612
adjacent_k_same_seed	seed_20260812	17	seed_20260812	18	100	0.03857665446187487	0.02040816326530612
adjacent_k_same_seed	seed_20260812	18	seed_20260812	19	100	0.03708320311942743	0.02040816326530612
adjacent_k_same_seed	seed_20260812	19	seed_20260812	20	100	0.03696867221031512	0.02040816326530612
adjacent_k_same_seed	seed_20260813	5	seed_20260813	6	100	0.024897144780953083	0.010101010101010102
adjacent_k_same_seed	seed_20260813	6	seed_20260813	7	100	0.02618166633884694	0.010204081632652968
adjacent_k_same_seed	seed_20260813	7	seed_20260813	8	100	0.03520210832553678	0.010101010101010102
adjacent_k_same_seed	seed_20260813	8	seed_20260813	9	100	0.04011320905779149	0.010101010101010102
adjacent_k_same_seed	seed_20260813	9	seed_20260813	10	100	0.04330942473686738	0.010101010101010102
adjacent_k_same_seed	seed_20260813	10	seed_20260813	11	100	0.042950871582719964	0.02040816326530612
adjacent_k_same_seed	seed_20260813	11	seed_20260813	12	100	0.04196596255206715	0.010101010101010102
adjacent_k_same_seed	seed_20260813	12	seed_20260813	13	100	0.03945943298390052	0.02040816326530612
adjacent_k_same_seed	seed_20260813	13	seed_20260813	14	100	0.03990527781786419	0.02040816326530612
adjacent_k_same_seed	seed_20260813	14	seed_20260813	15	100	0.03962181433525283	0.02040816326530612
adjacent_k_same_seed	seed_20260813	15	seed_20260813	16	100	0.03968625317997318	0.02040816326530612
adjacent_k_same_seed	seed_20260813	16	seed_20260813	17	100	0.03812562625826492	0.010101010101010102
adjacent_k_same_seed	seed_20260813	17	seed_20260813	18	100	0.038826765174188	0.02040816326530612
adjacent_k_same_seed	seed_20260813	18	seed_20260813	19	100	0.03821354172668628	0.02040816326530612
adjacent_k_same_seed	seed_20260813	19	seed_20260813	20	100	0.036108386514538245	0.02040816326530612
adjacent_k_same_seed	cell_resample_20260813	5	cell_resample_20260813	6	100	0.023886248035911425	0.02040816326530612
adjacent_k_same_seed	cell_resample_20260813	6	cell_resample_20260813	7	100	0.03209690432018375	0.010101010101010102
adjacent_k_same_seed	cell_resample_20260813	7	cell_resample_20260813	8	100	0.039010644883353596	0.010101010101010102
adjacent_k_same_seed	cell_resample_20260813	8	cell_resample_20260813	9	100	0.045259143480693015	0.010101010101010102
adjacent_k_same_seed	cell_resample_20260813	9	cell_resample_20260813	10	100	0.0443919352064978	0.010101010101010102
adjacent_k_same_seed	cell_resample_20260813	10	cell_resample_20260813	11	100	0.04582842826533132	0.010101010101010102
adjacent_k_same_seed	cell_resample_20260813	11	cell_resample_20260813	12	100	0.043720727870957744	0.010101010101010102
adjacent_k_same_seed	cell_resample_20260813	12	cell_resample_20260813	13	100	0.04321363696822626	0.02040816326530612
adjacent_k_same_seed	cell_resample_20260813	13	cell_resample_20260813	14	100	0.04266406946175022	0.02040816326530612
adjacent_k_same_seed	cell_resample_20260813	14	cell_resample_20260813	15	100	0.0448209890133638	0.02040816326530612
adjacent_k_same_seed	cell_resample_20260813	15	cell_resample_20260813	16	100	0.04513469261319532	0.010204081632652968
adjacent_k_same_seed	cell_resample_20260813	16	cell_resample_20260813	17	100	0.04503582134960398	0.02040816326530612
adjacent_k_same_seed	cell_resample_20260813	17	cell_resample_20260813	18	100	0.041918895185907225	0.02040816326530612
adjacent_k_same_seed	cell_resample_20260813	18	cell_resample_20260813	19	100	0.03990221566464083	0.02040816326530612
adjacent_k_same_seed	cell_resample_20260813	19	cell_resample_20260813	20	100	0.0386398608469061	0.02040816326530612
adjacent_k_same_seed	patient_holdout_A	5	patient_holdout_A	6	100	0.022550018719630683	0.02040816326530612
adjacent_k_same_seed	patient_holdout_A	6	patient_holdout_A	7	100	0.026686274390649765	0.02040816326530612
adjacent_k_same_seed	patient_holdout_A	7	patient_holdout_A	8	100	0.026782051006598053	0.010101010101010102
adjacent_k_same_seed	patient_holdout_A	8	patient_holdout_A	9	100	0.03106352600994486	0.010101010101010102
adjacent_k_same_seed	patient_holdout_A	9	patient_holdout_A	10	100	0.03837561763935825	0.010101010101010102
adjacent_k_same_seed	patient_holdout_A	10	patient_holdout_A	11	100	0.04083360572189282	0.02040816326530612
adjacent_k_same_seed	patient_holdout_A	11	patient_holdout_A	12	100	0.038171288724201946	0.010101010101010102
adjacent_k_same_seed	patient_holdout_A	12	patient_holdout_A	13	100	0.03463328644642697	0.010101010101010102
adjacent_k_same_seed	patient_holdout_A	13	patient_holdout_A	14	100	0.03207776603039139	0.02040816326530612
adjacent_k_same_seed	patient_holdout_A	14	patient_holdout_A	15	100	0.03371673684371117	0.02040816326530612
adjacent_k_same_seed	patient_holdout_A	15	patient_holdout_A	16	100	0.0330469823711775	0.02040816326530612
adjacent_k_same_seed	patient_holdout_A	16	patient_holdout_A	17	100	0.034967361695397284	0.02040816326530612
adjacent_k_same_seed	patient_holdout_A	17	patient_holdout_A	18	100	0.03706276928126273	0.02040816326530612
