system	permutation	sample_number	cumulative_consensus_peaks
PDX	105	6	53712
PDX	105	7	54632
PDX	105	8	54632
PDX	105	9	60111
PDX	105	10	60126
PDX	105	11	63279
PDX	105	12	63573
PDX	105	13	64641
PDX	106	1	80
PDX	106	2	20911
PDX	106	3	50594
PDX	106	4	52284
PDX	106	5	57576
PDX	106	6	58241
PDX	106	7	58241
PDX	106	8	58241
PDX	106	9	58812
PDX	106	10	60562
PDX	106	11	61369
PDX	106	12	61795
PDX	106	13	64641
PDX	107	1	13413
PDX	107	2	13413
PDX	107	3	13439
PDX	107	4	14917
PDX	107	5	16181
PDX	107	6	16181
PDX	107	7	22737
PDX	107	8	23567
PDX	107	9	25714
PDX	107	10	33144
PDX	107	11	58894
PDX	107	12	63910
PDX	107	13	64641
PDX	108	1	7188
PDX	108	2	9638
PDX	108	3	14803
PDX	108	4	25414
PDX	108	5	28304
PDX	108	6	28304
PDX	108	7	34464
PDX	108	8	38326
PDX	108	9	38879
PDX	108	10	39849
PDX	108	11	39864
PDX	108	12	39864
PDX	108	13	64641
PDX	109	1	8893
PDX	109	2	22968
PDX	109	3	22968
PDX	109	4	22988
PDX	109	5	29686
PDX	109	6	32586
PDX	109	7	34402
PDX	109	8	38473
PDX	109	9	38800
PDX	109	10	39328
PDX	109	11	39864
PDX	109	12	64641
PDX	109	13	64641
PDX	110	1	16250
PDX	110	2	49535
PDX	110	3	50583
PDX	110	4	50583
PDX	110	5	55085
PDX	110	6	60370
PDX	110	7	61596
PDX	110	8	62377
PDX	110	9	62377
PDX	110	10	62674
PDX	110	11	63135
PDX	110	12	64626
PDX	110	13	64641
PDX	111	1	6366
PDX	111	2	21985
PDX	111	3	25565
PDX	111	4	27701
PDX	111	5	27701
PDX	111	6	29037
PDX	111	7	33299
PDX	111	8	58940
PDX	111	9	63921
PDX	111	10	64214
PDX	111	11	64626
PDX	111	12	64641
PDX	111	13	64641
PDX	112	1	13413
PDX	112	2	15713
PDX	112	3	15735
PDX	112	4	47545
PDX	112	5	48266
PDX	112	6	52312
PDX	112	7	53666
PDX	112	8	54492
PDX	112	9	59377
PDX	112	10	59670
PDX	112	11	59670
PDX	112	12	59670
PDX	112	13	64641
PDX	113	1	11297
PDX	113	2	20529
PDX	113	3	20548
PDX	113	4	21708
PDX	113	5	52356
PDX	113	6	52356
PDX	113	7	53124
PDX	113	8	53795
PDX	113	9	59274
PDX	113	10	60134
PDX	113	11	63151
PDX	113	12	63151
PDX	113	13	64641
PDX	114	1	11297
PDX	114	2	46085
PDX	114	3	46996
PDX	114	4	47609
PDX	114	5	53108
PDX	114	6	55172
PDX	114	7	60455
PDX	114	8	63444
PDX	114	9	63444
PDX	114	10	63444
PDX	114	11	64180
PDX	114	12	64626
PDX	114	13	64641
PDX	115	1	13413
PDX	115	2	14894
PDX	115	3	16159
PDX	115	4	22718
PDX	115	5	22718
PDX	115	6	24173
PDX	115	7	53022
PDX	115	8	53022
PDX	115	9	54335
PDX	115	10	54796
PDX	115	11	54811
PDX	115	12	59938
PDX	115	13	64641
PDX	116	1	20889
PDX	116	2	50578
PDX	116	3	51659
PDX	116	4	52416
PDX	116	5	53037
PDX	116	6	53037
PDX	116	7	58279
PDX	116	8	59668
PDX	116	9	62838
PDX	116	10	62854
PDX	116	11	62854
PDX	116	12	64350
PDX	116	13	64641
PDX	117	1	80
PDX	117	2	20911
PDX	117	3	20911
PDX	117	4	23792
PDX	117	5	24701
PDX	117	6	26322
PDX	117	7	26322
PDX	117	8	27295
PDX	117	9	31682
PDX	117	10	33886
PDX	117	11	34217
PDX	117	12	59670
PDX	117	13	64641
PDX	118	1	0
PDX	118	2	8893
PDX	118	3	45042
PDX	118	4	50684
PDX	118	5	51553
PDX	118	6	53903
PDX	118	7	57897
PDX	118	8	57897
PDX	118	9	57912
PDX	118	10	58379
PDX	118	11	59623
PDX	118	12	64350
PDX	118	13	64641
PDX	119	1	13413
PDX	119	2	14894
PDX	119	3	25438
PDX	119	4	53279
PDX	119	5	53886
PDX	119	6	54813
PDX	119	7	58115
PDX	119	8	58115
PDX	119	9	58130
PDX	119	10	63152
PDX	119	11	63152
PDX	119	12	64229
PDX	119	13	64641
PDX	120	1	0
PDX	120	2	8893
PDX	120	3	45042
PDX	120	4	45964
PDX	120	5	45964
PDX	120	6	45980
PDX	120	7	51569
PDX	120	8	52435
PDX	120	9	56555
PDX	120	10	56884
PDX	120	11	61991
PDX	120	12	63573
PDX	120	13	64641
PDX	121	1	43772
PDX	121	2	45042
PDX	121	3	51659
PDX	121	4	56969
PDX	121	5	58913
PDX	121	6	62376
PDX	121	7	62840
PDX	121	8	62840
PDX	121	9	63264
PDX	121	10	63264
PDX	121	11	63279
PDX	121	12	64350
PDX	121	13	64641
PDX	122	1	20889
PDX	122	2	24714
PDX	122	3	25565
PDX	122	4	53382
PDX	122	5	53397
PDX	122	6	53397
PDX	122	7	54342
PDX	122	8	59519
PDX	122	9	60126
PDX	122	10	63279
PDX	122	11	63573
PDX	122	12	63573
PDX	122	13	64641
PDX	123	1	13413
PDX	123	2	17261
PDX	123	3	18291
PDX	123	4	25496
PDX	123	5	26903
PDX	123	6	27886
PDX	123	7	27886
PDX	123	8	35703
PDX	123	9	36330
PDX	123	10	36330
PDX	123	11	39849
PDX	123	12	64626
PDX	123	13	64641
PDX	124	1	0
PDX	124	2	11297
PDX	124	3	13256
PDX	124	4	15965
PDX	124	5	17708
PDX	124	6	27277
PDX	124	7	27277
PDX	124	8	27867
PDX	124	9	33977
PDX	124	10	33993
PDX	124	11	60134
PDX	124	12	61795
PDX	124	13	64641
PDX	125	1	17353
PDX	125	2	17376
PDX	125	3	27210
PDX	125	4	29940
PDX	125	5	29940
PDX	125	6	31638
PDX	125	7	31638
PDX	125	8	57691
PDX	125	9	58161
PDX	125	10	58955
PDX	125	11	59377
PDX	125	12	64350
PDX	125	13	64641
PDX	126	1	16250
PDX	126	2	18001
PDX	126	3	18001
PDX	126	4	19904
PDX	126	5	19922
PDX	126	6	30062
PDX	126	7	57353
PDX	126	8	57353
PDX	126	9	60865
PDX	126	10	61690
PDX	126	11	61991
PDX	126	12	63151
PDX	126	13	64641
PDX	127	1	6366
PDX	127	2	9638
PDX	127	3	9638
PDX	127	4	13169
PDX	127	5	21472
PDX	127	6	21472
PDX	127	7	21489
PDX	127	8	22832
PDX	127	9	28323
PDX	127	10	30447
PDX	127	11	58262
PDX	127	12	59938
PDX	127	13	64641
PDX	128	1	13413
PDX	128	2	17261
PDX	128	3	24700
PDX	128	4	24700
PDX	128	5	33207
PDX	128	6	33908
PDX	128	7	35067
PDX	128	8	35067
PDX	128	9	35082
PDX	128	10	60802
PDX	128	11	61250
PDX	128	12	61795
PDX	128	13	64641
PDX	129	1	6366
PDX	129	2	6366
PDX	129	3	44748
PDX	129	4	44764
PDX	129	5	44764
PDX	129	6	47459
PDX	129	7	48496
PDX	129	8	53918
PDX	129	9	57912
PDX	129	10	59171
PDX	129	11	63936
PDX	129	12	64350
PDX	129	13	64641
PDX	130	1	0
PDX	130	2	8893
PDX	130	3	8893
PDX	130	4	15917
PDX	130	5	23034
PDX	130	6	31147
PDX	130	7	31164
PDX	130	8	31744
PDX	130	9	32086
PDX	130	10	37887
PDX	130	11	39328
PDX	130	12	64229
PDX	130	13	64641
PDX	131	1	13413
PDX	131	2	21849
PDX	131	3	23273
PDX	131	4	53021
PDX	131	5	53954
PDX	131	6	57851
PDX	131	7	57851
PDX	131	8	62808
PDX	131	9	63103
PDX	131	10	64180
PDX	131	11	64180
PDX	131	12	64626
PDX	131	13	64641
PDX	132	1	7188
PDX	132	2	7188
PDX	132	3	13361
PDX	132	4	18291
PDX	132	5	49080
PDX	132	6	54487
PDX	132	7	54487
PDX	132	8	55370
PDX	132	9	60693
PDX	132	10	60708
PDX	132	11	61250
PDX	132	12	64229
PDX	132	13	64641
PDX	133	1	8893
PDX	133	2	15917
PDX	133	3	17195
PDX	133	4	23749
PDX	133	5	24173
PDX	133	6	24173
PDX	133	7	32069
PDX	133	8	32086
PDX	133	9	37887
PDX	133	10	38449
PDX	133	11	39864
PDX	133	12	64641
PDX	133	13	64641
PDX	134	1	6366
PDX	134	2	44748
PDX	134	3	50446
PDX	134	4	51369
PDX	134	5	51385
PDX	134	6	57353
PDX	134	7	58812
PDX	134	8	59274
PDX	134	9	60134
PDX	134	10	63151
PDX	134	11	63151
PDX	134	12	64641
PDX	134	13	64641
PDX	135	1	7188
PDX	135	2	7220
PDX	135	3	17977
PDX	135	4	20973
PDX	135	5	24280
PDX	135	6	25598
PDX	135	7	33096
PDX	135	8	33651
PDX	135	9	59250
PDX	135	10	59670
PDX	135	11	64641
PDX	135	12	64641
PDX	135	13	64641
PDX	136	1	16250
PDX	136	2	18893
PDX	136	3	18893
PDX	136	4	20260
PDX	136	5	21770
PDX	136	6	52286
PDX	136	7	52286
PDX	136	8	58173
PDX	136	9	60008
PDX	136	10	60556
PDX	136	11	61780
PDX	136	12	64626
PDX	136	13	64641
PDX	137	1	17353
PDX	137	2	17376
PDX	137	3	19499
PDX	137	4	20513
PDX	137	5	20513
PDX	137	6	20513
PDX	137	7	23005
PDX	137	8	25927
PDX	137	9	26318
PDX	137	10	32408
PDX	137	11	59444
PDX	137	12	64195
PDX	137	13	64641
PDX	138	1	6366
PDX	138	2	44748
PDX	138	3	46901
PDX	138	4	46901
PDX	138	5	52908
PDX	138	6	53416
PDX	138	7	55257
PDX	138	8	55272
PDX	138	9	60435
PDX	138	10	61250
PDX	138	11	61250
PDX	138	12	61795
PDX	138	13	64641
PDX	139	1	11297
PDX	139	2	13361
PDX	139	3	15903
PDX	139	4	20044
PDX	139	5	20063
PDX	139	6	21281
PDX	139	7	27901
PDX	139	8	35718
PDX	139	9	36345
PDX	139	10	39864
PDX	139	11	39864
PDX	139	12	39864
PDX	139	13	64641
PDX	140	1	43772
PDX	140	2	43788
PDX	140	3	46101
PDX	140	4	51680
PDX	140	5	51680
PDX	140	6	52683
PDX	140	7	56937
PDX	140	8	57266
PDX	140	9	62264
PDX	140	10	62264
PDX	140	11	63778
PDX	140	12	64195
PDX	140	13	64641
PDX	141	1	11297
PDX	141	2	46085
PDX	141	3	50758
PDX	141	4	50758
PDX	141	5	52645
PDX	141	6	52976
PDX	141	7	52991
PDX	141	8	52991
PDX	141	9	57991
PDX	141	10	58461
PDX	141	11	63487
PDX	141	12	64229
PDX	141	13	64641
PDX	142	1	0
PDX	142	2	9107
PDX	142	3	9107
PDX	142	4	11021
PDX	142	5	19904
PDX	142	6	30045
PDX	142	7	32136
PDX	142	8	32723
PDX	142	9	32740
PDX	142	10	35245
PDX	142	11	36345
PDX	142	12	39864
PDX	142	13	64641
PDX	143	1	16250
PDX	143	2	20529
PDX	143	3	24700
PDX	143	4	30216
PDX	143	5	30900
PDX	143	6	30900
PDX	143	7	30916
PDX	143	8	31298
PDX	143	9	58666
PDX	143	10	59444
PDX	143	11	59444
PDX	143	12	64195
PDX	143	13	64641
PDX	144	1	13413
PDX	144	2	14941
PDX	144	3	14965
PDX	144	4	16872
PDX	144	5	18780
PDX	144	6	18780
PDX	144	7	18780
PDX	144	8	19577
PDX	144	9	22128
PDX	144	10	30430
PDX	144	11	56707
PDX	144	12	61795
PDX	144	13	64641
PDX	145	1	80
PDX	145	2	80
PDX	145	3	8921
PDX	145	4	18910
PDX	145	5	20819
PDX	145	6	30746
PDX	145	7	31515
PDX	145	8	34163
PDX	145	9	35843
PDX	145	10	35843
PDX	145	11	39542
PDX	145	12	39864
PDX	145	13	64641
PDX	146	1	0
PDX	146	2	16250
PDX	146	3	16250
PDX	146	4	49535
PDX	146	5	50338
PDX	146	6	52340
PDX	146	7	53060
PDX	146	8	58666
PDX	146	9	59547
PDX	146	10	60118
PDX	146	11	63135
PDX	146	12	63151
PDX	146	13	64641
PDX	147	1	43772
PDX	147	2	49535
PDX	147	3	49535
PDX	147	4	50338
PDX	147	5	52833
PDX	147	6	53788
PDX	147	7	57702
PDX	147	8	57702
PDX	147	9	58973
PDX	147	10	59474
PDX	147	11	59489
PDX	147	12	59938
PDX	147	13	64641
PDX	148	1	16250
PDX	148	2	49535
PDX	148	3	49535
PDX	148	4	52199
PDX	148	5	52947
PDX	148	6	53903
PDX	148	7	54632
PDX	148	8	56133
PDX	148	9	61354
PDX	148	10	64335
PDX	148	11	64335
PDX	148	12	64350
PDX	148	13	64641
PDX	149	1	17353
PDX	149	2	20445
PDX	149	3	20467
PDX	149	4	20973
PDX	149	5	20973
PDX	149	6	21902
PDX	149	7	28496
PDX	149	8	31298
PDX	149	9	31298
PDX	149	10	38364
PDX	149	11	63459
PDX	149	12	64195
PDX	149	13	64641
PDX	150	1	11297
PDX	150	2	14255
PDX	150	3	24971
PDX	150	4	27904
PDX	150	5	27904
PDX	150	6	28481
PDX	150	7	28481
PDX	150	8	29168
PDX	150	9	35229
PDX	150	10	35245
PDX	150	11	38895
PDX	150	12	63910
PDX	150	13	64641
PDX	151	1	13413
PDX	151	2	15917
PDX	151	3	26271
PDX	151	4	27074
PDX	151	5	28033
PDX	151	6	28051
PDX	151	7	32351
PDX	151	8	33886
PDX	151	9	34217
PDX	151	10	34217
PDX	151	11	34217
PDX	151	12	39864
PDX	151	13	64641
PDX	152	1	11297
PDX	152	2	20529
PDX	152	3	22153
PDX	152	4	23177
PDX	152	5	32136
PDX	152	6	32153
PDX	152	7	34724
PDX	152	8	35843
PDX	152	9	35843
PDX	152	10	61369
PDX	152	11	61369
PDX	152	12	64350
PDX	152	13	64641
PDX	153	1	80
PDX	153	2	16270
PDX	153	3	18664
PDX	153	4	22171
PDX	153	5	23066
PDX	153	6	24017
PDX	153	7	32740
PDX	153	8	32740
PDX	153	9	59274
PDX	153	10	62381
PDX	153	11	63151
PDX	153	12	64641
PDX	153	13	64641
PDX	154	1	80
PDX	154	2	17376
PDX	154	3	49180
PDX	154	4	49771
PDX	154	5	51813
PDX	154	6	52707
PDX	154	7	53187
PDX	154	8	53513
PDX	154	9	54811
PDX	154	10	59938
PDX	154	11	59938
PDX	154	12	64641
PDX	154	13	64641
PDX	155	1	13413
PDX	155	2	13413
PDX	155	3	13413
PDX	155	4	13439
PDX	155	5	15938
PDX	155	6	17216
PDX	155	7	27093
PDX	155	8	54342
PDX	155	9	54973
PDX	155	10	55426
PDX	155	11	58559
PDX	155	12	59670
PDX	155	13	64641
PDX	156	1	7188
PDX	156	2	9638
PDX	156	3	13169
PDX	156	4	21472
PDX	156	5	24470
PDX	156	6	24470
PDX	156	7	33184
PDX	156	8	33977
PDX	156	9	33993
PDX	156	10	37808
PDX	156	11	39864
PDX	156	12	64641
PDX	156	13	64641
PDX	157	1	13413
PDX	157	2	24714
PDX	157	3	25565
PDX	157	4	26617
PDX	157	5	26617
PDX	157	6	27219
PDX	157	7	27238
PDX	157	8	54523
PDX	157	9	54523
PDX	157	10	59729
PDX	157	11	60998
PDX	157	12	63910
PDX	157	13	64641
PDX	158	1	0
PDX	158	2	7188
PDX	158	3	17974
PDX	158	4	17992
PDX	158	5	50354
PDX	158	6	52848
PDX	158	7	56880
PDX	158	8	58196
PDX	158	9	58705
PDX	158	10	58705
PDX	158	11	59167
PDX	158	12	63910
PDX	158	13	64641
PDX	159	1	16250
PDX	159	2	18646
PDX	159	3	20802
PDX	159	4	20819
PDX	159	5	24841
PDX	159	6	53969
PDX	159	7	59565
PDX	159	8	59565
PDX	159	9	60836
PDX	159	10	63904
PDX	159	11	63904
PDX	159	12	64195
PDX	159	13	64641
PDX	160	1	13413
PDX	160	2	15917
PDX	160	3	23034
PDX	160	4	23749
PDX	160	5	24530
PDX	160	6	53172
PDX	160	7	53498
PDX	160	8	53513
PDX	160	9	53513
PDX	160	10	58559
PDX	160	11	63573
PDX	160	12	64641
PDX	160	13	64641
PDX	161	1	9107
PDX	161	2	18567
PDX	161	3	25636
PDX	161	4	25636
PDX	161	5	28058
PDX	161	6	35809
PDX	161	7	36160
PDX	161	8	38348
PDX	161	9	39329
PDX	161	10	39329
PDX	161	11	64180
PDX	161	12	64195
PDX	161	13	64641
PDX	162	1	13413
PDX	162	2	14894
PDX	162	3	47317
PDX	162	4	47317
PDX	162	5	52833
PDX	162	6	52833
PDX	162	7	53788
PDX	162	8	54510
PDX	162	9	56027
PDX	162	10	56630
PDX	162	11	56645
PDX	162	12	59938
PDX	162	13	64641
PDX	163	1	8893
PDX	163	2	8893
PDX	163	3	15917
PDX	163	4	19149
PDX	163	5	26152
PDX	163	6	26903
PDX	163	7	55370
PDX	163	8	58973
PDX	163	9	63763
PDX	163	10	64180
PDX	163	11	64195
PDX	163	12	64641
PDX	163	13	64641
PDX	164	1	9107
PDX	164	2	11030
PDX	164	3	13983
PDX	164	4	18588
PDX	164	5	24261
PDX	164	6	52975
PDX	164	7	52975
PDX	164	8	54290
PDX	164	9	59197
PDX	164	10	59655
PDX	164	11	59655
PDX	164	12	59670
PDX	164	13	64641
PDX	165	1	6366
PDX	165	2	44748
PDX	165	3	49755
PDX	165	4	55237
PDX	165	5	56529
PDX	165	6	56838
PDX	165	7	56854
PDX	165	8	57297
PDX	165	9	58894
PDX	165	10	59670
PDX	165	11	59670
PDX	165	12	59670
PDX	165	13	64641
PDX	166	1	7188
PDX	166	2	11030
PDX	166	3	13983
PDX	166	4	15237
PDX	166	5	15259
PDX	166	6	19577
PDX	166	7	28618
PDX	166	8	55426
PDX	166	9	56707
PDX	166	10	59670
PDX	166	11	59670
PDX	166	12	59670
PDX	166	13	64641
PDX	167	1	7188
PDX	167	2	14894
PDX	167	3	21975
PDX	167	4	21994
PDX	167	5	21994
PDX	167	6	23486
PDX	167	7	23486
PDX	167	8	25598
PDX	167	9	33096
PDX	167	10	33651
PDX	167	11	59250
PDX	167	12	64229
PDX	167	13	64641
PDX	168	1	13413
PDX	168	2	14894
PDX	168	3	14917
PDX	168	4	47332
PDX	168	5	47332
PDX	168	6	48366
PDX	168	7	54231
PDX	168	8	54857
PDX	168	9	60023
PDX	168	10	60571
PDX	168	11	61795
PDX	168	12	61795
PDX	168	13	64641
PDX	169	1	20889
PDX	169	2	20889
PDX	169	3	23771
PDX	169	4	24971
PDX	169	5	27904
PDX	169	6	28481
PDX	169	7	55294
PDX	169	8	55841
PDX	169	9	55856
PDX	169	10	58894
PDX	169	11	63910
PDX	169	12	63910
PDX	169	13	64641
PDX	170	1	9107
PDX	170	2	18567
PDX	170	3	18590
PDX	170	4	21434
PDX	170	5	22200
PDX	170	6	28770
PDX	170	7	36399
PDX	170	8	36745
PDX	170	9	36745
PDX	170	10	38895
PDX	170	11	38895
PDX	170	12	63910
PDX	170	13	64641
PDX	171	1	8893
PDX	171	2	11398
PDX	171	3	45964
PDX	171	4	45964
PDX	171	5	48481
PDX	171	6	48481
PDX	171	7	49074
PDX	171	8	49790
PDX	171	9	55411
PDX	171	10	60556
PDX	171	11	61780
PDX	171	12	64626
PDX	171	13	64641
PDX	172	1	6366
PDX	172	2	14941
PDX	172	3	22939
PDX	172	4	24570
PDX	172	5	24570
PDX	172	6	25386
PDX	172	7	30517
PDX	172	8	30532
PDX	172	9	31195
PDX	172	10	31195
PDX	172	11	33011
PDX	172	12	59938
PDX	172	13	64641
PDX	173	1	0
PDX	173	2	13413
PDX	173	3	13439
PDX	173	4	24735
PDX	173	5	25871
PDX	173	6	53463
PDX	173	7	53946
PDX	173	8	55309
PDX	173	9	56167
PDX	173	10	56707
PDX	173	11	59670
PDX	173	12	59670
PDX	173	13	64641
PDX	174	1	16250
PDX	174	2	18646
PDX	174	3	19904
PDX	174	4	19904
PDX	174	5	19904
PDX	174	6	24218
PDX	174	7	26697
PDX	174	8	34708
PDX	174	9	60547
PDX	174	10	60983
PDX	174	11	63895
PDX	174	12	63910
PDX	174	13	64641
PDX	175	1	17353
PDX	175	2	24739
PDX	175	3	25233
PDX	175	4	28594
PDX	175	5	29270
PDX	175	6	31245
PDX	175	7	38326
PDX	175	8	38879
PDX	175	9	38895
PDX	175	10	39864
PDX	175	11	39864
PDX	175	12	64641
PDX	175	13	64641
PDX	176	1	17353
PDX	176	2	17353
PDX	176	3	20445
PDX	176	4	27275
PDX	176	5	30216
PDX	176	6	57855
PDX	176	7	62718
PDX	176	8	63174
PDX	176	9	63472
PDX	176	10	63472
PDX	176	11	63895
PDX	176	12	63910
PDX	176	13	64641
PDX	177	1	7188
PDX	177	2	13361
PDX	177	3	20952
PDX	177	4	20952
PDX	177	5	21881
PDX	177	6	23411
PDX	177	7	23411
PDX	177	8	52500
PDX	177	9	52516
PDX	177	10	57739
PDX	177	11	59444
PDX	177	12	59938
PDX	177	13	64641
PDX	178	1	43772
PDX	178	2	44919
PDX	178	3	45743
PDX	178	4	48251
PDX	178	5	48266
PDX	178	6	48266
PDX	178	7	48826
PDX	178	8	49805
PDX	178	9	49805
PDX	178	10	55426
PDX	178	11	58559
PDX	178	12	63573
PDX	178	13	64641
PDX	179	1	0
PDX	179	2	20889
PDX	179	3	22460
PDX	179	4	22460
PDX	179	5	24971
PDX	179	6	25772
PDX	179	7	53561
PDX	179	8	56977
PDX	179	9	58582
PDX	179	10	59362
PDX	179	11	64335
PDX	179	12	64350
PDX	179	13	64641
PDX	180	1	0
PDX	180	2	0
PDX	180	3	20889
PDX	180	4	24714
PDX	180	5	31261
PDX	180	6	32028
PDX	180	7	32637
PDX	180	8	33892
PDX	180	9	33907
PDX	180	10	34698
PDX	180	11	38449
PDX	180	12	39864
PDX	180	13	64641
PDX	181	1	7188
PDX	181	2	17955
PDX	181	3	19988
PDX	181	4	19988
PDX	181	5	20807
PDX	181	6	20827
PDX	181	7	20827
PDX	181	8	29659
PDX	181	9	35645
PDX	181	10	36248
PDX	181	11	37808
PDX	181	12	63151
PDX	181	13	64641
PDX	182	1	43772
PDX	182	2	49164
PDX	182	3	49164
PDX	182	4	54735
PDX	182	5	55644
PDX	182	6	56138
PDX	182	7	56587
PDX	182	8	57803
PDX	182	9	57819
PDX	182	10	57819
PDX	182	11	58118
PDX	182	12	59670
PDX	182	13	64641
PDX	183	1	0
PDX	183	2	9107
PDX	183	3	18567
PDX	183	4	49708
PDX	183	5	55208
PDX	183	6	56102
PDX	183	7	56102
PDX	183	8	56587
PDX	183	9	58248
PDX	183	10	59362
PDX	183	11	59377
PDX	183	12	64350
PDX	183	13	64641
PDX	184	1	9107
PDX	184	2	44919
PDX	184	3	45613
PDX	184	4	45613
PDX	184	5	45613
PDX	184	6	48123
PDX	184	7	53594
PDX	184	8	57356
PDX	184	9	62334
PDX	184	10	63444
PDX	184	11	63895
PDX	184	12	64626
PDX	184	13	64641
PDX	185	1	80
PDX	185	2	16270
PDX	185	3	49551
PDX	185	4	50599
PDX	185	5	51385
PDX	185	6	55658
PDX	185	7	56555
PDX	185	8	56555
PDX	185	9	58379
PDX	185	10	59623
PDX	185	11	59623
PDX	185	12	64350
PDX	185	13	64641
PDX	186	1	11297
PDX	186	2	20529
PDX	186	3	22153
PDX	186	4	23865
PDX	186	5	24673
PDX	186	6	25575
PDX	186	7	54709
PDX	186	8	60118
PDX	186	9	60118
PDX	186	10	60134
PDX	186	11	61795
PDX	186	12	64641
PDX	186	13	64641
PDX	187	1	7188
PDX	187	2	17974
PDX	187	3	17974
PDX	187	4	19347
PDX	187	5	21472
PDX	187	6	27556
PDX	187	7	56384
PDX	187	8	61542
PDX	187	9	61975
PDX	187	10	63135
PDX	187	11	63151
PDX	187	12	64641
PDX	187	13	64641
PDX	188	1	0
PDX	188	2	8893
PDX	188	3	45042
PDX	188	4	45835
PDX	188	5	48351
PDX	188	6	52488
PDX	188	7	57638
PDX	188	8	58076
PDX	188	9	58544
PDX	188	10	59655
PDX	188	11	59670
PDX	188	12	64641
PDX	188	13	64641
PDX	189	1	0
PDX	189	2	43772
PDX	189	3	43788
PDX	189	4	49551
PDX	189	5	55989
PDX	189	6	56655
PDX	189	7	58185
PDX	189	8	58185
PDX	189	9	59976
PDX	189	10	60435
PDX	189	11	61250
PDX	189	12	64229
PDX	189	13	64641
PDX	190	1	6366
PDX	190	2	21985
PDX	190	3	25565
PDX	190	4	32028
PDX	190	5	32925
PDX	190	6	59258
PDX	190	7	59714
PDX	190	8	60983
PDX	190	9	60998
PDX	190	10	61795
PDX	190	11	61795
PDX	190	12	64641
PDX	190	13	64641
PDX	191	1	43772
PDX	191	2	49164
PDX	191	3	49708
PDX	191	4	50284
PDX	191	5	51251
PDX	191	6	51251
PDX	191	7	51267
PDX	191	8	53187
PDX	191	9	54492
PDX	191	10	59377
PDX	191	11	59670
PDX	191	12	59670
PDX	191	13	64641
PDX	192	1	43772
PDX	192	2	50578
PDX	192	3	50578
PDX	192	4	52753
PDX	192	5	52768
PDX	192	6	56513
PDX	192	7	61605
PDX	192	8	61908
PDX	192	9	61908
PDX	192	10	63031
PDX	192	11	63778
PDX	192	12	64195
PDX	192	13	64641
PDX	193	1	0
PDX	193	2	9107
PDX	193	3	44919
PDX	193	4	44919
PDX	193	5	47530
PDX	193	6	47545
PDX	193	7	48558
PDX	193	8	49263
PDX	193	9	53187
PDX	193	10	53513
PDX	193	11	58700
PDX	193	12	63573
PDX	193	13	64641
PDX	194	1	16250
PDX	194	2	17974
PDX	194	3	19347
PDX	194	4	19365
PDX	194	5	26032
PDX	194	6	26854
PDX	194	7	29992
PDX	194	8	31195
PDX	194	9	31195
PDX	194	10	38449
PDX	194	11	38449
PDX	194	12	63573
PDX	194	13	64641
PDX	195	1	43772
PDX	195	2	44919
PDX	195	3	44919
PDX	195	4	47530
PDX	195	5	48543
PDX	195	6	48558
PDX	195	7	48558
PDX	195	8	52660
PDX	195	9	52990
PDX	195	10	58190
PDX	195	11	58700
PDX	195	12	59938
PDX	195	13	64641
PDX	196	1	7188
PDX	196	2	17955
PDX	196	3	17955
PDX	196	4	27590
PDX	196	5	30278
PDX	196	6	30933
PDX	196	7	30951
PDX	196	8	30951
PDX	196	9	31528
PDX	196	10	37409
PDX	196	11	38895
PDX	196	12	63910
PDX	196	13	64641
PDX	197	1	16250
PDX	197	2	16250
PDX	197	3	20529
PDX	197	4	20529
PDX	197	5	51664
PDX	197	6	52516
PDX	197	7	58225
PDX	197	8	58241
PDX	197	9	58716
PDX	197	10	61914
PDX	197	11	62690
PDX	197	12	64195
PDX	197	13	64641
PDX	198	1	9107
PDX	198	2	9107
PDX	198	3	18646
PDX	198	4	20802
PDX	198	5	20802
PDX	198	6	23865
PDX	198	7	32714
PDX	198	8	32730
PDX	198	9	35200
PDX	198	10	60836
PDX	198	11	61273
PDX	198	12	64195
PDX	198	13	64641
PDX	199	1	6366
PDX	199	2	21985
PDX	199	3	24680
PDX	199	4	24701
PDX	199	5	25434
PDX	199	6	31895
PDX	199	7	58682
PDX	199	8	61949
PDX	199	9	61949
PDX	199	10	62381
PDX	199	11	63910
PDX	199	12	63910
PDX	199	13	64641
PDX	200	1	43772
PDX	200	2	49164
PDX	200	3	54564
PDX	200	4	56530
PDX	200	5	57855
PDX	200	6	58181
PDX	200	7	63016
PDX	200	8	63016
PDX	200	9	63763
PDX	200	10	64180
PDX	200	11	64195
PDX	200	12	64641
PDX	200	13	64641
PDX	201	1	9107
PDX	201	2	44919
PDX	201	3	50583
PDX	201	4	50583
PDX	201	5	50583
PDX	201	6	56725
PDX	201	7	58225
PDX	201	8	58796
PDX	201	9	58812
PDX	201	10	60562
PDX	201	11	60998
PDX	201	12	61795
PDX	201	13	64641
PDX	202	1	8893
PDX	202	2	12685
PDX	202	3	46097
PDX	202	4	51658
PDX	202	5	51674
PDX	202	6	56010
PDX	202	7	61218
PDX	202	8	62823
PDX	202	9	62823
PDX	202	10	63279
PDX	202	11	63279
PDX	202	12	64350
PDX	202	13	64641
PDX	203	1	0
PDX	203	2	6366
PDX	203	3	6403
