system	sample_1	sample_2	pearson_r
patient	TCGA-MP-A4T7	TCGA-44-6146	0.762487646465429
patient	TCGA-MP-A4T7	TCGA-44-A47F	0.643428810822321
patient	TCGA-MP-A4T7	TCGA-49-AARO	0.751971493185917
patient	TCGA-MP-A4T7	TCGA-4B-A93V	0.593409308544352
patient	TCGA-MP-A4T7	TCGA-73-A9RS	0.773538854858918
patient	TCGA-MP-A4T7	TCGA-86-A4D0	0.436787520004156
patient	TCGA-MP-A4T7	TCGA-86-A4P7	0.70844038669166
patient	TCGA-MP-A4T7	TCGA-86-A4P8	0.740764316826559
patient	TCGA-MP-A4T7	TCGA-91-A4BC	0.728651396880371
patient	TCGA-MP-A4T7	TCGA-91-A4BD	0.696558660157316
patient	TCGA-MP-A4T7	TCGA-93-A4JN	0.754374523574698
patient	TCGA-MP-A4T7	TCGA-93-A4JO	0.798260912537381
patient	TCGA-MP-A4T7	TCGA-93-A4JQ	0.835519124674316
patient	TCGA-MP-A4T7	TCGA-L4-A4E6	0.758626902618042
patient	TCGA-MP-A4T7	TCGA-L9-A8F4	0.814829643718599
patient	TCGA-MP-A4T7	TCGA-MP-A4SV	0.697279169504439
patient	TCGA-MP-A4T7	TCGA-MP-A4T4	0.75616577336873
patient	TCGA-MP-A4T7	TCGA-MP-A4T7	1.0
patient	TCGA-MP-A4T7	TCGA-MP-A4TE	0.604335969397088
patient	TCGA-MP-A4T7	TCGA-MP-A4TF	0.842289240548991
patient	TCGA-MP-A4T7	TCGA-NJ-A4YG	0.767385634816185
patient	TCGA-MP-A4TE	TCGA-44-3918	0.580766144851603
patient	TCGA-MP-A4TE	TCGA-44-6146	0.573246406008293
patient	TCGA-MP-A4TE	TCGA-44-A47F	0.601639540807969
patient	TCGA-MP-A4TE	TCGA-49-AARO	0.548199852170674
patient	TCGA-MP-A4TE	TCGA-4B-A93V	0.658807364144646
patient	TCGA-MP-A4TE	TCGA-73-A9RS	0.605098244588966
patient	TCGA-MP-A4TE	TCGA-86-A4D0	0.695998163492454
patient	TCGA-MP-A4TE	TCGA-86-A4P7	0.615774808071752
patient	TCGA-MP-A4TE	TCGA-86-A4P8	0.531796403238738
patient	TCGA-MP-A4TE	TCGA-91-A4BC	0.690285418929242
patient	TCGA-MP-A4TE	TCGA-91-A4BD	0.580561088477027
patient	TCGA-MP-A4TE	TCGA-93-A4JN	0.558344515011571
patient	TCGA-MP-A4TE	TCGA-93-A4JO	0.592470760966618
patient	TCGA-MP-A4TE	TCGA-93-A4JQ	0.594139935918525
patient	TCGA-MP-A4TE	TCGA-L4-A4E6	0.571654622542352
patient	TCGA-MP-A4TE	TCGA-L9-A8F4	0.634239364064458
patient	TCGA-MP-A4TE	TCGA-MP-A4SV	0.649326981365176
patient	TCGA-MP-A4TE	TCGA-MP-A4T4	0.516323831265302
patient	TCGA-MP-A4TE	TCGA-MP-A4T7	0.604335969397088
patient	TCGA-MP-A4TE	TCGA-MP-A4TE	1.0
patient	TCGA-MP-A4TE	TCGA-MP-A4TF	0.599489530970595
patient	TCGA-MP-A4TE	TCGA-NJ-A4YG	0.591114397117406
patient	TCGA-MP-A4TF	TCGA-44-3918	0.693779031649689
patient	TCGA-MP-A4TF	TCGA-44-6146	0.759523208970045
patient	TCGA-MP-A4TF	TCGA-44-A47F	0.660799444302953
patient	TCGA-MP-A4TF	TCGA-49-AARO	0.729765722737911
patient	TCGA-MP-A4TF	TCGA-4B-A93V	0.585084418353674
patient	TCGA-MP-A4TF	TCGA-73-A9RS	0.730988265614605
patient	TCGA-MP-A4TF	TCGA-86-A4D0	0.456125288107736
patient	TCGA-MP-A4TF	TCGA-86-A4P7	0.696484508585736
patient	TCGA-MP-A4TF	TCGA-86-A4P8	0.73070287706128
patient	TCGA-MP-A4TF	TCGA-91-A4BC	0.689038573403746
patient	TCGA-MP-A4TF	TCGA-91-A4BD	0.706934578336654
patient	TCGA-MP-A4TF	TCGA-93-A4JN	0.740553748712765
patient	TCGA-MP-A4TF	TCGA-93-A4JO	0.771966459824014
patient	TCGA-MP-A4TF	TCGA-93-A4JQ	0.782078804343602
patient	TCGA-MP-A4TF	TCGA-L4-A4E6	0.749735328578078
patient	TCGA-MP-A4TF	TCGA-L9-A8F4	0.780907677098597
patient	TCGA-MP-A4TF	TCGA-MP-A4SV	0.707165723894551
patient	TCGA-MP-A4TF	TCGA-MP-A4T4	0.725158825998728
patient	TCGA-MP-A4TF	TCGA-MP-A4T7	0.842289240548991
patient	TCGA-MP-A4TF	TCGA-MP-A4TE	0.599489530970595
patient	TCGA-MP-A4TF	TCGA-MP-A4TF	1.0
patient	TCGA-MP-A4TF	TCGA-NJ-A4YG	0.759377818387092
patient	TCGA-NJ-A4YG	TCGA-44-3918	0.784411444428026
patient	TCGA-NJ-A4YG	TCGA-44-6146	0.695472789969608
patient	TCGA-NJ-A4YG	TCGA-44-A47F	0.736773381010253
patient	TCGA-NJ-A4YG	TCGA-49-AARO	0.758313867766811
patient	TCGA-NJ-A4YG	TCGA-4B-A93V	0.588701932672764
patient	TCGA-NJ-A4YG	TCGA-73-A9RS	0.61213039567226
patient	TCGA-NJ-A4YG	TCGA-86-A4D0	0.468420014223552
patient	TCGA-NJ-A4YG	TCGA-86-A4P7	0.791420884494311
patient	TCGA-NJ-A4YG	TCGA-86-A4P8	0.845545548101498
patient	TCGA-NJ-A4YG	TCGA-91-A4BC	0.716152849696278
patient	TCGA-NJ-A4YG	TCGA-91-A4BD	0.848674840367642
patient	TCGA-NJ-A4YG	TCGA-93-A4JN	0.794537400189352
patient	TCGA-NJ-A4YG	TCGA-93-A4JO	0.822590190729029
patient	TCGA-NJ-A4YG	TCGA-93-A4JQ	0.80993786256812
patient	TCGA-NJ-A4YG	TCGA-L4-A4E6	0.799040003080253
patient	TCGA-NJ-A4YG	TCGA-L9-A8F4	0.790376167017466
patient	TCGA-NJ-A4YG	TCGA-MP-A4SV	0.766428429587919
patient	TCGA-NJ-A4YG	TCGA-MP-A4T4	0.752870592944057
patient	TCGA-NJ-A4YG	TCGA-MP-A4T7	0.767385634816185
patient	TCGA-NJ-A4YG	TCGA-MP-A4TE	0.591114397117406
patient	TCGA-NJ-A4YG	TCGA-MP-A4TF	0.759377818387092
patient	TCGA-NJ-A4YG	TCGA-NJ-A4YG	1.0
PDX	MGH10022	MGH10022	1.0
PDX	MGH10022	MGH1062	0.5839267243677055
PDX	MGH10022	MGH1065	0.3919960235064346
PDX	MGH10022	MGH1068	0.5404032989537065
PDX	MGH10022	MGH1089	0.548984328128043
PDX	MGH10022	MGH1109	0.5425731254397248
PDX	MGH10022	MGH1112	0.505630900312073
PDX	MGH10022	MGH1139	0.5344285815248564
PDX	MGH10022	MGH1157	0.44656816146318434
PDX	MGH10022	MGH1174	0.5221574646186931
PDX	MGH10022	MGH1181	0.48735059339594305
PDX	MGH10022	MGH9183	0.5859636095084138
PDX	MGH10022	MGH9243	0.2749995625420206
PDX	MGH1062	MGH10022	0.5839267243677055
PDX	MGH1062	MGH1062	1.0
PDX	MGH1062	MGH1065	0.4280403794446014
PDX	MGH1062	MGH1068	0.6501091765031835
PDX	MGH1062	MGH1089	0.6935552946841682
PDX	MGH1062	MGH1109	0.7064270121738888
PDX	MGH1062	MGH1112	0.6993267008701375
PDX	MGH1062	MGH1139	0.6386942601181463
PDX	MGH1062	MGH1157	0.511856665850819
PDX	MGH1062	MGH1174	0.6826579480041638
PDX	MGH1062	MGH1181	0.6308083306064193
PDX	MGH1062	MGH9183	0.7439784598167871
PDX	MGH1062	MGH9243	0.30270739490633647
PDX	MGH1065	MGH10022	0.39199602350643464
PDX	MGH1065	MGH1062	0.4280403794446014
PDX	MGH1065	MGH1065	1.0
PDX	MGH1065	MGH1068	0.432216331759154
PDX	MGH1065	MGH1089	0.42867563018877647
PDX	MGH1065	MGH1109	0.41564406636103646
PDX	MGH1065	MGH1112	0.42345857200936127
PDX	MGH1065	MGH1139	0.4312535508016287
PDX	MGH1065	MGH1157	0.4022224023972405
PDX	MGH1065	MGH1174	0.4241179615000129
PDX	MGH1065	MGH1181	0.4142025999061414
PDX	MGH1065	MGH9183	0.4673064914015806
PDX	MGH1065	MGH9243	0.23680358446415498
PDX	MGH1068	MGH10022	0.5404032989537065
PDX	MGH1068	MGH1062	0.6501091765031833
PDX	MGH1068	MGH1065	0.4322163317591541
PDX	MGH1068	MGH1068	1.0
PDX	MGH1068	MGH1089	0.6963159668451355
PDX	MGH1068	MGH1109	0.7183208916628755
PDX	MGH1068	MGH1112	0.7097881690099738
PDX	MGH1068	MGH1139	0.668583221578136
PDX	MGH1068	MGH1157	0.5140851297493687
PDX	MGH1068	MGH1174	0.6955968948381973
PDX	MGH1068	MGH1181	0.5872274071528436
PDX	MGH1068	MGH9183	0.7457208067781887
PDX	MGH1068	MGH9243	0.2937535886471989
PDX	MGH1089	MGH10022	0.5489843281280429
PDX	MGH1089	MGH1062	0.6935552946841682
PDX	MGH1089	MGH1065	0.42867563018877647
PDX	MGH1089	MGH1068	0.6963159668451355
PDX	MGH1089	MGH1089	1.0
PDX	MGH1089	MGH1109	0.7093800531285056
PDX	MGH1089	MGH1112	0.8069537229322984
PDX	MGH1089	MGH1139	0.712682539516922
PDX	MGH1089	MGH1157	0.5325017998698255
PDX	MGH1089	MGH1174	0.7794617303669054
PDX	MGH1089	MGH1181	0.6453213772462265
PDX	MGH1089	MGH9183	0.7490722219986585
PDX	MGH1089	MGH9243	0.3181461791864764
PDX	MGH1109	MGH10022	0.5425731254397248
PDX	MGH1109	MGH1062	0.7064270121738888
PDX	MGH1109	MGH1065	0.41564406636103646
PDX	MGH1109	MGH1068	0.7183208916628755
PDX	MGH1109	MGH1089	0.7093800531285056
PDX	MGH1109	MGH1109	1.0
PDX	MGH1109	MGH1112	0.7387678238280032
PDX	MGH1109	MGH1139	0.6613247742497783
PDX	MGH1109	MGH1157	0.5129589794368058
PDX	MGH1109	MGH1174	0.7134802075632315
PDX	MGH1109	MGH1181	0.6103575576326371
PDX	MGH1109	MGH9183	0.767110403830235
PDX	MGH1109	MGH9243	0.29585336673221785
PDX	MGH1112	MGH10022	0.505630900312073
PDX	MGH1112	MGH1062	0.6993267008701376
PDX	MGH1112	MGH1065	0.42345857200936127
PDX	MGH1112	MGH1068	0.7097881690099738
PDX	MGH1112	MGH1089	0.8069537229322983
PDX	MGH1112	MGH1109	0.7387678238280032
PDX	MGH1112	MGH1112	1.0
PDX	MGH1112	MGH1139	0.730550367322287
PDX	MGH1112	MGH1157	0.5215209519494861
PDX	MGH1112	MGH1174	0.8542661780031313
PDX	MGH1112	MGH1181	0.6322598964607429
PDX	MGH1112	MGH9183	0.7751431786207189
PDX	MGH1112	MGH9243	0.2990985552743606
PDX	MGH1139	MGH10022	0.5344285815248564
PDX	MGH1139	MGH1062	0.6386942601181463
PDX	MGH1139	MGH1065	0.43125355080162864
PDX	MGH1139	MGH1068	0.668583221578136
PDX	MGH1139	MGH1089	0.712682539516922
PDX	MGH1139	MGH1109	0.6613247742497783
PDX	MGH1139	MGH1112	0.730550367322287
PDX	MGH1139	MGH1139	0.9999999999999999
PDX	MGH1139	MGH1157	0.5211811111838004
PDX	MGH1139	MGH1174	0.7108958534919892
PDX	MGH1139	MGH1181	0.6052242079775737
PDX	MGH1139	MGH9183	0.7095455834283564
PDX	MGH1139	MGH9243	0.3002327269371029
PDX	MGH1157	MGH10022	0.4465681614631844
PDX	MGH1157	MGH1062	0.5118566658508191
PDX	MGH1157	MGH1065	0.4022224023972405
PDX	MGH1157	MGH1068	0.5140851297493687
PDX	MGH1157	MGH1089	0.5325017998698254
PDX	MGH1157	MGH1109	0.5129589794368058
PDX	MGH1157	MGH1112	0.521520951949486
PDX	MGH1157	MGH1139	0.5211811111838005
PDX	MGH1157	MGH1157	1.0
PDX	MGH1157	MGH1174	0.5283800537479292
PDX	MGH1157	MGH1181	0.5014238853079432
PDX	MGH1157	MGH9183	0.5558550490021936
PDX	MGH1157	MGH9243	0.2860820243107703
PDX	MGH1174	MGH10022	0.5221574646186931
PDX	MGH1174	MGH1062	0.6826579480041638
PDX	MGH1174	MGH1065	0.4241179615000129
PDX	MGH1174	MGH1068	0.6955968948381973
PDX	MGH1174	MGH1089	0.7794617303669054
PDX	MGH1174	MGH1109	0.7134802075632315
PDX	MGH1174	MGH1112	0.8542661780031313
PDX	MGH1174	MGH1139	0.7108958534919892
PDX	MGH1174	MGH1157	0.5283800537479292
PDX	MGH1174	MGH1174	1.0
PDX	MGH1174	MGH1181	0.6338352681369802
PDX	MGH1174	MGH9183	0.7542818735992921
PDX	MGH1174	MGH9243	0.3082840254022791
PDX	MGH1181	MGH10022	0.48735059339594305
PDX	MGH1181	MGH1062	0.6308083306064193
PDX	MGH1181	MGH1065	0.4142025999061414
PDX	MGH1181	MGH1068	0.5872274071528436
PDX	MGH1181	MGH1089	0.6453213772462265
PDX	MGH1181	MGH1109	0.6103575576326371
PDX	MGH1181	MGH1112	0.6322598964607429
PDX	MGH1181	MGH1139	0.6052242079775737
PDX	MGH1181	MGH1157	0.5014238853079432
PDX	MGH1181	MGH1174	0.6338352681369801
PDX	MGH1181	MGH1181	0.9999999999999999
PDX	MGH1181	MGH9183	0.6400355884991598
PDX	MGH1181	MGH9243	0.29634180000319194
PDX	MGH9183	MGH10022	0.5859636095084139
PDX	MGH9183	MGH1062	0.7439784598167871
PDX	MGH9183	MGH1065	0.46730649140158054
PDX	MGH9183	MGH1068	0.7457208067781887
PDX	MGH9183	MGH1089	0.7490722219986585
PDX	MGH9183	MGH1109	0.767110403830235
PDX	MGH9183	MGH1112	0.7751431786207189
PDX	MGH9183	MGH1139	0.7095455834283564
PDX	MGH9183	MGH1157	0.5558550490021936
PDX	MGH9183	MGH1174	0.754281873599292
PDX	MGH9183	MGH1181	0.6400355884991598
PDX	MGH9183	MGH9183	1.0
PDX	MGH9183	MGH9243	0.31974522737425476
PDX	MGH9243	MGH10022	0.2749995625420206
PDX	MGH9243	MGH1062	0.3027073949063364
PDX	MGH9243	MGH1065	0.236803584464155
PDX	MGH9243	MGH1068	0.2937535886471989
PDX	MGH9243	MGH1089	0.31814617918647636
PDX	MGH9243	MGH1109	0.2958533667322179
PDX	MGH9243	MGH1112	0.2990985552743605
PDX	MGH9243	MGH1139	0.30023272693710285
PDX	MGH9243	MGH1157	0.2860820243107703
PDX	MGH9243	MGH1174	0.3082840254022791
PDX	MGH9243	MGH1181	0.296341800003192
PDX	MGH9243	MGH9183	0.3197452273742548
PDX	MGH9243	MGH9243	1.0
cell_line	A427	A427	0.9999999999999999
cell_line	A427	A549	0.5487686063195879
cell_line	A427	ABC-1	0.5443869154375763
cell_line	A427	H1648	0.5265100708209448
cell_line	A427	H1650	0.5262900686542129
cell_line	A427	H1819	0.5394907436051265
cell_line	A427	H1975	0.39920605973275775
cell_line	A427	H2228	0.39014126393643767
cell_line	A427	H2347	0.42941317787192645
cell_line	A427	H322	0.40908480850871737
cell_line	A427	II-18	0.5361183132059785
cell_line	A427	LC2/ad	0.43978984474053046
cell_line	A427	PC-14	0.6059400706928675
cell_line	A427	PC-9	0.3398770523638285
cell_line	A427	RERF-LC-Ad1	0.42226337944098796
cell_line	A427	RERF-LC-Ad2	0.5552284503813293
cell_line	A427	RERF-LC-KJ	0.5489218007747309
cell_line	A427	RERF-LC-MS	0.7365035589872054
cell_line	A427	VMRC-LCD	0.6527395325862337
cell_line	A549	A427	0.5487686063195879
cell_line	A549	A549	0.9999999999999999
cell_line	A549	ABC-1	0.4293356923351005
cell_line	A549	H1648	0.454333342150403
cell_line	A549	H1650	0.475847734015231
cell_line	A549	H1819	0.49319476365869597
cell_line	A549	H1975	0.5587240831150606
cell_line	A549	H2228	0.5604620819266067
cell_line	A549	H2347	0.5165594820953965
cell_line	A549	H322	0.4850529716023573
cell_line	A549	II-18	0.5417159145266479
cell_line	A549	LC2/ad	0.41564700396138027
cell_line	A549	PC-14	0.5354865744520145
cell_line	A549	PC-9	0.5005670460523977
cell_line	A549	RERF-LC-Ad1	0.5146833664403736
cell_line	A549	RERF-LC-Ad2	0.47550748541530247
cell_line	A549	RERF-LC-KJ	0.5259177929371396
cell_line	A549	RERF-LC-MS	0.6167761336822762
cell_line	A549	VMRC-LCD	0.5383029213471168
cell_line	ABC-1	A427	0.5443869154375763
cell_line	ABC-1	A549	0.42933569233510055
cell_line	ABC-1	ABC-1	0.9999999999999999
cell_line	ABC-1	H1648	0.5637278915102647
cell_line	ABC-1	H1650	0.5600747078895467
cell_line	ABC-1	H1819	0.5231419094457653
cell_line	ABC-1	H1975	0.3513865014062804
cell_line	ABC-1	H2228	0.3442486100383774
cell_line	ABC-1	H2347	0.3661814795626435
cell_line	ABC-1	H322	0.5091105668781208
cell_line	ABC-1	II-18	0.5301289473168059
cell_line	ABC-1	LC2/ad	0.5266571190220857
cell_line	ABC-1	PC-14	0.4987534915376687
cell_line	ABC-1	PC-9	0.410325754174335
cell_line	ABC-1	RERF-LC-Ad1	0.4013832382092869
cell_line	ABC-1	RERF-LC-Ad2	0.6163448643442959
cell_line	ABC-1	RERF-LC-KJ	0.5616668811409001
cell_line	ABC-1	RERF-LC-MS	0.5332590312092239
cell_line	ABC-1	VMRC-LCD	0.49787777081670553
cell_line	H1648	A427	0.5265100708209448
cell_line	H1648	A549	0.454333342150403
cell_line	H1648	ABC-1	0.5637278915102648
cell_line	H1648	H1648	1.0
cell_line	H1648	H1650	0.5253832753501333
cell_line	H1648	H1819	0.5043771545420933
cell_line	H1648	H1975	0.44078362500809387
cell_line	H1648	H2228	0.4704550912589139
cell_line	H1648	H2347	0.4994928057938283
cell_line	H1648	H322	0.4785380277229692
cell_line	H1648	II-18	0.5952560518254113
cell_line	H1648	LC2/ad	0.5986548362416018
cell_line	H1648	PC-14	0.5710653203425109
cell_line	H1648	PC-9	0.4548694811691163
cell_line	H1648	RERF-LC-Ad1	0.5198071142648789
cell_line	H1648	RERF-LC-Ad2	0.6011243175820947
cell_line	H1648	RERF-LC-KJ	0.5482742658267131
cell_line	H1648	RERF-LC-MS	0.5530106882504779
cell_line	H1648	VMRC-LCD	0.5091637359208537
cell_line	H1650	A427	0.5262900686542129
cell_line	H1650	A549	0.475847734015231
cell_line	H1650	ABC-1	0.5600747078895466
cell_line	H1650	H1648	0.5253832753501334
cell_line	H1650	H1650	1.0
cell_line	H1650	H1819	0.5037083371254102
cell_line	H1650	H1975	0.42255488030709204
cell_line	H1650	H2228	0.4025411405322976
cell_line	H1650	H2347	0.3908952705491032
cell_line	H1650	H322	0.49056477889419425
cell_line	H1650	II-18	0.5123003519359107
cell_line	H1650	LC2/ad	0.47912586054651224
cell_line	H1650	PC-14	0.5203870585290061
cell_line	H1650	PC-9	0.4343278267355932
cell_line	H1650	RERF-LC-Ad1	0.4175160074966962
cell_line	H1650	RERF-LC-Ad2	0.5931015182518209
cell_line	H1650	RERF-LC-KJ	0.551568407433665
cell_line	H1650	RERF-LC-MS	0.5485288726653894
cell_line	H1650	VMRC-LCD	0.46454780827538616
cell_line	H1819	A427	0.5394907436051264
cell_line	H1819	A549	0.4931947636586959
cell_line	H1819	ABC-1	0.5231419094457653
cell_line	H1819	H1648	0.5043771545420933
cell_line	H1819	H1650	0.5037083371254103
cell_line	H1819	H1819	1.0
cell_line	H1819	H1975	0.3970842453633749
cell_line	H1819	H2228	0.4227035510577629
cell_line	H1819	H2347	0.4153285871166225
cell_line	H1819	H322	0.48710475621382665
cell_line	H1819	II-18	0.5681432125270991
cell_line	H1819	LC2/ad	0.45067282631880556
cell_line	H1819	PC-14	0.47747088467826126
cell_line	H1819	PC-9	0.41331929188785577
cell_line	H1819	RERF-LC-Ad1	0.4312806178014879
cell_line	H1819	RERF-LC-Ad2	0.5157694909814662
cell_line	H1819	RERF-LC-KJ	0.5236436984577997
cell_line	H1819	RERF-LC-MS	0.5484218629536923
cell_line	H1819	VMRC-LCD	0.5116646365471444
cell_line	H1975	A427	0.39920605973275775
cell_line	H1975	A549	0.5587240831150607
cell_line	H1975	ABC-1	0.3513865014062804
cell_line	H1975	H1648	0.44078362500809387
cell_line	H1975	H1650	0.42255488030709204
cell_line	H1975	H1819	0.39708424536337494
cell_line	H1975	H1975	1.0
cell_line	H1975	H2228	0.6699217365693593
cell_line	H1975	H2347	0.6668812867539305
cell_line	H1975	H322	0.4641752147557215
cell_line	H1975	II-18	0.45460132693232785
cell_line	H1975	LC2/ad	0.3540024034527363
cell_line	H1975	PC-14	0.4885033170140688
cell_line	H1975	PC-9	0.6877703341536916
cell_line	H1975	RERF-LC-Ad1	0.6614135193756309
cell_line	H1975	RERF-LC-Ad2	0.47872325225256096
cell_line	H1975	RERF-LC-KJ	0.4477393433739596
cell_line	H1975	RERF-LC-MS	0.469967325327779
cell_line	H1975	VMRC-LCD	0.36898493677293565
cell_line	H2228	A427	0.39014126393643767
cell_line	H2228	A549	0.5604620819266067
cell_line	H2228	ABC-1	0.3442486100383774
cell_line	H2228	H1648	0.4704550912589139
cell_line	H2228	H1650	0.40254114053229756
cell_line	H2228	H1819	0.4227035510577629
cell_line	H2228	H1975	0.6699217365693594
cell_line	H2228	H2228	1.0
cell_line	H2228	H2347	0.671778341735194
cell_line	H2228	H322	0.44516745793898777
cell_line	H2228	II-18	0.5027188075333527
cell_line	H2228	LC2/ad	0.4411248938526983
cell_line	H2228	PC-14	0.485993387486107
cell_line	H2228	PC-9	0.5918317878530507
cell_line	H2228	RERF-LC-Ad1	0.6574737303094084
cell_line	H2228	RERF-LC-Ad2	0.4575978810062509
cell_line	H2228	RERF-LC-KJ	0.443258804297316
cell_line	H2228	RERF-LC-MS	0.45578638145948047
cell_line	H2228	VMRC-LCD	0.3777695062475939
cell_line	H2347	A427	0.4294131778719265
cell_line	H2347	A549	0.5165594820953965
cell_line	H2347	ABC-1	0.36618147956264346
cell_line	H2347	H1648	0.4994928057938283
cell_line	H2347	H1650	0.3908952705491032
cell_line	H2347	H1819	0.41532858711662257
cell_line	H2347	H1975	0.6668812867539305
cell_line	H2347	H2228	0.6717783417351941
cell_line	H2347	H2347	1.0
cell_line	H2347	H322	0.40493162395959525
cell_line	H2347	II-18	0.4915533138403935
cell_line	H2347	LC2/ad	0.4316185703994107
cell_line	H2347	PC-14	0.49128157437428455
cell_line	H2347	PC-9	0.5852506239008968
cell_line	H2347	RERF-LC-Ad1	0.6966388219307775
cell_line	H2347	RERF-LC-Ad2	0.4812953029990361
cell_line	H2347	RERF-LC-KJ	0.44153533629645714
cell_line	H2347	RERF-LC-MS	0.4671234735428913
cell_line	H2347	VMRC-LCD	0.3907560173751438
cell_line	H322	A427	0.40908480850871737
cell_line	H322	A549	0.4850529716023573
cell_line	H322	ABC-1	0.509110566878121
cell_line	H322	H1648	0.4785380277229693
cell_line	H322	H1650	0.49056477889419425
cell_line	H322	H1819	0.4871047562138266
cell_line	H322	H1975	0.46417521475572143
cell_line	H322	H2228	0.44516745793898777
cell_line	H322	H2347	0.40493162395959525
cell_line	H322	H322	1.0
cell_line	H322	II-18	0.5254624480574848
cell_line	H322	LC2/ad	0.4276939712082406
cell_line	H322	PC-14	0.41885682050808476
cell_line	H322	PC-9	0.5368142915879712
cell_line	H322	RERF-LC-Ad1	0.47272276374582023
cell_line	H322	RERF-LC-Ad2	0.508706701295732
cell_line	H322	RERF-LC-KJ	0.5175138338178442
cell_line	H322	RERF-LC-MS	0.4377692195801623
cell_line	H322	VMRC-LCD	0.38205944556510973
cell_line	II-18	A427	0.5361183132059785
cell_line	II-18	A549	0.5417159145266479
cell_line	II-18	ABC-1	0.5301289473168059
cell_line	II-18	H1648	0.5952560518254113
cell_line	II-18	H1650	0.5123003519359107
cell_line	II-18	H1819	0.5681432125270992
cell_line	II-18	H1975	0.45460132693232785
cell_line	II-18	H2228	0.5027188075333527
cell_line	II-18	H2347	0.4915533138403935
cell_line	II-18	H322	0.5254624480574848
cell_line	II-18	II-18	1.0
cell_line	II-18	LC2/ad	0.5836511520141066
cell_line	II-18	PC-14	0.52323520194866
cell_line	II-18	PC-9	0.4359949691472574
cell_line	II-18	RERF-LC-Ad1	0.5008557939522152
cell_line	II-18	RERF-LC-Ad2	0.5160681309726955
cell_line	II-18	RERF-LC-KJ	0.586026625601751
cell_line	II-18	RERF-LC-MS	0.5800636138640124
cell_line	II-18	VMRC-LCD	0.5472702285385499
cell_line	LC2/ad	A427	0.4397898447405305
cell_line	LC2/ad	A549	0.41564700396138027
cell_line	LC2/ad	ABC-1	0.5266571190220857
cell_line	LC2/ad	H1648	0.5986548362416018
cell_line	LC2/ad	H1650	0.47912586054651224
cell_line	LC2/ad	H1819	0.45067282631880556
cell_line	LC2/ad	H1975	0.35400240345273626
cell_line	LC2/ad	H2228	0.4411248938526983
cell_line	LC2/ad	H2347	0.4316185703994107
cell_line	LC2/ad	H322	0.4276939712082406
cell_line	LC2/ad	II-18	0.5836511520141067
cell_line	LC2/ad	LC2/ad	1.0
cell_line	LC2/ad	PC-14	0.4794428639307567
cell_line	LC2/ad	PC-9	0.3959892961396634
cell_line	LC2/ad	RERF-LC-Ad1	0.4492438148356792
cell_line	LC2/ad	RERF-LC-Ad2	0.5325613345240714
cell_line	LC2/ad	RERF-LC-KJ	0.5082367563500071
cell_line	LC2/ad	RERF-LC-MS	0.47067464461724895
cell_line	LC2/ad	VMRC-LCD	0.4566084551976923
cell_line	PC-14	A427	0.6059400706928675
cell_line	PC-14	A549	0.5354865744520144
cell_line	PC-14	ABC-1	0.4987534915376686
cell_line	PC-14	H1648	0.5710653203425108
cell_line	PC-14	H1650	0.5203870585290061
cell_line	PC-14	H1819	0.47747088467826126
cell_line	PC-14	H1975	0.4885033170140688
cell_line	PC-14	H2228	0.485993387486107
cell_line	PC-14	H2347	0.4912815743742846
cell_line	PC-14	H322	0.41885682050808476
cell_line	PC-14	II-18	0.52323520194866
cell_line	PC-14	LC2/ad	0.4794428639307567
cell_line	PC-14	PC-14	0.9999999999999998
cell_line	PC-14	PC-9	0.42387860284292117
cell_line	PC-14	RERF-LC-Ad1	0.49950773397454507
cell_line	PC-14	RERF-LC-Ad2	0.5729607761968105
cell_line	PC-14	RERF-LC-KJ	0.52751535473703
cell_line	PC-14	RERF-LC-MS	0.6667926955546389
cell_line	PC-14	VMRC-LCD	0.5511810311494287
cell_line	PC-9	A427	0.3398770523638284
cell_line	PC-9	A549	0.5005670460523977
cell_line	PC-9	ABC-1	0.410325754174335
cell_line	PC-9	H1648	0.4548694811691163
cell_line	PC-9	H1650	0.4343278267355932
cell_line	PC-9	H1819	0.4133192918878557
cell_line	PC-9	H1975	0.6877703341536916
cell_line	PC-9	H2228	0.5918317878530507
cell_line	PC-9	H2347	0.5852506239008969
cell_line	PC-9	H322	0.5368142915879712
cell_line	PC-9	II-18	0.4359949691472574
cell_line	PC-9	LC2/ad	0.3959892961396634
cell_line	PC-9	PC-14	0.4238786028429212
cell_line	PC-9	PC-9	1.0
cell_line	PC-9	RERF-LC-Ad1	0.6236759393017128
cell_line	PC-9	RERF-LC-Ad2	0.5392451259414383
cell_line	PC-9	RERF-LC-KJ	0.48268533491738164
cell_line	PC-9	RERF-LC-MS	0.3847068792651552
cell_line	PC-9	VMRC-LCD	0.3240766107587438
cell_line	RERF-LC-Ad1	A427	0.42226337944098796
cell_line	RERF-LC-Ad1	A549	0.5146833664403736
cell_line	RERF-LC-Ad1	ABC-1	0.4013832382092869
cell_line	RERF-LC-Ad1	H1648	0.5198071142648789
cell_line	RERF-LC-Ad1	H1650	0.4175160074966962
cell_line	RERF-LC-Ad1	H1819	0.4312806178014879
cell_line	RERF-LC-Ad1	H1975	0.6614135193756309
cell_line	RERF-LC-Ad1	H2228	0.6574737303094085
cell_line	RERF-LC-Ad1	H2347	0.6966388219307775
