TF	NES	p_value	FDR	regulon_size	logFC	AveExpr	t	P.Value	adj.P.Val	B	category
ALX4	-2.43352119242791	0.0149527600778948	0.0813689491501701	16	-1.85697496674398	-3.69183661998388	-4.89804135967595	2.19500529271818e-06	2.05397277170388e-05	4.40795243324248	LUSC
ANHX	0.00237542090335253	0.998104690118227	0.999927879915109	6	-0.0642838389589145	-6.70045819587279	-0.818625418310338	0.414115763661041	0.544008022244314	-7.43793256788371	Non-Significant
ANKRD1	0.575435093262435	0.564997075921441	0.86538072345557	9	-0.206438608445766	0.742438248009145	-0.646986046078916	0.518490416787105	0.637229516732463	-6.91918530472596	Non-Significant
ANKRD2	-2.70878355366593	0.00675303793490522	0.0455240218564572	74	-1.75616192918996	-3.11780478388896	-7.18664414287023	1.85368426139461e-11	4.20932054346421e-10	15.6492779285777	LUSC
ANKRD33	-0.900015274439303	0.368112122143393	0.719319897209375	14	-0.96079758502391	-4.50992688648542	-3.04224403700049	0.00271064383411857	0.0115940003482355	-2.23832807724933	LogFC Significant
ANKRD49	-0.244002705829536	0.807228724299466	0.969911984135431	16	-0.0897470079084877	4.82026382449981	-1.48152937373135	0.140267555702486	0.281459810104825	-6.50041400250011	Non-Significant
APBB1	1.32520488035457	0.185103207127	0.483338413408344	57	0.255539667541855	3.63390995988093	1.95137601826418	0.0526120228813692	0.135308571532465	-5.56887412679021	Non-Significant
APBB2	1.01123526220868	0.311903842382981	0.657354278663789	59	0.111178528078129	5.86928447459331	1.31787323431783	0.189272135269004	0.30370362618773	-6.8538969604243	Non-Significant
APBB3	-0.680866341760917	0.495956067210054	0.812963088128806	161	-0.196855042209001	4.26008226768778	-1.99039650650654	0.0481072774395	0.125983578806361	-5.56470150949254	Non-Significant
AR	2.83047523643599	0.00464789090386269	0.0337833750874641	65	0.690475905374341	3.01445302383899	3.62211901558707	0.000382791869095877	0.00210194745341672	-1.04962397763678	LUAD
ARGFX	-0.0511428780209879	0.959211668958763	0.999927879915109	5	-0.354351211160822	-6.47951873531548	-2.71287855013277	0.00733795539478817	0.0270657580616984	-4.01418888751142	LogFC Significant
ARID1A	1.90058820839831	0.0573559712082424	0.216802173823385	28	0.111644954863435	6.87966374100305	1.81483755758878	0.071264633577095	0.170090566131283	-6.21095214705465	Non-Significant
ARID1B	-1.57106598296801	0.116167323063173	0.356128220932597	22	-0.228504645317258	6.32968441733465	-3.950670456191	0.000112949644617196	0.000712565784278529	-0.274849006063549	LogFC Significant
ARID3A	-1.39473767978702	0.163094957930431	0.451626927825154	40	-0.352472095483907	3.36287058197215	-3.18480729585723	0.00171564137484546	0.00780738034344356	-2.48571457314566	LogFC Significant
ARID3B	-2.85615995204687	0.00428799052491651	0.0324407660620246	39	-0.480023522469472	3.1282960723546	-5.00013794591093	1.38592205075732e-06	1.3494839164722e-05	4.30472479247792	LUSC
ARID3C	-0.0153153783646638	0.98778057376161	0.999927879915109	7	-0.225399748358824	-4.88653489809288	-0.936512821504401	0.350302430713827	0.480419617542686	-6.29091294086032	Non-Significant
ARID4A	2.35424865289006	0.0185601909884539	0.0953167864573284	100	0.285829457018694	5.67530875108224	4.46682993883219	1.42208108368015e-05	0.00011215749848752	1.78283664698184	LUAD
ARID4B	1.6737697309618	0.0941758633399503	0.310008415715771	19	0.232364133603895	6.77808931243991	4.35056611246992	2.30459321404013e-05	0.000173120062429357	1.18590093276175	LogFC Significant
ARID5A	-0.899742317582748	0.368257397575318	0.719319897209375	143	-0.488309650328435	3.60607102863368	-3.28120005010406	0.00124810558285684	0.0059217809500469	-2.21785514257321	LogFC Significant
ARID5B	-0.521096334692251	0.602299664154756	0.888541345426718	17	-0.254471160981078	6.54219710239011	-3.34571693205626	0.00100471369917802	0.00490636717214792	-2.35907879614953	LogFC Significant
ARNT	0.832828399084554	0.404941515742198	0.757276935027905	36	0.202801598878671	6.65986468070999	3.67652446061606	0.000314452551108662	0.00176731085881548	-1.28473550716539	LogFC Significant
ARNT2	0.868030798741788	0.385377472421673	0.735587418842888	8	0.0121215870576243	4.03573060534512	0.0653435563375233	0.947975200679412	0.964985618071427	-7.50089460990285	Non-Significant
ARNTL	0.109474308685528	0.912826297977006	0.999927879915109	12	-0.0618387728389481	4.61670401862162	-0.759791337923643	0.448403722159463	0.5766502010616	-7.28152055589357	Non-Significant
ARNTL2	-3.51569459782157	0.000438605199017385	0.0193395427209346	105	-1.61902783252733	5.12183671923392	-9.76525089185166	3.01339427168875e-18	1.9434674386458e-16	30.5218918921417	LUSC
ARX	3.54691141642003	0.000389775626112845	0.0193395427209346	68	3.07559771658902	-1.7945009906657	8.31384396365574	2.52520647373488e-14	8.91107188782755e-13	22.0459545967111	LUAD
ASCC1	0.052891740905324	0.95781816498946	0.999927879915109	8	-0.0765503405555211	4.92955029590232	-1.21714306396183	0.225191928188749	0.342318639516436	-6.86747116712633	Non-Significant
ASCC2	-2.37660257391111	0.0174729025825874	0.0918470900152762	42	-0.327749959800536	5.95366320527307	-4.68254945826658	5.66924268133318e-06	4.85093464069817e-05	2.63422271138931	LUSC
ASCL1	1.02219014640758	0.306690913535175	0.654451086696974	17	0.674886361210247	-2.1993872498081	1.21643562958525	0.225460477156197	0.342620713158758	-6.10860504173374	Non-Significant
ASCL2	-1.82642814886837	0.0677857950203446	0.245065331175006	25	-1.15847440984239	-0.96787321020919	-4.61105793652038	7.71551640381022e-06	6.41627337349709e-05	3.04163221579336	LogFC Significant
ASCL3	-0.457450638764549	0.647347173884787	0.902600240934727	2	-0.289525730709895	-5.23023142573296	-1.15016553487078	0.251648181201761	0.372888656376715	-6.13274680182953	Non-Significant
ASCL4	-2.52196439198767	0.0116701520849389	0.0667625794488809	8	-1.70477965350099	-4.9904783445109	-5.31326059299521	3.25086370996037e-07	3.60792695190934e-06	6.22691896910873	LUSC
ASCL5	1.81589502705417	0.0693864763066901	0.249691835885007	13	1.22446095040304	-2.96403473714922	4.73886441540797	4.43691297780155e-06	3.88686913245856e-05	3.70223991076076	LogFC Significant
ASH1L	0.798121911713162	0.42479974700367	0.767831636487575	51	0.158196239085765	7.15850191767337	2.37939606579077	0.0184194517640828	0.0582965681345389	-5.0878973919627	Non-Significant
ASXL1	-0.486965427524409	0.626282831371443	0.894435224319956	25	-0.0530900965692524	6.97165810186478	-1.02682708350665	0.305921977730407	0.433633620713144	-7.33343539828951	Non-Significant
ASXL2	-0.838725133864843	0.401623570861159	0.754718590016702	36	-0.12076536631371	6.50728668829517	-2.05963131095673	0.0409176449050013	0.110665915458895	-5.69720033296951	Non-Significant
ASXL3	0.332055214140937	0.739847567118708	0.949881019676705	28	0.205085393242464	0.338021756906157	0.882411598091862	0.378767200455859	0.508977177627464	-6.69572200129422	Non-Significant
ATAD2	-2.21237626511077	0.0269406774645823	0.125224260066855	173	-0.528475524452281	6.36755965821626	-5.01491543132455	1.29598913669765e-06	1.26944568257934e-05	4.00992619525927	LUSC
ATAD2B	-0.709005252167277	0.478321217558603	0.798437570634792	16	-0.198717411269167	5.36434529878144	-3.05678320181614	0.00258897421862386	0.0111457311411924	-3.09245558160974	LogFC Significant
ATF1	-0.334294618352071	0.73815725101932	0.94831718493077	41	-0.08402802406966	5.401491709779	-1.39745605193427	0.164049208500912	0.30370362618773	-6.68957481204036	Non-Significant
ATF2	1.03715682729925	0.299662774724764	0.647710281644053	108	0.204267020512898	6.5563811575751	4.18065536539952	4.58995003344818e-05	0.000319251226629366	0.554595480428024	LogFC Significant
ATF3	0.110436454001983	0.912063243816667	0.999927879915109	7	0.0559799989374846	6.18448364641919	0.333010691585444	0.739525636827872	0.817134639559271	-7.70489512695407	Non-Significant
ATF4	-1.90812661003629	0.0563748541776149	0.214916545486639	26	-0.262067442559404	8.04564581675465	-3.86008859050935	0.000159378172723809	0.000966640965104141	-0.822911953089658	LogFC Significant
ATF5	-2.5977789713271	0.00938288687303046	0.0568602979958672	65	-0.551701117536259	4.72998284145559	-4.78057401915329	3.69547781082358e-06	3.29793202177427e-05	3.18717498534493	LUSC
ATF6	1.99737019235412	0.0457849833828183	0.185307747132137	102	0.32474143637322	7.15046339863535	5.56043911089613	9.93414864264901e-08	1.21399877000441e-06	6.40873982409203	LUAD
ATF6B	0.225235053138454	0.821796421490541	0.97585287661325	55	-0.0192005163879215	6.59638306376113	-0.214512768882074	0.830397475746828	0.88365237948982	-7.78967587855284	Non-Significant
ATF7	1.69621505014267	0.0898451612788427	0.300181503906682	28	0.0854254236680876	5.4845247005809	1.58083631956622	0.115724846756636	0.243408198737575	-6.4289966884941	Non-Significant
ATF7IP	-1.70889378823165	0.087470625365186	0.294206056504679	42	-0.279285181047092	6.47713496107168	-3.78522696940454	0.000210900344051809	0.00123910344156799	-0.884788421310913	LogFC Significant
ATF7IP2	0.0736458820079098	0.94129216167595	0.999927879915109	16	0.0746476559130381	3.43046255175086	0.583230332086352	0.560490635598973	0.674928451017307	-7.26331465806122	Non-Significant
ATMIN	-0.28123710205839	0.778528549226397	0.962667979369708	67	-0.00387843087391876	6.62390118056636	-0.0722883226035238	0.942455177035107	0.961540102225688	-7.8136789369427	Non-Significant
ATOH1	-0.298819185917585	0.765078011171498	0.955453869928816	6	-0.0730224362848527	-6.50001114607717	-0.548887928041531	0.583783418355207	0.694448021750544	-7.49656489898262	Non-Significant
ATOH7	-0.432434057679712	0.665425969444825	0.910201189812812	15	-0.936238953692527	-4.68672615201538	-3.18750882855331	0.00170057681470662	0.00775060920673183	-1.81881165425904	LogFC Significant
ATOH8	2.86447085271167	0.00417706594838156	0.0323440857858591	77	1.75532815868776	2.03910015068059	7.27524356863512	1.12201708499298e-11	2.65311158861306e-10	15.8484380284057	LUAD
ATP1B4	0.0325648616285022	0.974021591317832	0.999927879915109	7	0.139761174034263	-6.44272295751948	1.06045309078222	0.290402870747651	0.416853046004654	-7.03577304345152	Non-Significant
ATXN1	-0.995409996596676	0.319536898614074	0.666282546642845	24	-0.07489182571172	6.19764268274467	-1.19813586246218	0.2324875575401	0.350913945747501	-7.04455339831927	Non-Significant
ATXN1L	-0.216107645279598	0.828903840451578	0.977505769565311	20	-0.0810936370829968	6.32055425818429	-1.35682997678614	0.176586397623765	0.30370362618773	-6.85835836439755	Non-Significant
ATXN7L3	-0.423243317460713	0.672117745245674	0.914372237378703	10	-0.116557505338679	6.26014212686482	-1.96742929747527	0.0507174113434079	0.131394769609523	-5.84824734123638	Non-Significant
BACH1	-2.12760915450204	0.0333695025857269	0.146621359282581	24	-0.359543976710846	6.74564770168829	-5.32695881401934	3.04696887341212e-07	3.40017671255371e-06	5.36826163640768	LUSC
BACH2	-2.86575521513295	0.00416015788724983	0.0323440857858591	45	-0.82099566331913	2.73915581967361	-5.95620694687215	1.38647123526414e-08	1.98402630139626e-07	8.81474856758524	LUSC
BAHD1	0.583716777960661	0.559410877262338	0.859917246820582	31	0.0423205813799816	4.62501093251014	0.474310155097496	0.635871243875609	0.737412979235039	-7.45879254605659	Non-Significant
BARHL1	-0.00517415477765009	0.995871640208374	0.999927879915109	6	-0.0254664914897575	-6.67401706722237	-0.423259585206802	0.672626635570942	0.765591047882053	-7.66988800703889	Non-Significant
BARHL2	-0.818204104914497	0.413240651616215	0.761969369618376	3	-0.190653493180754	-6.50909151606374	-1.44016778378138	0.151610156385826	0.298957427360462	-6.62035843104709	Non-Significant
BARX1	-0.977542179136319	0.32830080676446	0.672282374542719	33	-1.5515218193906	-1.87322067700423	-2.78816048828753	0.0058884473651813	0.0225022178300252	-3.08622342032475	LogFC Significant
BARX2	0.342990748027142	0.731605420455025	0.944000333641141	9	0.63376593606999	1.71780401676783	1.82543565351043	0.0696434885576066	0.167501782485716	-5.5868908880137	Non-Significant
BASP1	-0.201251807347625	0.840501683686575	0.986398235442807	10	-0.405952509813205	5.38321308106415	-2.7161309394555	0.00726919709650485	0.0268530209403082	-4.03628360135832	LogFC Significant
BATF	0.847554991751647	0.396685849086996	0.749336956694908	86	0.640988206798918	1.8390133206754	4.05835135591037	7.44385362358292e-05	0.000490594399028158	0.621809744860674	LogFC Significant
BATF2	1.05081581834179	0.293343189264142	0.640831146493411	51	0.603165316687106	3.16253785242251	3.27645946923888	0.00126799973835672	0.0060016216804037	-2.18378238719494	LogFC Significant
BATF3	0.669938588473302	0.502896939264577	0.818724628559001	71	0.32552244185177	1.42744754099748	2.16512933056323	0.0317345747819141	0.0902198766608458	-4.89174049032261	Non-Significant
BAZ1A	-2.53820466204538	0.0111422803176942	0.0646638695893928	17	-0.125195778013345	6.97209921766514	-1.45589476742154	0.147217010696384	0.292274386730764	-6.80341711504557	VIPER Significant
BBX	-2.52859419260449	0.0114520352732399	0.0659549541802957	76	-0.404355584794679	6.83483197704195	-5.23214475888297	4.7598441397995e-07	5.10882575190544e-06	4.9238465126791	LUSC
BCL11A	-3.60926523638513	0.000307065523930907	0.0193395427209346	78	-2.13755750959925	3.21399142508274	-12.1511710143837	5.13449258077892e-25	8.65144998230185e-23	46.1345275303919	LUSC
BCL11B	-1.88021520892678	0.0600787536477655	0.224234455993891	68	-1.12784114134456	3.57516855456661	-7.4854876055694	3.36762176203923e-12	8.6416944519984e-11	16.8945167685014	LogFC Significant
BCL3	0.304733098851954	0.760569438592374	0.955453869928816	19	0.0347297647456087	4.77064191585491	0.312406489815294	0.755104317305021	0.828930368261278	-7.5397461626446	Non-Significant
BCL6	-0.708864735004686	0.478408421006424	0.798437570634792	7	-0.311255241930385	6.37726577350717	-4.19149966811521	4.3951093922792e-05	0.00030712652641516	0.618142651898722	LogFC Significant
BCL6B	1.46860588911955	0.141939716602345	0.409504239852743	75	0.265276982316425	4.02296453799921	2.51757122734784	0.0127165868006162	0.0428966679440606	-4.38033262960045	LogFC Significant
BCL9	3.14050602741602	0.00168656236942175	0.0221956914311769	45	0.476638244170547	5.72706462209561	5.80749837699589	2.93479037644872e-08	3.94452570248203e-07	7.76923462539463	LUAD
BCL9L	0.600640894589746	0.548079193950905	0.852878655661668	68	0.260058453532602	5.04876001481772	1.94180865988724	0.0537692912843312	0.137561797702085	-5.75019663544817	Non-Significant
BCLAF1	-0.871826991404489	0.383302767382746	0.733020911337671	115	-0.0576620163274296	7.96537766391163	-1.2059540312472	0.229466444913453	0.347415338169174	-7.26650749738044	Non-Significant
BCLAF3	3.17686641327174	0.00148875593797279	0.0217633093901877	56	0.454651968037306	4.23455871761457	5.96228487580977	1.34428882995473e-08	1.92922627883455e-07	8.69440604634547	LUAD
BCOR	1.63875438119367	0.10126442338843	0.32300841841529	15	0.257696711017056	5.94013042720485	3.26600757812214	0.0013129094276669	0.00618427373287586	-2.53368262805374	LogFC Significant
BCORL1	0.185400568959229	0.852914862192115	0.994553520833191	27	0.0135094825089653	4.2878754081221	0.136610240010809	0.891496232750164	0.926257170525286	-7.5228553124492	Non-Significant
BCORP1	-0.914363409845742	0.360525921632199	0.713493673254058	44	-1.85359054040342	-3.53097766117264	-3.48905741247615	0.000613509900710073	0.00318691964143862	-0.903286239419877	LogFC Significant
BEND3	-0.442632707589192	0.658031422993984	0.906687616916173	13	-0.0417310330514894	2.84924907747851	-0.41894259558236	0.675772879532955	0.767821922281738	-7.27946925159759	Non-Significant
BEND5	-1.11508915446245	0.264812218619362	0.602883146244533	8	-0.451600396632967	0.755968002530123	-2.52234193119836	0.0125515043778849	0.0424664795061869	-4.00729975045458	LogFC Significant
BHLHA15	-0.0643851061491534	0.948663588990646	0.999927879915109	28	0.211765099576381	-1.87932279884746	0.807276263039531	0.420605418306512	0.550189643349661	-6.54537867394074	Non-Significant
BHLHA9	-0.0442108134237563	0.964736362616922	0.999927879915109	6	-0.100659064240722	-6.71492351576024	-2.02194875595484	0.0447077861401351	0.118830002900335	-5.75240053642265	Non-Significant
BHLHE22	0.723257684339792	0.469521585094565	0.79154742846462	65	0.339389463149334	1.78240894229833	2.34392804823421	0.0202069205283728	0.0628591122390745	-4.53925097751494	Non-Significant
BHLHE40	0.260172173394784	0.794730967739719	0.967654585810038	10	0.0677594703250973	8.66221548440785	0.688196580048079	0.492242079939821	0.614846473399389	-7.85326785774987	Non-Significant
BHLHE41	-0.990407079737385	0.321975186395929	0.667865855930472	27	-0.296829723679182	5.19545586139113	-1.98827200544189	0.0483438433826195	0.126485928035785	-5.6779561913944	Non-Significant
BICRA	-0.30929754762135	0.757095196292666	0.954329663625657	16	-0.204022921024954	2.49497061441224	-2.06284731451799	0.0406072858014975	0.109986373378829	-5.22181744605099	Non-Significant
BICRAL	2.93682489385081	0.00331591278739083	0.0288397127994866	72	0.33883945821	5.56478576090209	5.715778076085	4.63311809097085e-08	5.98529695803866e-07	7.34223673599221	LUAD
BMI1	0.903091190162564	0.366477499282978	0.717938359570946	60	0.0519428784247793	5.76709585005127	0.721339150592048	0.47166543712903	0.597981100574228	-7.44791062088039	Non-Significant
BMP2	0.990161814901908	0.322095033355491	0.667865855930472	9	0.630836497622391	4.22042404982183	3.14180683693031	0.00197271081978717	0.00881096838196174	-2.7100290895466	LogFC Significant
BMP4	2.6201416596601	0.00878932478559226	0.0549811967896239	47	1.17545585643892	2.79984548755206	5.6741947939535	5.69007651865328e-08	7.23157972927733e-07	7.43364323103696	LUAD
BNC1	-3.58079107848589	0.000342555486611655	0.0193395427209346	202	-6.94375967426507	0.569775312734034	-23.4491432057978	7.65613050975123e-56	4.32877619021334e-52	116.045518700735	LUSC
BNC2	0.133352220615215	0.893914830261784	0.999927879915109	71	-0.183963503270382	3.89244301026942	-1.20274058213674	0.230704764841852	0.349009800628548	-6.76433799422856	Non-Significant
BPTF	1.016067786569	0.309597107761564	0.654455415327584	49	0.149571130771759	7.04539752004295	2.35423229736449	0.0196725137809968	0.0614936750574239	-5.13112667646366	Non-Significant
BRCA1	-2.34080142929425	0.0192423983523546	0.0978195845355139	209	-0.692178907042301	4.67809032968966	-5.87373113480346	2.10455134646651e-08	2.8936017242987e-07	8.2099760203603	LUSC
BRCA2	-2.66778747764855	0.00763525378549945	0.0497778883158536	36	-0.546068140421829	3.90085946564641	-5.67617031193507	5.63491878270455e-08	7.17025449304085e-07	7.33156165531356	LUSC
BRD1	-0.794034957295871	0.427175080879569	0.767831636487575	45	-0.204331052860045	4.74647022167244	-2.23767292766489	0.0265066218115121	0.0782149004059499	-5.10969088486122	Non-Significant
BRD2	-2.86482694204041	0.00417237195514945	0.0323440857858591	5	-0.14712210912274	8.20307306470275	-3.17537469569747	0.00176921642383334	0.00801850201835875	-3.10257701551323	LUSC
BRD3	-0.984962668010903	0.324642408774904	0.670660449403299	26	-0.135620269863621	4.44207255028648	-1.57561080210209	0.116925246515609	0.245425817522306	-6.31394816392246	Non-Significant
BRD4	-2.97258501534267	0.0029530341600227	0.0270773967972835	106	-0.551788595151027	5.65153710349654	-7.178438798436	1.9416010317335e-11	4.38722513769054e-10	14.9597050526219	LUSC
BRD7	-0.389541388456566	0.696875700013171	0.926055717920995	39	-0.0716315552725924	5.29594950539551	-1.01303062730138	0.312446941934876	0.440762227969009	-7.13789262411786	Non-Significant
BRD9	-0.922291168287559	0.356376719494797	0.70922145960907	34	-0.237292901792664	5.5949545010519	-2.86027884011365	0.00474911163225493	0.0187105424912568	-3.67546500254592	LogFC Significant
BRDT	2.01356600276723	0.0440551188145735	0.179827246578151	10	2.23300800232842	-1.95559709171418	3.59147398396842	0.000427219568334188	0.00231443574515634	-0.673998076773729	LUAD
BRMS1	-0.7385167768174	0.460200476124867	0.785521935733503	66	-0.29440269505889	4.55921010562632	-3.07612849803656	0.00243488864946975	0.0105491289544431	-2.94245851041718	LogFC Significant
BRMS1L	-0.245792342550993	0.805842985019223	0.969911984135431	7	-0.127240678144888	4.33547658836338	-1.62190948494984	0.106626633356038	0.228454857471805	-6.22845867640676	Non-Significant
BRPF1	0.184968056479912	0.85325409044897	0.994553520833191	57	-0.0495989819921865	4.42508458778208	-0.72781205031243	0.467703280039276	0.594262980118362	-7.28293045376419	Non-Significant
BRPF3	3.31297457386994	0.000923093713560332	0.0193395427209346	53	0.550784140847347	6.23288769877493	7.40256492165311	5.42431026213648e-12	1.35304633332881e-10	16.151593565959	LUAD
BRWD1	0.74195820783927	0.458112657018536	0.784220132389787	19	0.0229980881973941	6.6616976199728	0.376949757594761	0.706668561519426	0.791711502014036	-7.7498439092289	Non-Significant
BRWD3	-0.875270022664316	0.381427001031056	0.731494513920474	54	-0.107588661663762	5.76457391737588	-1.45426170294149	0.147668569211627	0.292930875288589	-6.65334547322353	Non-Significant
BSX	-1.70967287556705	0.087326381252197	0.294206056504679	2	0.00532649386744394	-6.658982939797	0.0642334541255329	0.948857802121718	0.965638163391038	-7.74987922242822	Non-Significant
BTBD18	0.215346205015643	0.82949740816262	0.977505769565311	5	-0.226928047681007	-3.90420975734304	-0.994722859745519	0.321247278306547	0.450479194331651	-6.22663642239313	Non-Significant
CALCOCO1	1.87155459708318	0.0612682497890349	0.22707254766424	67	0.222870258678146	6.83949312056591	2.94022332947552	0.0037239680056548	0.0152304963780542	-3.60760708131402	LogFC Significant
CAMTA1	0.0825078047692398	0.934242912189337	0.999927879915109	56	0.152965126472536	4.76340081538952	1.7759435965629	0.0774835113336536	0.180078828852446	-6.01995631557611	Non-Significant
CAMTA2	0.58674152955105	0.557377311501203	0.858292669857681	121	0.131224760696638	4.87682292909887	1.56258982850812	0.119959325914253	0.249754521438266	-6.38491341036238	Non-Significant
CARF	2.62481935740359	0.00866949487450641	0.0545159697716627	66	0.290958899320356	3.93823019065356	3.5508472408443	0.000493633890171964	0.0026286159622531	-1.38918935862421	LUAD
CASZ1	-0.300582146479927	0.763733147271474	0.955453869928816	24	-0.218203835467313	3.09970717801096	-1.63742749902718	0.103341737910213	0.222965769569604	-6.06284952655882	Non-Significant
CBFA2T2	-2.87079951079992	0.00409435115763229	0.0323440857858591	32	-0.414336898142673	5.46032536004132	-5.24741668752715	4.4314447093332e-07	4.79376053314475e-06	5.15700285411034	LUSC
CBFA2T3	-0.222281545060533	0.824094717669538	0.97625865389392	37	-0.422864668138627	1.9593096562328	-3.48082014464521	0.000631414337762927	0.00326758364602912	-1.40430516697462	LogFC Significant
CBFB	-1.12270815954591	0.261561461434759	0.600932968605258	23	-0.0634383310427234	6.53803029505304	-1.22419294113255	0.222528309472188	0.339161217114498	-7.05614040663456	Non-Significant
CBX1	-2.52824947882299	0.0114632863590255	0.0659549541802957	93	-0.384098857446825	6.6877405305904	-5.0772002604415	9.75324864627516e-07	9.80837570384106e-06	4.24611659765171	LUSC
CBX2	-1.74912410023246	0.0802695701704919	0.27590584218194	38	-0.786968366608415	3.31688459351028	-3.82969116573255	0.000178663944751374	0.00107006140865156	-0.364678067039195	LogFC Significant
CBX3	0.453335734260852	0.650307005079717	0.902600240934727	80	0.0273303327177247	7.83229394112199	0.418320815657582	0.676226508481455	0.768094003008558	-7.88799894369817	Non-Significant
CBX4	0.32038836160905	0.748673947043469	0.952574802621167	20	0.301064488358745	3.71507227112783	3.30539046756227	0.00115103790776597	0.00551626624360322	-2.15472092019589	LogFC Significant
CBX5	0.311558461292963	0.755376106959802	0.952760818326182	42	0.0787372073878722	7.1124490771314	0.90558995556576	0.366400568908308	0.496687605878527	-7.46884807664977	Non-Significant
CBX7	0.855538186202294	0.392253273732346	0.743665248879089	96	0.134706319907472	4.84885458928602	1.23785684875212	0.2174306748466	0.332977528597692	-6.83265441152268	Non-Significant
CBX8	0.979541186342585	0.327312648701914	0.672282374542719	48	0.245581776794826	2.4254124799633	2.03290804535721	0.0435758513962595	0.116344025087888	-5.2739764140582	Non-Significant
CC2D1A	-1.02709185100014	0.304377215489998	0.652283296375577	63	-0.221359761143693	4.4405963077502	-1.93635561499409	0.0544384302929393	0.138881964795732	-5.68958147061496	Non-Significant
CC2D1B	1.10104688303437	0.270876253012934	0.609985371302583	25	0.259979726041062	5.52751386343494	3.9056415020269	0.000134135772150581	0.000830672131149384	-0.34139060665127	LogFC Significant
CCAR1	-0.396736233604474	0.691561977757873	0.922082637010497	25	-0.0627358844506764	6.85815543091769	-1.37505177758793	0.170876817861304	0.30370362618773	-6.9022532792062	Non-Significant
