cohort	TFs	n_LUAD	n_LUSC	mean_LUAD	mean_LUSC	mean_difference	hedges_g	p_value	FDR
GSE81089	97	106	67	0.582767475109068	-0.921990333754645	1.50475780886371	3.78862656415567	2.52664438621388e-46	7.57993315864165e-46
PDMR_PDX	97	22	34	0.725540318848783	-0.469467265137448	1.19500758398623	3.20256665549361	7.33400199063222e-16	1.10010029859483e-15
DepMap_22Q2	96	76	27	0.136024996249205	-0.382885174627392	0.518910170876598	1.07723180497378	9.71121977695555e-05	9.71121977695555e-05
