TF	TCGA	GSE81089	PDMR_PDX	DepMap_22Q2
TBX15	2.28749736585418	0.587652245541533	1.89546376986694	1.26541537702172
TBX4	-1.13621825817864	-0.395696709347958	-0.995663055244278	-1.00359437219791
TFCP2L1	1.15960186985659	-0.434520526491313	-0.00582944842185939	0.140879789278647
TOX3	2.5	1.90242447341716	1.85404461838728	1.94953331377722
VSX1	1.96232942751336	-0.958995728751779	2.45102603588356	1.61927071271697
WWC1	0.686542198024304	-0.17175274516774	0.174984009816722	0.933177599229167
WWC2	-0.458120007551304	0.129780695360197	-0.173744043674886	-0.446493194790487
ZBTB10	-0.994498416840105	-0.781478400312369	-0.520234965068925	-0.681789935493261
ZBTB16	-0.314230422657403	-0.544085191417112	-0.769352600497882	-0.754957903832707
ZBTB18	0.390076749012678	0.845335828336711	0.228939488164517	-0.426719019776776
ZFHX2	-0.742760538281982	-0.743890671748054	-0.821506765711914	-0.932312893207594
ZFP2	-0.55434776697849	0.436109343313654	-0.628347775059431	-0.649480542398141
ZNF19	0.656299284908945	1.08023682131589	0.166678130529595	-0.0164242195130412
ZNF214	-0.47812954819086	-0.567574783987744	-0.150347780018961	-0.924151331496132
ZNF239	1.12716860627466	-1.20041831243091	2.5	1.90311810599877
ZNF254	-0.491709037804347	0.605546474783549	-0.568031343231589	-0.40768139844945
ZNF281	-0.571238627865844	-0.405505021119534	-0.4968178517978	-0.693648022983095
ZNF33A	-0.48991414152759	-0.680301051085517	-0.994092138183692	-0.961613791798429
ZNF33B	-1.25006624202382	-1.33233188682873	-1.24098820369984	-1.05184883170205
ZNF396	-0.312291305610808	1.07310843073105	-0.196517365307416	-0.674068365189132
ZNF429	-0.850370821978913	-0.621228437073551	-1.04499941429886	-0.957743221887528
ZNF441	-1.0811282704157	-1.08541608884648	-1.15020951376219	-1.27405665155183
ZNF483	-0.559693975053554	0.683186829453554	-0.755184287052139	-0.962849224294436
ZNF486	-0.734051563158167	-1.21312037371734	-0.000292453640018944	0.343697784466455
ZNF493	-1.01829717110845	-0.771045453467506	-0.965537661281214	-0.885901594795945
ZNF540	0.722592231358143	-0.930664273755777	-0.830489681666025	-0.523315416565
ZNF597	-1.2900636909274	-0.978405806152442	-1.22816436378874	-0.875841480907944
ZNF608	-0.61672605834817	-0.528821412580519	-0.650580608275865	-0.644460645737387
ZNF620	0.396069989234302	0.39504329813983	0.349869468749223	-0.406495601545929
ZNF671	-1.22653855316477	-0.0326013671960478	-1.14708550555416	-1.23617360326361
ZNF678	-1.09729152797424	-0.238562660369484	-0.94329472744849	-1.12710482908568
ZNF69	-0.230048082539065	0.508340186215103	-0.206311668764948	-0.266005560536542
ZNF717	-1.27597427987453	0.611037725747178	-0.844388093211349	-0.551978457352748
ZNF737	-0.920538032568687	-0.460488277339498	-1.38049213209689	0
ZNF75D	-0.540501407289105	1.36045191221747	-0.780344364744478	-0.888900667410248
ZNF763	-1.0353776701024	-1.03213908862435	-1.29090716760561	-1.06088844075127
ZNF835	-1.06065996038409	-1.10502418457495	-0.843661733005014	-1.00785537778231
ZNF852	-0.511754400107793	-0.422085201585429	-0.85540043293944	-0.630267773568042
ZNF860	-1.23973798814287	-0.0792180368503297	-0.890676982284072	-0.668343475494819
ZSCAN16	-0.545621306212096	2.5	-0.395021572299074	-0.368763714960038
