analysis_definition	system	sample_id	TF	promoter_accessible
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	CSRNP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	DMRTC2	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	DRGX	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	E2F5	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ELF3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ELF5	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	EPAS1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ESR1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ETV1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	FOXA1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	FOXA2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	FOXA3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	FOXD2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	FOXP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	FOXP4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	GATA5	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	GATA6	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	GCM1	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	GLIS3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	HNF1A	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	HNF1B	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	HNF4G	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	HOPX	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	HOXD1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	IKZF4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	IL4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	INSM2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	IRF7	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	IRX3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	JADE1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	KANK2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	KAT2B	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	KLF2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	KLF9	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	LHX9	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	LIMD1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	LMO3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	LPIN2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	LYL1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MAGEC3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MAGED2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MAGEE2	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MDFIC	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MEF2C	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MEF2D	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MEIS3P1	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MEIS3P2	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MESP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MITF	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MLLT3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MLLT6	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MSANTD1	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MXD4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MYRF	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	MYRFL	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NANOGP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NCOA7	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NEUROG3	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NFATC2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NFATC4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NFE2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NKX2-1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NOTO	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NR0B2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NR1H4	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NR2F1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NR2F6	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	NR3C2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	OLIG1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ONECUT1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	PHC2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	POU1F1	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	PPARGC1A	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	PRDM16	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	PRDM8	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	RARA	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	RORB	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	RORC	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	SAMD11	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	SMAD6	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	SMAD7	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	SP110	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	SP5	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	SPDEF	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	TBX15	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	TBX4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	TBXT	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	TCF21	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	TFCP2L1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	TOX3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	TP53INP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	VDR	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	VENTX	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	VSX1	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	WTIP	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	WWC1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	WWC2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	XBP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZBTB10	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZBTB16	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZBTB18	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZBTB42	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZBTB46	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZFHX2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZFP2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZFP57	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZMYND15	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF117	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF141	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF19	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF214	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF239	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF254	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF281	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF33A	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF33B	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF341	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF382	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF396	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF429	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF441	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF444	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF467	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF483	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF486	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF493	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF540	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF541	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF597	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF608	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF620	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF662	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF671	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF678	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF681	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF69	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF710	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF717	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF737	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF75D	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF763	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF792	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF835	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF852	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZNF860	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-93-A4JQ	ZSCAN16	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ABHD14B	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ABRA	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	APBB1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ARX	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ASCL5	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ATOH8	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	BATF3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	BCLAF3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	CIITA	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	CREB3L2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	CREBRF	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	CRY2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	CSRNP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	DMRTC2	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	DRGX	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	E2F5	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ELF3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ELF5	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	EPAS1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ESR1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ETV1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	FOXA1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	FOXA2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	FOXA3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	FOXD2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	FOXP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	FOXP4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	GATA5	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	GATA6	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	GCM1	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	GLIS3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	HNF1A	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	HNF1B	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	HNF4G	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	HOPX	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	HOXD1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	IKZF4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	IL4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	INSM2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	IRF7	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	IRX3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	JADE1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	KANK2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	KAT2B	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	KLF2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	KLF9	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	LHX9	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	LIMD1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	LMO3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	LPIN2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	LYL1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MAGEC3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MAGED2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MAGEE2	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MDFIC	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MEF2C	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MEF2D	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MEIS3P1	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MEIS3P2	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MESP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MITF	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MLLT3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MLLT6	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MSANTD1	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MXD4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MYRF	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	MYRFL	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NANOGP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NCOA7	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NEUROG3	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NFATC2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NFATC4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NFE2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NKX2-1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NOTO	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NR0B2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NR1H4	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NR2F1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NR2F6	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	NR3C2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	OLIG1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ONECUT1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	PHC2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	POU1F1	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	PPARGC1A	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	PRDM16	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	PRDM8	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	RARA	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	RORB	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	RORC	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	SAMD11	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	SMAD6	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	SMAD7	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	SP110	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	SP5	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	SPDEF	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	TBX15	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	TBX4	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	TBXT	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	TCF21	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	TFCP2L1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	TOX3	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	TP53INP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	VDR	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	VENTX	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	VSX1	FALSE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	WTIP	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	WWC1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	WWC2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	XBP1	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ZBTB10	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ZBTB16	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ZBTB18	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ZBTB42	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ZBTB46	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ZFHX2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ZFP2	TRUE
PRIMARY_anchor_promoter_tcga_cpm1_both	patient	TCGA-L4-A4E6	ZFP57	FALSE
