dataset	source_drug_id	drug_name	canonical_drug	pubchem_cid	inchikey	target	pathway_or_moa
CTRPv2	968	968	NAME:968			GLS	inhibitor of glutaminase
CTRPv2	A-804598	A-804598	CID:53325874	53325874		P2RX7	inhibitor of purinergic receptor P2X
CTRPv2	AA-COCF3	AA-COCF3	CID:5280436	5280436	PLWROONZUDKYKG-DOFZRALJSA-N	FAAH;PLA2G4A;PLA2G4B;PLA2G4C;PLA2G4D	inhibitor of cytosolic phospholipase A2; inhibitor of fatty acid amide hydrolase
CTRPv2	Abiraterone	Abiraterone	CID:132971	132971	GZOSMCIZMLWJML-VJLLXTKPSA-N	CYP17A1	inhibitor of 17 alpha-hydroxylase and C17,20 lyase
CTRPv2	Abt-737	Abt-737	CID:11228183	11228183	HPLNQCPCUACXLM-PGUFJCEWSA-N	BCL2;BCL2L1;BCL2L2	inhibitor of BCL2, BCL-xL, and BCL-W
CTRPv2	AC55649	AC55649	CID:1714884	1714884	HXBKPYIEQLLNBK-UHFFFAOYSA-N	RARB	agonist of retinoic acid receptor beta
CTRPv2	Adavosertib	Adavosertib	CID:24856436	24856436		WEE1	inhibitor of WEE1
CTRPv2	Afatinib	Afatinib	CID:10184653	10184653	ULXXDDBFHOBEHA-CWDCEQMOSA-N	EGFR;ERBB2	inhibitor of EGFR and HER2
CTRPv2	AGK-2	AGK-2	CID:2130404	2130404	SVENPFFEMUOOGK-SDNWHVSQSA-N	SIRT2	inhibitor of sirtuin 2
CTRPv2	Alisertib	Alisertib	CID:24771867	24771867		AURKA;AURKB	inhibitor of aurora kinases A and B
CTRPv2	alisertib:navitoclax (2:1 mol/mol)	alisertib:navitoclax (2:1 mol/mol)	NAME:21			AURKA;AURKB;BCL2;BCL2L1;BCL2L2	inhibitor of aurora kinases A and B;inhibitor of BCL2, BCL-xL, and BCL-W
CTRPv2	Alpelisib	Alpelisib	CID:56649450	56649450		PIK3CA	inhibitor of PI3K catalytic subunit alpha
CTRPv2	Alvocidib	Alvocidib	CID:5287969	5287969		CDK1;CDK2;CDK4;CDK6	inhibitor of cyclin-dependent kinases
CTRPv2	AM-580	AM-580	CID:2126	2126	SZWKGOZKRMMLAJ-UHFFFAOYSA-N	RARA	agonist of retinoic acid receptor alpha
CTRPv2	apicidin	apicidin	CID:6918328	6918328		HDAC1;HDAC2;HDAC3;HDAC6;HDAC8	inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8
CTRPv2	AT-406	AT-406	CID:25022340	25022340		XIAP	SMAC mimetic; inhibitor of inhibitor of apoptosis proteins (IAPs)
CTRPv2	AT7867	AT7867	CID:11175137	11175137		AKT1;AKT2;AKT3;RPS6KB2	inhibitor of AKT1/2/3 and S6K
CTRPv2	Austocystin D	Austocystin D	CID:5470400	5470400	VXTQFTUOAJRUDO-IFMALSPDSA-N		natural product; inducer of DNA damage
CTRPv2	Avicin D	Avicin D	CID:44566777	44566777			natural product
CTRPv2	Avrainvillamide	Avrainvillamide	CID:11719255	11719255	ALXLLOQTGLPCFG-ATANMQQVSA-N	NPM1	natural product; inhibitor of nucleophosmin
CTRPv2	Axitinib	Axitinib	CID:6450551	6450551	RITAVMQDGBJQJZ-FMIVXFBMSA-N	FLT1;FLT3;KDR;KIT;PDGFRA;PDGFRB	inhibitor of VEGFRs, c-KIT, and PDGFR alpha and beta
CTRPv2	AZ-3146	AZ-3146	CID:56973724	56973724		TTK	inhibitor of TTK protein kinase
CTRPv2	Azacitidine	Azacitidine	CID:9444	9444	NMUSYJAQQFHJEW-KVTDHHQDSA-N	DNMT1	inhibitor of DNA methyltransferase
CTRPv2	Azd-1480	Azd-1480	CID:16659841	16659841		JAK1;JAK2	inhibitor of Janus kinases 1 and 2
CTRPv2	AZD-7545	AZD-7545	CID:16741245	16741245	DTDZLJHKVNTQGZ-GOSISDBHSA-N	PDK2	inhibitor of pyruvate dehydrogenase kinase 2
CTRPv2	Azd4547	Azd4547	CID:51039095	51039095		FGFR1;FGFR2;FGFR3	inhibitor of fibroblast growth factor receptors
CTRPv2	AZD6482	AZD6482	CID:44137675	44137675	IRTDIKMSKMREGO-OAHLLOKOSA-N	PIK3CB;PIK3CD	inhibitor of PI3K catalytic subunits beta and delta
CTRPv2	AZD7762	AZD7762	CID:11152667	11152667	IAYGCINLNONXHY-LBPRGKRZSA-N	CHEK1;CHEK2	inhibitor of checkpoint kinases 1 and 2
CTRPv2	AZD8055	AZD8055	CID:25262965	25262965	KVLFRAWTRWDEDF-IRXDYDNUSA-N	MTOR	inhibitor of mTOR
CTRPv2	Bafilomycin A1	Bafilomycin A1	CID:6436223	6436223		ATP6V0A1	inhibitor of the vacuolar-type H+-ATPase
CTRPv2	Barasertib	Barasertib	CID:11497983	11497983		AURKB	inhibitor of aurora kinase B
CTRPv2	Bardoxolone methyl	Bardoxolone methyl	CID:400769	400769	WPTTVJLTNAWYAO-KPOXMGGZSA-N		electrophilic inducer of the NFE2L2-KEAP1 pathway
CTRPv2	Bax Channel Blocker	Bax Channel Blocker	CID:2729026	2729026		BAX	inhibitor of BAX-mediated mitochondrial cytochrome c release
CTRPv2	BCL-LZH-4	BCL-LZH-4	NAME:BCLLZH4				inhibitor of BCL2, BCL-xL, and MCL1
CTRPv2	BEC	BEC	CID:2225	2225	NCUCGYYHUFIYNU-UHFFFAOYSA-N	ARG1;ARG2	inhibitor of arginase I and II
CTRPv2	Belinostat	Belinostat	CID:6918638	6918638	NCNRHFGMJRPRSK-MDZDMXLPSA-N	HDAC1;HDAC2;HDAC3;HDAC6;HDAC8	inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8
CTRPv2	Bemcentinib	Bemcentinib	CID:46215462	46215462		AXL	inhibitor of the tyrosine-protein kinase receptor UFO
CTRPv2	Bendamustine	Bendamustine	CID:65628	65628			DNA alkylator
CTRPv2	Betulinic acid	Betulinic acid	CID:64971	64971	QGJZLNKBHJESQX-FZFNOLFKSA-N		natural product; inhibitor of specificity protein 1 transcription factor in cells
CTRPv2	Bexarotene	Bexarotene	CID:82146	82146	NAVMQTYZDKMPEU-UHFFFAOYSA-N	RXRA;RXRB;RXRG	inhibitor of retinoid X receptors
CTRPv2	BI-2536	BI-2536	CID:11364421	11364421	XQVVPGYIWAGRNI-JOCHJYFZSA-N	PLK1	inhibitor of polo-like kinase 1 (PLK1)
CTRPv2	BIBR-1532	BIBR-1532	CID:9927531	9927531	PGFQXGLPJUCTOI-WYMLVPIESA-N	TERT	inhibitor of telomerase reverse transcriptase
CTRPv2	Birinapant	Birinapant	CID:49836020	49836020		DIABLO;XIAP	SMAC mimetic; inhibitor of inhibitor of apoptosis proteins (IAPs)
CTRPv2	BIX-01294	BIX-01294	CID:25150857	25150857	OSXFATOLZGZLSK-UHFFFAOYSA-N	EHMT2	inhibitor of G9a histone methyltransferase
CTRPv2	Blebbistatin	Blebbistatin	CID:3476986	3476986	LZAXPYOBKSJSEX-UHFFFAOYSA-N	MYH1;MYH2	inhibitor of myosin II ATPases
CTRPv2	Bleomycin a2	Bleomycin a2	CID:5460769	5460769	WUIABRMSWOKTOF-NUAMMRKQSA-N		inducer of DNA damage
CTRPv2	BMS-195614	BMS-195614	CID:445091	445091		RARA;RARB;RARG	antagonist of retinoic acid receptors
CTRPv2	BMS-270394	BMS-270394	CID:445455	445455		RARG	antagonist of retinoic acid receptor gamma
CTRPv2	BMS-345541 free base	BMS-345541 free base	CID:9926054	9926054		IKBKB	inhibitor of IKK-2
CTRPv2	Bms-754807	Bms-754807	CID:24785538	24785538	LQVXSNNAFNGRAH-QHCPKHFHSA-N	IGF1R	inhibitor of insulin-like growth factor 1 receptor and insulin receptor
CTRPv2	Bortezomib	Bortezomib	CID:387447	387447	GXJABQQUPOEUTA-RDJZCZTQSA-N	PSMB1;PSMB2;PSMB5;PSMD1;PSMD2	inhibitor of 26S proteasome
CTRPv2	Bosutinib	Bosutinib	CID:5328940	5328940	UBPYILGKFZZVDX-UHFFFAOYSA-N	ABL1;SRC	inhibitor of SRC and ABL1
CTRPv2	BRD-A02303741	BRD-A02303741	NAME:BRDA02303741			DOT1L	inhibitor of histone methyltransferases
CTRPv2	BRD-A02303741:carboplatin (1:1 mol/mol)	BRD-A02303741:carboplatin (1:1 mol/mol)	NAME:BRDA0230374111			DOT1L	inhibitor of histone methyltransferases;inducer of DNA damage
CTRPv2	BRD-A02303741:navitoclax (2:1 mol/mol)	BRD-A02303741:navitoclax (2:1 mol/mol)	NAME:BRDA0230374121			DOT1L;BCL2;BCL2L1;BCL2L2	inhibitor of histone methyltransferases;inhibitor of BCL2, BCL-xL, and BCL-W
CTRPv2	BRD-A05715709	BRD-A05715709	NAME:BRDA05715709			IDH1	putative inhibitor of IDH1 R132H
CTRPv2	BRD-A71883111	BRD-A71883111	NAME:BRDA71883111			IDH1	putative inhibitor of IDH1 R132H
CTRPv2	BRD-A86708339	BRD-A86708339	NAME:BRDA86708339				screening hit
CTRPv2	BRD-A94377914	BRD-A94377914	NAME:BRDA94377914			HDAC1;HDAC2;HDAC3;HDAC6;HDAC8	inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8
CTRPv2	BRD-K01737880	BRD-K01737880	NAME:BRDK01737880				screening hit
CTRPv2	BRD-K02251932	BRD-K02251932	NAME:BRDK02251932				product of diversity oriented synthesis
CTRPv2	BRD-K02492147	BRD-K02492147	NAME:BRDK02492147				product of diversity oriented synthesis
CTRPv2	BRD-K03536150	BRD-K03536150	NAME:BRDK03536150			BAX	activator of BAX
CTRPv2	BRD-K03911514	BRD-K03911514	NAME:BRDK03911514				stapled helical peptide
CTRPv2	BRD-K04800985	BRD-K04800985	NAME:BRDK04800985				product of diversity oriented synthesis
CTRPv2	BRD-K07442505	BRD-K07442505	NAME:BRDK07442505			BAX	stapled helical peptide activating BAX
CTRPv2	BRD-K09344309	BRD-K09344309	NAME:BRDK09344309				screening hit
CTRPv2	BRD-K09587429	BRD-K09587429	NAME:BRDK09587429				product of diversity oriented synthesis
CTRPv2	BRD-K11533227	BRD-K11533227	NAME:BRDK11533227			HDAC1;HDAC2	inhibitor of HDAC1 and HDAC2
CTRPv2	BRD-K13185470	BRD-K13185470	NAME:BRDK13185470			MCL1	stapled helical peptide targeting MCL1
CTRPv2	BRD-K13999467	BRD-K13999467	NAME:BRDK13999467				product of diversity oriented synthesis
CTRPv2	BRD-K14844214	BRD-K14844214	NAME:BRDK14844214				product of diversity oriented synthesis
CTRPv2	BRD-K16130065	BRD-K16130065	NAME:BRDK16130065				stapled helical peptide
CTRPv2	BRD-K16147474	BRD-K16147474	NAME:BRDK16147474				product of diversity oriented synthesis
CTRPv2	BRD-K17060750	BRD-K17060750	NAME:BRDK17060750				product of diversity oriented synthesis
CTRPv2	BRD-K19103580	BRD-K19103580	NAME:BRDK19103580				product of diversity oriented synthesis
CTRPv2	BRD-K20514654	BRD-K20514654	NAME:BRDK20514654				stapled helical peptide
CTRPv2	BRD-K24690302	BRD-K24690302	NAME:BRDK24690302			HDAC1	inhibitor of HDAC1
CTRPv2	BRD-K26531177	BRD-K26531177	NAME:BRDK26531177				analog of the natural product piperlongumine
CTRPv2	BRD-K27188169	BRD-K27188169	NAME:BRDK27188169				stapled helical peptide
CTRPv2	BRD-K27188169:navitoclax (2:1 mol/mol)	BRD-K27188169:navitoclax (2:1 mol/mol)	NAME:BRDK2718816921			BCL2;BCL2L1;BCL2L2	stapled helical peptide;inhibitor of BCL2, BCL-xL, and BCL-W
CTRPv2	BRD-K27224038	BRD-K27224038	NAME:BRDK27224038				product of diversity oriented synthesis
CTRPv2	BRD-K27986637	BRD-K27986637	NAME:BRDK27986637				product of diversity oriented synthesis; screening hit
CTRPv2	BRD-K28456706	BRD-K28456706	NAME:BRDK28456706			HNF4A	inhibitor of hepatocyte nuclear factor 4 alpha
CTRPv2	BRD-K29086754	BRD-K29086754	NAME:BRDK29086754				product of diversity oriented synthesis
CTRPv2	BRD-K29313308	BRD-K29313308	NAME:BRDK29313308			HDAC3	inhibitor of HDAC3
CTRPv2	BRD-K30019337	BRD-K30019337	NAME:BRDK30019337				product of diversity oriented synthesis
CTRPv2	BRD-K30748066	BRD-K30748066	NAME:BRDK30748066			CDK9	inhibitor of CDK9
CTRPv2	BRD-K33199242	BRD-K33199242	NAME:BRDK33199242				product of diversity oriented synthesis
CTRPv2	BRD-K33514849	BRD-K33514849	NAME:BRDK33514849				screening hit
CTRPv2	BRD-K34099515	BRD-K34099515	NAME:BRDK34099515				screening hit
CTRPv2	BRD-K34222889	BRD-K34222889	NAME:BRDK34222889				analog of the natural product piperlongumine
CTRPv2	BRD-K34485477	BRD-K34485477	NAME:BRDK34485477				product of diversity oriented synthesis
CTRPv2	BRD-K35604418	BRD-K35604418	NAME:BRDK35604418			MCL1	inhibitor of MCL1
CTRPv2	BRD-K37390332	BRD-K37390332	NAME:BRDK37390332				product of diversity oriented synthesis
CTRPv2	BRD-K41334119	BRD-K41334119	NAME:BRDK41334119				product of diversity oriented synthesis
CTRPv2	BRD-K41597374	BRD-K41597374	NAME:BRDK41597374				product of diversity oriented synthesis
CTRPv2	BRD-K42260513	BRD-K42260513	NAME:BRDK42260513			EZH2	inhibitor of enhancer of zeste polycomb repressive complex 2 subunit
CTRPv2	BRD-K44224150	BRD-K44224150	NAME:BRDK44224150				product of diversity oriented synthesis
CTRPv2	BRD-K45681478	BRD-K45681478	NAME:BRDK45681478				product of diversity oriented synthesis; screening hit
CTRPv2	BRD-K48334597	BRD-K48334597	NAME:BRDK48334597				product of diversity oriented synthesis
CTRPv2	BRD-K48477130	BRD-K48477130	NAME:BRDK48477130				screening hit
CTRPv2	BRD-K49290616	BRD-K49290616	NAME:BRDK49290616				product of diversity oriented synthesis
CTRPv2	BRD-K50799972	BRD-K50799972	NAME:BRDK50799972				product of diversity oriented synthesis
CTRPv2	BRD-K51490254	BRD-K51490254	NAME:BRDK51490254			HDAC6;HDAC8	inhibitor of HDAC6 and HDAC8
CTRPv2	BRD-K51831558	BRD-K51831558	NAME:BRDK51831558			EZH2	inhibitor of enhancer of zeste polycomb repressive complex 2 subunit
CTRPv2	BRD-K52037352	BRD-K52037352	NAME:BRDK52037352				product of diversity oriented synthesis
CTRPv2	BRD-K55116708	BRD-K55116708	NAME:BRDK55116708				product of diversity oriented synthesis; inhibitor of leukemic stem cells
CTRPv2	BRD-K55473186	BRD-K55473186	NAME:BRDK55473186			NOTCH1	stapled helical peptide targeting NOTCH1
CTRPv2	BRD-K58730230	BRD-K58730230	NAME:BRDK58730230				stapled helical peptide
CTRPv2	BRD-K61166597	BRD-K61166597	NAME:BRDK61166597				inhibitor of HDAC1 and HDAC2
CTRPv2	BRD-K63431240	BRD-K63431240	NAME:BRDK63431240				product of diversity oriented synthesis; screening hit
CTRPv2	BRD-K64610608	BRD-K64610608	NAME:BRDK64610608				product of diversity oriented synthesis; screening hit
CTRPv2	BRD-K66453893	BRD-K66453893	NAME:BRDK66453893				product of diversity oriented synthesis
CTRPv2	BRD-K66532283	BRD-K66532283	NAME:BRDK66532283			HDAC1;HDAC2	inhibitor of HDAC1 and HDAC2
CTRPv2	BRD-K70511574	BRD-K70511574	NAME:BRDK70511574			PLK1	inhibitor of polo-like kinase 1 (PLK1)
CTRPv2	BRD-K71781559	BRD-K71781559	NAME:BRDK71781559				screening hit
CTRPv2	BRD-K71935468	BRD-K71935468	NAME:BRDK71935468				inducer of ROS
CTRPv2	BRD-K75293299	BRD-K75293299	NAME:BRDK75293299				product of diversity oriented synthesis
CTRPv2	BRD-K78574327	BRD-K78574327	NAME:BRDK78574327				product of diversity oriented synthesis
CTRPv2	BRD-K79669418	BRD-K79669418	NAME:BRDK79669418			MDM2;MDM4	inhibitor of MDM4-p53 interaction
CTRPv2	BRD-K80183349	BRD-K80183349	NAME:BRDK80183349			HDAC1;HDAC2	inhibitor of HDAC1 and HDAC2
CTRPv2	BRD-K84807411	BRD-K84807411	NAME:BRDK84807411				product of diversity oriented synthesis
CTRPv2	BRD-K85133207	BRD-K85133207	NAME:BRDK85133207			HDAC1	inhibitor of HDAC1
CTRPv2	BRD-K86535717	BRD-K86535717	NAME:BRDK86535717				product of diversity oriented synthesis
CTRPv2	BRD-K88742110	BRD-K88742110	NAME:BRDK88742110			HDAC8	inhibitor of HDAC8
CTRPv2	BRD-K90370028	BRD-K90370028	NAME:BRDK90370028				screening hit
CTRPv2	BRD-K92856060	BRD-K92856060	NAME:BRDK92856060				screening hit
CTRPv2	BRD-K94991378	BRD-K94991378	NAME:BRDK94991378				inducer of ROS
CTRPv2	BRD-K96431673	BRD-K96431673	NAME:BRDK96431673				product of diversity oriented synthesis
CTRPv2	BRD-K96970199	BRD-K96970199	NAME:BRDK96970199				product of diversity oriented synthesis
CTRPv2	BRD-K97651142	BRD-K97651142	NAME:BRDK97651142				aphrocallistin derivative
CTRPv2	BRD-K99006945	BRD-K99006945	NAME:BRDK99006945				screening hit
CTRPv2	BRD-K99584050	BRD-K99584050	NAME:BRDK99584050				stapled helical peptide
CTRPv2	BRD-M00053801	BRD-M00053801	NAME:BRDM00053801			BCL2	inhibitor of BCL2
CTRPv2	BRD1812	BRD1812	NAME:BRD1812				screening hit
CTRPv2	BRD1835	BRD1835	NAME:BRD1835			EZH2	product of diversity oriented synthesis; screening hit
CTRPv2	BRD4132	BRD4132	CID:7326481	7326481			screening hit
CTRPv2	BRD6340	BRD6340	CID:1641662	1641662			screening hit
CTRPv2	BRD8899	BRD8899	NAME:BRD8899			STK33	inhibitor of serine/threonine kinasase STK33
CTRPv2	BRD8958	BRD8958	NAME:BRD8958			EP300	inhibitor of E1A binding protein p300
CTRPv2	BRD9647	BRD9647	CID:1242560	1242560			screening hit
CTRPv2	BRD9876	BRD9876	CID:613000	613000	MKILROQBJOOZKC-UHFFFAOYSA-N		screening hit
CTRPv2	BRD9876:MK-1775 (4:1 mol/mol)	BRD9876:MK-1775 (4:1 mol/mol)	NAME:BRD9876MK177541			WEE1	screening hit;inhibitor of WEE1
CTRPv2	Brefeldin A	Brefeldin A	CID:5287620	5287620	KQNZDYYTLMIZCT-KQPMLPITSA-N	ARF1	modulator of ADP-ribosylation factor 1; inhibitor of protein translocation from ER to Golgi
CTRPv2	Brivanib	Brivanib	CID:11234052	11234052		FLT1;KDR	inhibitor of VEGFR 1/2
CTRPv2	Cabozantinib	Cabozantinib	CID:25102847	25102847		FLT3;KDR;MET;RET	inhibitor of c-MET, VEGFR2/3, and RET
CTRPv2	Canertinib	Canertinib	CID:156414	156414		EGFR;ERBB2	inhibitor of EGFR and HER2
CTRPv2	carboplatin:etoposide (40:17 mol/mol)	carboplatin:etoposide (40:17 mol/mol)	NAME:4017			TOP2A	inducer of DNA damage;inhibitor of topoisomerase II
CTRPv2	carboplatin:UNC0638 (2:1 mol/mol)	carboplatin:UNC0638 (2:1 mol/mol)	NAME:UNC063821			EHMT1;EHMT2	inducer of DNA damage;inhibitor of EHMT2 and GLP methyltransferase
CTRPv2	Carboplatinum	Carboplatinum	CID:38904	38904			inducer of DNA damage
CTRPv2	CAY10594	CAY10594	CID:25105715	25105715	FAIFAFUXFFWVNQ-UHFFFAOYSA-N	PLD2	inhibitor of phospholipase D2
CTRPv2	CAY10618	CAY10618	CID:44819697	44819697	SJOLTIOPWDLDEB-UHFFFAOYSA-N	NAMPT	inhibitor of nicotinamide phosphoribosyltransferase
CTRPv2	CBB-1007	CBB-1007	NAME:CBB1007			KDM1A	inhibitor of lysine-specific demethylase 1A (LSD1)
CTRPv2	CCT036477	CCT036477	CID:3634881	3634881	IFOHRIXRQPOHQZ-UHFFFAOYSA-N		inhibitor of WNT signaling by blocking beta-catenin transcription
CTRPv2	CD-1530	CD-1530	CID:13290751	13290751	YAXSIJLRAOURJK-UHFFFAOYSA-N	RARG	agonist of retinoic acid receptor gamma
CTRPv2	CD-437	CD-437	CID:2758573	2758573	SNIGEINPLSDHBQ-UHFFFAOYSA-N	RARG	agonist of retinoic acid receptor gamma
CTRPv2	Cediranib	Cediranib	CID:9933475	9933475		FLT1;FLT4;KDR	inhibitor of VEGFRs
CTRPv2	ceranib-2	ceranib-2	CID:122388991	122388991		ACER1;ACER2;ACER3;ASAH1;ASAH2;ASAH2B	inhibitor of ceramidase activity
CTRPv2	Cerulenin	Cerulenin	CID:5282054	5282054	GVEZIHKRYBHEFX-NQQPLRFYSA-N	FASN;HMGCS1	inhibitor of fatty acid synthase; inhibitor of HMG-CoA synthase
CTRPv2	Ch-55	Ch-55	CID:6184667	6184667	FOUVTBKPJRMLPE-FMIVXFBMSA-N	RARA;RARB;RARG	agonist of retinoid acid receptors
CTRPv2	CHEMBL1222381	CHEMBL1222381	CID:19582717	19582717	SYENTKHGMVKGAQ-UHFFFAOYSA-N		induction of rat HCN cell differentiation as judged by induction of neuronal reporter neuroD activity
CTRPv2	CHEMBL374350	CHEMBL374350	CID:2858523	2858523	CYCGGKILBWERDJ-UHFFFAOYSA-N		inhibitor of antigen receptor-mediated NFkappaB activity
CTRPv2	Chir-99021	Chir-99021	CID:9956119	9956119	AQGNHMOJWBZFQQ-UHFFFAOYSA-N	GSK3B	inhibitor of GSK3 beta
CTRPv2	Chlorambucil	Chlorambucil	CID:2708	2708	JCKYGMPEJWAADB-UHFFFAOYSA-N		DNA alkylator
CTRPv2	CHM-1	CHM-1	CID:375860	375860	ZMYDAPJHGNEFGQ-UHFFFAOYSA-N		inhibitor of tubulin polymerization
CTRPv2	CI-976	CI-976	CID:122327	122327	WAFNZAURAWBNDZ-UHFFFAOYSA-N	ACAT1	inhibitor of acetyl-CoA acetyltransferase I
CTRPv2	Ciclopirox	Ciclopirox	CID:2749	2749	SCKYRAXSEDYPSA-UHFFFAOYSA-N	RRM1	substituted pyridone antimycotic; inhibitor of the iron-dependent enzyme ribonucleotide reductase
CTRPv2	CID-5951923	CID-5951923	CID:5951923	5951923		KLF5	modulator of KLF5 expression
CTRPv2	CIL41	CIL41	NAME:CIL41				screening hit
CTRPv2	CIL55	CIL55	NAME:CIL55				screening hit
CTRPv2	CIL55A	CIL55A	NAME:CIL55A				screening hit
CTRPv2	CIL56	CIL56	CID:654092	654092			screening hit
CTRPv2	CIL70	CIL70	CID:5493381	5493381	FMSOAWSKCWYLBB-VBGLAJCLSA-N		screening hit
CTRPv2	Cimetidine	Cimetidine	CID:2756	2756	AQIXAKUUQRKLND-UHFFFAOYSA-N	HRH2	inhibitor of histidine receptor H2
CTRPv2	Clofarabine	Clofarabine	CID:119182	119182	WDDPHFBMKLOVOX-UHFFFAOYSA-N		inducer of DNA damage
CTRPv2	Compound 1541A	Compound 1541A	NAME:C1541A			CASP3;CASP6;CASP7	activators of executioner procaspases 3, 6, and 7
CTRPv2	compound 1B	compound 1B	NAME:1B				screening hit
CTRPv2	Compound 23 citrate	Compound 23 citrate	NAME:C23				analog of natural product cortistatin
CTRPv2	Compound 7d-cis	Compound 7d-cis	NAME:C7			XPO1	inhibitor of CRM1-mediated nucleocytoplasmic transport
CTRPv2	CR-1-31B	CR-1-31B	CID:23976	23976	VYZAMTAEIAYCRO-UHFFFAOYSA-N	EIF4A2;EIF4E;EIF4G1	silvestrol analog; inhibits translation by modulating the eIF4F complex
CTRPv2	Crizotinib	Crizotinib	CID:54613769	54613769	SCJHEFQWKWHQTO-GFCCVEGCSA-N	ALK;MET	inhibitor of c-MET and ALK
CTRPv2	crizotinib:PLX-4032 (2:1 mol/mol)	crizotinib:PLX-4032 (2:1 mol/mol)	NAME:PLX403221			ALK;MET;BRAF	inhibitor of c-MET and ALK;inhibitor of BRAF
CTRPv2	Cucurbitacin I	Cucurbitacin I	CID:5281321	5281321	NISPVUDLMHQFRQ-MKIKIEMVSA-N		natural product; modulator of NFKB1 and STAT3 signaling
CTRPv2	Curcumin	Curcumin	CID:969516	969516	VFLDPWHFBUODDF-FCXRPNKRSA-N		natural product; modulator of ROS; modulator of NF-kappa-B signaling
CTRPv2	cyanoquinoline 11	cyanoquinoline 11	NAME:11			MAP3K8	inhibitor of MAP3K8; inhibitor of phosphorylated EGFR in cells
CTRPv2	Cyclophosphamide	Cyclophosphamide	CID:2907	2907	CMSMOCZEIVJLDB-UHFFFAOYSA-N		DNA alkylator
CTRPv2	Cyclosporin A	Cyclosporin A	CID:5280754	5280754	PMATZTZNYRCHOR-IMVLJIQESA-N	PPID	inhibitor of calcineurin by binding to cyclophilin D
CTRPv2	Cytarabine	Cytarabine	CID:5351180	5351180	KCURWTAZOZXKSJ-UHFFFAOYSA-N		inducer of DNA damage
CTRPv2	Cytochalasin B	Cytochalasin B	CID:5311281	5311281	GBOGMAARMMDZGR-TYHYBEHESA-N		inhibitor of actin polymerization
CTRPv2	Dabrafenib	Dabrafenib	CID:44462760	44462760		BRAF	inhibitor of BRAF
CTRPv2	Dactolisib	Dactolisib	CID:11977753	11977753	JOGKUKXHTYWRGZ-UHFFFAOYSA-N	MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG	inhibitor of PI3K and mTOR kinase activity
CTRPv2	Daporinad	Daporinad	CID:6914657	6914657	KPBNHDGDUADAGP-VAWYXSNFSA-N	NAMPT	inhibitor of nicotinamide phosphoribosyltransferase
CTRPv2	Darinaparsin	Darinaparsin	CID:11683005	11683005	JGDXFQORBMPJGR-YUMQZZPRSA-N		inducer of ROS; inhibitor of microtubule assembly
CTRPv2	Dasatinib	Dasatinib	CID:3062316	3062316	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	EPHA2;KIT;LCK;SRC;YES1	inhibitor of SRC, YES1, EPHA2, c-KIT, and LCK
CTRPv2	DBeQ	DBeQ	CID:676352	676352		VCP	inhibitor of p97 in cells
CTRPv2	Decitabine	Decitabine	CID:451668	451668	XAUDJQYHKZQPEU-KVQBGUIXSA-N	DNMT1	inhibitor of DNA methyltransferase
CTRPv2	decitabine:carboplatin (1:1 mol/mol)	decitabine:carboplatin (1:1 mol/mol)	NAME:11			DNMT1	inhibitor of DNA methyltransferase;inducer of DNA damage
CTRPv2	decitabine:navitoclax (2:1 mol/mol)	decitabine:navitoclax (2:1 mol/mol)	NAME:21			DNMT1;BCL2;BCL2L1;BCL2L2	inhibitor of DNA methyltransferase;inhibitor of BCL2, BCL-xL, and BCL-W
CTRPv2	Degrasyn	Degrasyn	CID:11222830	11222830		UCHL5;USP14;USP5;USP9X	inhibitor of the deubiquitinase activity of USP9X, USP5, USP14, and UCH37
CTRPv2	Dexamethasone	Dexamethasone	CID:5743	5743	UREBDLICKHMUKA-CXSFZGCWSA-N	NR3C1	agonist of glucocorticoid receptor
CTRPv2	Dinaciclib	Dinaciclib	CID:46926350	46926350		CDK1;CDK2;CDK5;CDK9	inhibitor of cyclin-dependent kinases
CTRPv2	Docetaxel	Docetaxel	CID:148124	148124	ZDZOTLJHXYCWBA-VCVYQWHSSA-N		inhibitor of microtubule assembly
CTRPv2	docetaxel:tanespimycin (2:1 mol/mol)	docetaxel:tanespimycin (2:1 mol/mol)	NAME:21			HSP90AA1	inhibitor of microtubule assembly;inhibitor of HSP90
CTRPv2	Doramapimod	Doramapimod	NAME:D			MAPK11;MAPK11;MAPK14	inhibitor of p38 MAPK
CTRPv2	Doxorubicin	Doxorubicin	CID:32874	32874	MWWSFMDVAYGXBV-FGBJBKNOSA-N	TOP2A	inhibitor of topoisomerase II
CTRPv2	doxorubicin:navitoclax (2:1 mol/mol)	doxorubicin:navitoclax (2:1 mol/mol)	NAME:21			TOP2A;BCL2;BCL2L1;BCL2L2	inhibitor of topoisomerase II;inhibitor of BCL2, BCL-xL, and BCL-W
CTRPv2	DTIC-Dome	DTIC-Dome	CID:5353562	5353562	FDKXTQMXEQVLRF-ZHACJKMWSA-N		DNA alkylator
CTRPv2	ELCPK	ELCPK	NAME:ELCPK				screening hit
