TF	NES	p_value	FDR	regulon_size
CRY1	1.15010648821668	0.250100014387815	0.547285092095594	10
CRY2	2.27025524081593	0.0231921010690569	0.109630425994671	142
CSRNP1	1.17110929747872	0.241554847150681	0.535435012714935	58
CSRNP2	-0.100035284745492	0.920316312756149	0.999804859561379	9
CSRNP3	-1.89704095964104	0.0578225324006865	0.207809423243254	14
CTBP1	0.89076449479904	0.373055526579865	0.679481915592882	87
CTBP2	2.35545033853379	0.0185002697264584	0.0929531032763047	26
CTCF	-1.4835093761886	0.137939127180408	0.373802175728686	24
CTCFL	-2.86525343925155	0.00416675613926008	0.0313449231618331	28
CTNNB1	2.06911051726979	0.0385357170254245	0.156400516169854	14
CTR9	0.743808270278759	0.456992476085509	0.755014707611668	31
CUX1	2.37134711152255	0.0177233775474913	0.0910445561765888	22
CUX2	0.546420713305744	0.584776775122648	0.861352268371468	22
CXXC1	-1.12028640461044	0.262591733687935	0.561219992530917	107
CYTL1	0.232471853624144	0.81617154598892	0.975146000650467	29
DACH2	-1.041020392595	0.297866083910845	0.60250751993225	11
DAXX	-1.78974525775834	0.0734948731536781	0.244861028467229	20
DBP	-0.78825793281166	0.430545848616081	0.735886105847412	14
DBX1	0.0489838443232423	0.960932170845704	0.999804859561379	11
DBX2	-1.53644543759642	0.124429170011346	0.351254710376103	11
DCAF6	0.0998492301811786	0.920464023275155	0.999804859561379	32
DDIT3	-2.84041968359155	0.00450542166558269	0.0327948990078102	21
DEAF1	0.106226763690782	0.915402436725052	0.999804859561379	112
DHX33	-2.18389644185928	0.0289698585456444	0.129047551703325	20
DHX9	-2.2388624462878	0.0251648676173638	0.115425157633068	88
DLX1	-3.44285585136257	0.000575606033028959	0.0184093164893283	65
DLX2	-3.52092861669668	0.00043003836668182	0.0184093164893283	49
DLX3	1.89190042073358	0.0585042497299842	0.209509871136432	16
DLX4	2.02536393550716	0.042830007825017	0.167078613049435	26
DLX5	-3.32272397642119	0.000891430749788779	0.0184093164893283	129
DLX6	-3.15612610996642	0.00159879718246753	0.0200283149209203	95
DMAP1	0.515288899918349	0.606351154416783	0.873889277451561	52
DMBX1	0.99618099096083	0.319162213724527	0.626599360556205	10
DMRT1	-3.51936472089017	0.000432581581156996	0.0184093164893283	70
DMRT2	-3.16218951345806	0.00156587620992614	0.0200149354011615	101
DMRT3	-3.24590269489566	0.0011707884950452	0.0184093164893283	52
DMRTA1	0.173581853079852	0.862194094647254	0.989548990740305	5
DMRTA2	-0.816316414355939	0.414319188717722	0.72494452111737	6
DMRTB1	0.0200419074295128	0.984009941976014	0.999804859561379	3
DMRTC2	0.21532162972209	0.829516567034857	0.979584900177126	11
DMTF1	-0.0624378389478247	0.95021416260617	0.999804859561379	28
DNAJB1	-2.54849779789756	0.0108187969888246	0.0628178125738401	46
DNMT3A	0.360913423142022	0.718164168755615	0.926648564566493	45
DNMT3B	-2.88407957059454	0.00392559549085791	0.0308929467503472	42
DNMT3L	0.0132806262910534	0.989403904806601	0.999804859561379	4
DOT1L	-1.80575120594773	0.0709572102674705	0.23949796634788	35
DPF1	-3.44947756386784	0.000561672403187561	0.0184093164893283	96
DPF2	-0.963506230834373	0.335293538798199	0.645215248511093	16
DPF3	0.281233478740033	0.778531328118383	0.95769480659915	31
DPRX	-0.0183391792730141	0.985368272175384	0.999804859561379	4
DR1	-2.06675038238715	0.0387576810428695	0.156668372666247	35
DRAP1	-0.616251034455331	0.537728850513003	0.828221672297802	91
DRGX	3.3542310762201	0.000795858708457473	0.0184093164893283	27
DUX4L4	-0.839802935340227	0.401018887381179	0.712961898007777	15
DUX4L9	-1.7310484602681	0.0834431216330494	0.266090843429835	9
DUXA	0.797944603973418	0.424902637674071	0.734223280820053	5
DYRK1A	1.16157323100108	0.245408860839816	0.540788958620252	16
DYRK1B	-0.276256664404342	0.782350937964088	0.9601362457971	12
E2F1	-1.75176222407472	0.0798147023412242	0.258225389976587	65
E2F2	-2.58862207752352	0.00963607846010495	0.0588415854904281	66
E2F3	-2.09319272301926	0.0363319540893721	0.149265635512369	28
E2F4	-0.58479717617428	0.558684103325176	0.842007774628866	50
E2F5	3.28206287678325	0.00103050623583383	0.0184093164893283	40
E2F6	-1.39022242521246	0.164461345799744	0.419343976302778	38
E2F7	-3.13422780956205	0.00172307028192185	0.0207284323136586	152
E2F8	-2.0784704153516	0.0376660530280169	0.153241256251541	32
E4F1	-0.176024191545798	0.860274937073413	0.989548990740305	249
EAF1	0.120884732013911	0.903782335565888	0.997055212840934	6
EAF2	-1.38011539904637	0.167551116688158	0.423409048335231	36
EBF1	-0.534846644888753	0.592755905450655	0.868597092669851	68
EBF2	1.68064433189593	0.092832019425489	0.288179006304494	20
EBF3	-1.56445987439859	0.117709609107087	0.340747269014607	15
EBF4	0.636687734666913	0.524328264418788	0.815937632236518	23
EDRF1	1.07551821004249	0.282142783805616	0.583153140602348	14
EED	-2.42072796372916	0.0154894639230283	0.0831321142619509	56
EGR1	0.167001656054904	0.867368745881871	0.990922442968231	11
EGR2	0.137469559726913	0.890659652105087	0.996819875503981	22
EGR3	-0.599353300409711	0.548937311526029	0.836239703419619	38
EGR4	-0.387149650063905	0.69864542256917	0.919173971146996	10
EHF	0.506266795343375	0.61266936963325	0.874718015528988	19
EHMT1	-0.906713866785484	0.364558128516579	0.675643247407572	18
EHMT2	-0.879347710158435	0.379212774600287	0.685037227140603	50
EID1	-0.285620582411064	0.775168737405665	0.9565810770565	25
EID2	-1.20201732102952	0.229356817292173	0.517146852906819	22
EID2B	-0.151968834714163	0.879211516407457	0.992174915013226	25
ELF1	0.661484804005151	0.508301456695638	0.800923628628656	34
ELF2	2.85878970074809	0.00425260605255766	0.0317601693664994	50
ELF3	3.11926968257148	0.00181299938789855	0.0208189515869451	70
ELF4	-2.0476734745963	0.0405920046090419	0.161804240594375	27
ELF5	-0.227816947931935	0.819788550574643	0.976398553996852	6
ELK1	-2.95548088324438	0.00312182043013068	0.0273779649557296	73
ELK3	0.902775277285593	0.366645174840012	0.676738581177345	79
ELK4	-0.158735276457925	0.873877443937416	0.991209871137463	18
ELL	-0.713545184332963	0.475508463556106	0.775222874864608	132
ELL2	-0.0911342126207649	0.927385948004784	0.999804859561379	10
ELL3	2.01697820573701	0.0436977877516121	0.169150010776472	12
EMX1	-3.10835546493335	0.00188131641427286	0.0208189515869451	30
EMX2	-1.30207028597726	0.192892359685153	0.468020230202261	3
EN1	-3.50708496328141	0.000453044470706645	0.0184093164893283	87
EN2	-0.442074063282453	0.658435612299381	0.899288394566551	9
ENY2	-0.421653554587677	0.673277910074625	0.905176535509247	75
EOMES	-0.0817079507403611	0.934878955726847	0.999804859561379	84
EP300	-0.900022761962339	0.36810813757272	0.677845323907968	26
EPAS1	2.50890583242413	0.0121105764377948	0.0687292318178807	58
EPC1	2.74249689685334	0.00609740260227543	0.0405326561382395	56
EPC2	2.80760560365745	0.00499113121446992	0.0349379185012894	73
ERF	-3.14959588210044	0.00163496448334043	0.0200283149209203	55
ERG	0.742727234050041	0.457646837932304	0.755474525395233	56
ESR1	2.65468457946019	0.00793825968528328	0.050309033778341	48
ESR2	-0.41416240038438	0.678755176031972	0.9072649026269	13
ESRRA	-0.234215866163355	0.814817398137678	0.975146000650467	83
ESRRB	-0.175429514527656	0.860742150935271	0.989548990740305	7
ESRRG	0.143636256589288	0.885787708893986	0.994729796302909	20
ESX1	0.129099388656301	0.897279005742745	0.997055212840934	8
ETS1	0.948889375730034	0.342676878623267	0.655655094432517	130
ETS2	-0.142643926257977	0.886571404048657	0.994729796302909	6
ETV1	3.01136323507953	0.0026007753247442	0.024646026544392	56
ETV2	-0.796049518305641	0.426003254176783	0.734627070936616	31
ETV3	0.310022583486487	0.756543782742589	0.945499705864169	11
ETV3L	-1.086210655896	0.277385803940197	0.579883538101827	3
ETV4	0.823801263178732	0.410052489746292	0.722445060548374	35
ETV5	1.1508333710197	0.249800793102828	0.547285092095594	10
ETV6	1.61150581425374	0.107069520978173	0.31914342380586	15
ETV7	0.266743259304465	0.78966684414621	0.964401635191329	28
EVX1	-0.0153991822994369	0.9877137157805	0.999804859561379	4
EVX2	-2.1622173830067	0.0306014242792847	0.134197957862279	24
FAM220A	-1.17530875215036	0.239871214261473	0.533666965062347	24
FAM220BP	-0.00530114341666554	0.99577031932375	0.999804859561379	1
FBXL19	-0.308843267142249	0.757440754528375	0.945499705864169	31
FERD3L	0.00358736993653479	0.997137699053017	0.999804859561379	3
FEV	0.101020114557112	0.919534492748882	0.999804859561379	8
FEZF1	0.0948572347878337	0.924428224987303	0.999804859561379	11
FGF1	1.22707450263489	0.219794590122652	0.50407229629727	23
FGF2	-0.893101101700937	0.37180303306318	0.677939469656162	92
FGF7	-0.198614418000143	0.842564374372436	0.986446249510001	70
FHL2	-0.522070501087623	0.601621244460943	0.873307138816499	39
FHL5	1.91968922335004	0.0548971662901487	0.199797838907443	131
FIGLA	0.336588158662904	0.736427383890695	0.937568196601018	7
FLCN	-0.288104295215714	0.773266904855625	0.955407879369588	94
FLI1	0.90861802829775	0.363551786847585	0.675643247407572	178
FOS	1.6933888479268	0.0903814762190117	0.281950909509308	35
FOSB	1.23204613606626	0.217931850481583	0.502228059564631	18
FOSL1	-2.9726800379162	0.00295212018217029	0.0263591530932449	64
FOSL2	-2.93191895205324	0.00336874649293598	0.0287991987417378	50
FOXA1	3.33761067281374	0.000845020615659849	0.0184093164893283	58
FOXA2	3.37903852453563	0.000727398142603368	0.0184093164893283	99
FOXA3	2.89967894856946	0.00373545051865138	0.0299826337717853	77
FOXB1	1.28230500090225	0.199735674360539	0.478739280080385	4
FOXB2	-0.174684497976602	0.861327549300411	0.989548990740305	5
FOXC1	-1.05168656817937	0.292943375504523	0.596689586204976	8
FOXC2	-0.771170582570281	0.440605828386503	0.745098576791654	40
FOXD1	-3.53044907212573	0.000414854873430054	0.0184093164893283	238
FOXD2	2.24552961435902	0.0247341532889689	0.113709185257525	21
FOXD3	-2.36204594969808	0.0181743893901512	0.0922601584466001	9
FOXD4	0.0183063791526239	0.985394438492332	0.999804859561379	4
FOXD4L1	0.1155336493174	0.908022150743782	0.998179367200467	10
FOXD4L3	0.0153612150249751	0.987744005699847	0.999804859561379	3
FOXD4L4	1.04920448713677	0.294084013908331	0.597990672005909	12
FOXD4L5	0.492570200365722	0.622316308243834	0.882333763967306	12
FOXE1	-3.37583287357734	0.000735926080700428	0.0184093164893283	201
FOXE3	-0.0800799711620394	0.936173652278521	0.999804859561379	5
FOXF1	0.231080587831592	0.817252195692524	0.975146000650467	69
FOXF2	-0.81533518432805	0.414880474213749	0.72494452111737	29
FOXG1	0.0218304782105696	0.982583181880023	0.999804859561379	10
FOXH1	0.260857645426305	0.794202288276721	0.967001452816928	9
FOXI1	-1.18572690039941	0.235730167620618	0.528237288511551	15
FOXI2	0.449074228685849	0.653378110585164	0.896151758280811	17
FOXI3	-0.940633295851102	0.346892812956028	0.658702893410831	9
FOXJ1	2.82674545509574	0.00470236903460303	0.0335460790384094	221
FOXJ2	-1.57575966519422	0.115081201185237	0.335069758233537	6
FOXJ3	0.952917414968356	0.3406319156872	0.652363697440976	18
FOXK1	-3.0205410232454	0.00252323524563411	0.0243710558099949	83
FOXK2	-0.990764828095715	0.321800427338464	0.629500543839313	102
FOXL1	-0.474797224337457	0.634931511587303	0.887049657008965	22
FOXL2	-3.72414823024441	0.00019597575981333	0.0184093164893283	52
FOXM1	-2.5683749268506	0.0102176576943054	0.0602240144053872	267
FOXN1	-3.42439574196356	0.000616168217779825	0.0184093164893283	83
FOXN2	-0.628725389595608	0.529528853113781	0.820891756902758	24
FOXN3	-1.84163092505832	0.0655291543159779	0.226954013970532	25
FOXN4	0.412138437098932	0.680237957187064	0.908642324460646	4
FOXO1	-2.10813134347522	0.0350196299364509	0.14566135930089	50
FOXO3	-2.58712403727601	0.00967807464299864	0.058918945326619	15
FOXO4	1.54330614263334	0.12275651394207	0.34931704888048	16
FOXO6	0.716785568088609	0.473506417988164	0.774023103123045	26
FOXP1	2.38207558691892	0.0172153634182588	0.0891383121321699	116
FOXP2	0.944190593258662	0.34507226131772	0.656880622777038	6
FOXP3	0.369092594117296	0.712058708889758	0.924709726024255	129
FOXP4	1.39151258568286	0.164070045854771	0.419343976302778	124
FOXQ1	-0.258067331632722	0.796354943383527	0.967862723083791	2
FOXS1	-0.132476531523646	0.894607384536425	0.996819875503981	45
GABPA	2.3202706484581	0.0203262408803735	0.100137388350703	53
GABPB1	-1.52765416637162	0.126598425488657	0.355218207830602	58
GABPB2	-2.74289760843008	0.00608996717170386	0.0405326561382395	11
GATA1	-0.0498438308639757	0.960246838092266	0.999804859561379	21
GATA2	0.602308938540316	0.546968512009189	0.836239703419619	32
GATA3	0.32094540382528	0.748251765237905	0.945499705864169	75
GATA4	-0.576866490113745	0.564029649096878	0.84815536305062	4
GATA5	2.77773122461733	0.00547398772127993	0.0374055827620795	77
GATA6	1.94137996842733	0.0522122061933864	0.193531959857036	35
GATAD2A	-1.11536622968906	0.264693514822153	0.564510903691832	58
GATAD2B	0.799923316669405	0.423755227555786	0.734118538051485	10
GBX1	1.15226548873832	0.249211993919513	0.547285092095594	9
GBX2	-2.93353203874738	0.0033512906421758	0.0287991987417378	14
GCM1	2.69215655064986	0.00709916128629541	0.0461560356769174	25
GCM2	-0.0445599329101345	0.964458079822417	0.999804859561379	2
GFI1	0.250954648043041	0.801849172915012	0.969842373668887	54
GFI1B	0.425180237993496	0.670705289206785	0.905176535509247	8
GLI1	-1.84481617138552	0.0650642842022277	0.226540982603597	39
GLI2	-3.27279335213865	0.00106490303040356	0.0184093164893283	131
GLI3	-1.85299025253276	0.063883755785292	0.222816780160853	42
GLI4	-0.188820126654191	0.850233796800227	0.989548990740305	74
GLIS1	-2.0071002883531	0.0447389855429794	0.171201184677801	31
GLIS2	0.775417182657259	0.438093185067662	0.741473638416961	146
