system	sample_id	sample_slug	run	library_layout	filtered_human_reads	filtered_human_units	peak_count	frip	hard_qc_status
cell_line	RERF-LC-Ad2	RERF-LC-Ad2	DRR137746	SINGLE	3103697	3103697	15681	0.08562466	PASS
