system	sample_id	sample_slug	run	library_layout	filtered_human_reads	filtered_human_units	peak_count	frip	hard_qc_status
cell_line	H1648	H1648	DRR136585	SINGLE	2088866	2088866	9413	0.06757877	FAIL
