cohort	endpoint	model	TF	n	events	beta	HR	lower95	upper95	p_value	model_likelihood_p	FDR	log2_HR	log2_lower95	log2_upper95	direction	nominal_significant	FDR_significant
TCGA_LUAD	RFS	univariable	MXD4	277	80	0.17690124322167	1.19351321978636	0.76900962963587	1.85234846341169	0.43022806492435	0.429848240639672	0.740948334036381	0.255214546322995	-0.378926430977332	0.889355523623322	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	MXD4	277	80	0.156883353709204	1.16985914621168	0.752611241665672	1.81842941775122	0.485737360860942	0.217199416988975	0.747118912669751	0.226334836394298	-0.410023255954342	0.862692928742938	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	NCOA7	277	80	0.298729405065172	1.34814477296481	0.867646066467971	2.0947416223196	0.183992122347073	0.183162773032281	0.731869167625031	0.430975431255235	-0.204821441945681	1.06677230445615	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	NCOA7	277	80	0.275303662943375	1.31693051715297	0.841477310365426	2.06102525361691	0.22831890814506	0.159198686239896	0.593957928411219	0.397179229266974	-0.249003723705993	1.04336218223994	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	NFATC4	277	80	0.207721011779021	1.23086972348798	0.792352703805587	1.91207813000801	0.35533062660261	0.355327915909837	0.731869167625031	0.299678073582032	-0.33578532776138	0.935141474925445	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	NFATC4	277	80	0.283823835172773	1.32819892820718	0.851072980881418	2.07280977368555	0.211354577693922	0.15378288112993	0.593957928411219	0.409471239489846	-0.232645244243792	1.05158772322348	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	NR3C2	277	80	-0.0370180223052276	0.963658767840103	0.620875035059503	1.49569264086469	0.868910384162095	0.86887480142509	0.897874063634164	-0.053405717203269	-0.687625171758902	0.580813737352364	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	NR3C2	277	80	-0.0785747897394935	0.924432919248869	0.585027238535293	1.46074604035626	0.736415448248097	0.243813390050077	0.845514033173741	-0.11335945949606	-0.773424297567468	0.546705378575348	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	univariable	PHC2	277	80	0.107502758296515	1.11349393208873	0.717216256265081	1.72872369521442	0.631940710141538	0.632159040791365	0.851746174538594	0.155093696276267	-0.479519906503683	0.789707299056216	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	PHC2	277	80	0.136752058894945	1.14654383792954	0.726466887627139	1.80952882324474	0.556949791257209	0.227053660768865	0.750671457781456	0.197291517199093	-0.461031053594703	0.855614087992889	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	WWC2	277	80	-0.206977186453562	0.813038198060684	0.522287094115911	1.26564703388796	0.35933247585666	0.357721143813484	0.731869167625031	-0.298604960473705	-0.937085040200772	0.339875119253363	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	WWC2	277	80	-0.227337227539441	0.796652083964383	0.506252284153893	1.25363294695154	0.325718863967442	0.186223195389064	0.593957928411219	-0.327978290780597	-0.982071582708792	0.326115001147598	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	univariable	XBP1	277	80	0.039048353173403	1.03982076106818	0.670443908104933	1.61270346717683	0.86155907220408	0.861540736616259	0.897874063634164	0.0563348654781495	-0.576811459079667	0.689481190035965	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	XBP1	277	80	0.0320383955693576	1.0325571501637	0.660974281535417	1.61303442227357	0.88805235787905	0.250882990116873	0.949297348077605	0.0462216344059513	-0.597333957228767	0.689777226040669	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZBTB18	277	80	-0.188579205501379	0.828134908000319	0.533366568267974	1.28580879764502	0.400862442547284	0.400095123367908	0.731869167625031	-0.272062284591621	-0.906800696143198	0.362676126959957	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZBTB18	277	80	-0.299996582029068	0.74082075278119	0.472204225757155	1.1622415849229	0.191681600059136	0.146373897643629	0.593957928411219	-0.432803581176975	-1.08251714258041	0.216909980226465	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF117	277	80	0.160051855277414	1.17357172530137	0.756378138808404	1.82087572837123	0.47514249241847	0.475080344579708	0.775232487630135	0.230906017893803	-0.40282042843797	0.864632464225576	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF117	277	80	0.232687027666917	1.26198645067018	0.804216424010975	1.98032489032254	0.311455907492828	0.183133555041657	0.593957928411219	0.335696420894254	-0.314344295186255	0.985737136974762	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF141	277	80	-0.0507116150284983	0.950552756138933	0.612694089251257	1.47471724969226	0.820955733974496	0.820928997198043	0.897874063634164	-0.0731613955170846	-0.706761161393291	0.560438370359122	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF141	277	80	-0.11082820495516	0.895092508178693	0.569831383057294	1.40601346647324	0.630506824300573	0.235126523425635	0.814404648054907	-0.159891301679435	-0.811393015636399	0.49161041227753	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF19	277	80	0.289978195917254	1.33639834876762	0.859847015683218	2.07706779696122	0.197457297799514	0.196075898969839	0.731869167625031	0.418350105215751	-0.217848097105616	1.05454830753712	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF19	277	80	0.22540585100984	1.25283107578303	0.800606268179495	1.96049639733242	0.323843253371398	0.185855189398744	0.593957928411219	0.325191903439253	-0.320835183838313	0.971218990716819	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF254	277	80	0.130381570105026	1.13926300910528	0.733182396351513	1.77025554674305	0.562048317287917	0.561569932422709	0.791977174360246	0.188100844613838	-0.447755947581928	0.823957636809604	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF254	277	80	0.14893510343919	1.16059766796793	0.745959696782558	1.80571008420746	0.508999760053208	0.220578529868786	0.747118912669751	0.214867935146004	-0.422830409209347	0.852566279501355	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF281	277	80	0.141318011238135	1.15179087219129	0.741279139173527	1.78963921032805	0.529675320767829	0.529099951525286	0.781901663990605	0.203878794001549	-0.431911182763464	0.839668770766561	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF281	277	80	0.185290757613103	1.20356833591435	0.765298440662638	1.89282593854678	0.42251013173174	0.20661092583386	0.713735329442416	0.267318057130982	-0.38590563479275	0.920541749054714	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF33A	277	80	0.213098416312624	1.23750643607098	0.797058934936652	1.92134121103456	0.342416798291518	0.342426762048402	0.731869167625031	0.307436028435514	-0.327241693134145	0.942113750005172	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF33A	277	80	0.239444952341412	1.2705437422427	0.805366771805939	2.00440526908286	0.303294313968485	0.181000261197128	0.593957928411219	0.345446045308849	-0.312282144753811	1.00317423537151	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF33B	277	80	-0.297872418462623	0.742396049735391	0.476477929655712	1.1567207216942	0.188004610491461	0.18552424447109	0.731869167625031	-0.429739060933629	-1.06951870449542	0.210040582628167	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF33B	277	80	-0.312872071225037	0.731343466458378	0.466555599801721	1.1464084155429	0.172503303073253	0.138284343908768	0.593957928411219	-0.45137898558902	-1.09987907645026	0.197121105272224	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF341	277	80	0.264087478076205	1.30224210895284	0.838069625459442	2.02350074362885	0.240239350454948	0.23885250682055	0.731869167625031	0.380997694981414	-0.254857989229562	1.01685337919239	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF341	277	80	0.352537506735634	1.42267301456862	0.902360304724197	2.24300481280632	0.129098886590493	0.119463772991676	0.593957928411219	0.508604112694858	-0.148224490622683	1.1654327160124	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF444	277	80	0.0932585371666777	1.09774550659679	0.706409364386955	1.70587375819859	0.678401772500479	0.678367949098958	0.876268956146452	0.134543629090925	-0.501423626950426	0.770510885132276	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF444	277	80	0.0861203372337129	1.08993748047505	0.697755022874295	1.70255128576597	0.705094325833787	0.241587926917998	0.840689388494131	0.124245383446763	-0.519207490143131	0.767698257036656	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF540	277	80	-0.200038811249386	0.818698977731168	0.525043437861298	1.27659535917317	0.377468683585454	0.375488916633823	0.731869167625031	-0.288595000974813	-0.929491310213928	0.352301308264302	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF540	277	80	-0.244741860271292	0.782906611459469	0.490043918157189	1.25079148940756	0.305913525558432	0.181275935243383	0.593957928411219	-0.353087868111333	-1.02901704429567	0.322841308073003	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF678	277	80	0.405380009035504	1.49987235682224	0.960003651324448	2.34334221922581	0.0749669377891438	0.0724920835844924	0.731869167625031	0.584839728711045	-0.0588882018268432	1.22856765924893	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF678	277	80	0.427436170022084	1.53332130467974	0.978670980596162	2.40231320842128	0.0620622223957051	0.0780501574131591	0.593957928411219	0.616660042787432	-0.0311041732032051	1.26442425877807	Adverse	FALSE	FALSE
TCGA_LUAD	RFS	univariable	ZNF75D	277	80	-0.277475201704634	0.757694353898388	0.484795048366023	1.18421327912583	0.223276053325917	0.220300956732588	0.731869167625031	-0.40031209746894	-1.04455313150196	0.243928936564084	Favorable	FALSE	FALSE
TCGA_LUAD	RFS	multivariable	ZNF75D	277	80	-0.303961642120467	0.737889169771643	0.469479562347245	1.1597532044719	0.187655238918266	0.14409705694309	0.593957928411219	-0.438523953707663	-1.09086573986679	0.21381783245146	Favorable	FALSE	FALSE
