filename	path	pages	bytes	sha256	min_content_stream_bytes	text_characters
Figure1.pdf	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/atlas-checkpoint-fallback-staging/incremental-recrops/run-v5/execution/luad-official-code-port/final/Figure1.pdf	1	25825256	07509ca11afdfbe96997013a34f66e915b2ffe67b3f2d61ed81b95983bbd59fb	25648331	1431
Figure2.pdf	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/atlas-checkpoint-fallback-staging/incremental-recrops/run-v5/execution/luad-official-code-port/final/Figure2.pdf	1	857796	0ff961a115cfed312483b9860a96ac6b7b16ad5929fcd926c023031373d37303	705163	2473
Figure3.pdf	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/atlas-checkpoint-fallback-staging/incremental-recrops/run-v5/execution/luad-official-code-port/final/Figure3.pdf	1	959385	be5c57d274a3b8f264baa95757bccc571f9b23f5a76395941bcdbb5968377885	687320	2812
Figure4.pdf	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/atlas-checkpoint-fallback-staging/incremental-recrops/run-v5/execution/luad-official-code-port/final/Figure4.pdf	1	544402	0e5a5f827ba501b8da79c65a9f059718e15aec95881d7b06287c1951bc85bb24	149308	4765
Figure5.pdf	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/atlas-checkpoint-fallback-staging/incremental-recrops/run-v5/execution/luad-official-code-port/final/Figure5.pdf	1	7005919	492e656cd9452cbd8df1018285df928deb3ae26a5914c1e2d26587b86c6fb300	6776500	1220
Supplementary_Figures.pdf	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/atlas-checkpoint-fallback-staging/incremental-recrops/run-v5/execution/luad-official-code-port/final/Supplementary_Figures.pdf	8	74249841	33629b8d2e1b196d34963acbe228141b58f2f796a61eb234b020e28feda99bd8	1426	12863
TNBC_vs_LUAD_comparison_atlas.pdf	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/atlas-checkpoint-fallback-staging/incremental-recrops/run-v5/execution/luad-official-code-port/final/TNBC_vs_LUAD_comparison_atlas.pdf	73	356937234	9bc31c1c52220bfe5723d5d48f922ca922c5a09d1d9bea288a181d7f9d337470	11818	343275
